temperature_C,porosity,permeability_m2,saturation_degree,pore_pressure_MPa,moisture_diffusivity_m2_s,damage_parameter,rubber_content_%
20,0.33222404136198164,3.080523957014824e-16,0.7901287064234475,0.281651297000974,5.846269973327713e-10,0.5,10
40,0.33677033657237065,3.436511567249084e-16,0.7542256415324934,1.2908179693569939,1.0255333007426207e-09,0.5,10
60,0.34772899944092084,3.8767672592832956e-16,0.7355342794842529,3.286784654230189,1.6633965499336117e-09,0.5,10
80,0.32855608147381943,2.9449321881205154e-16,0.7730837187006796,8.603622756047608,2.9115339877526847e-09,0.5,10
100,0.33813542975513516,3.6159875359903946e-16,0.7422020178201905,22.20753496829525,4.4276726508899825e-09,0.5,10
120,0.33388233712267845,9.165831510057559e-16,0.7419269205795536,0.5561096181655258,6.285722936145266e-09,0.5,10
140,0.34326809490647137,1.861494647081498e-15,0.7395594275360853,0.8737452038391437,9.1146613581554e-09,0.5,10
160,0.35687792248611344,3.2593816360708075e-15,0.7054741358918151,1.1036866456800851,1.191324058387318e-08,0.5,10
180,0.3488553305275678,3.328370782741389e-15,0.7178108535951347,1.7274832023837805,1.6074367243593203e-08,0.5,10
200,0.3646063172334757,4.459419644959582e-15,0.6955179144211305,2.641685599477369,1.887099220490479e-08,0.5,10
220,0.370602555154133,9.608008187893625e-15,0.6899658390898888,4.140009120696512,2.5418936825916026e-08,0.5,10
240,0.38403506915367625,1.465591574093302e-14,0.7174072155495889,6.273641437242331,3.4803563280121156e-08,0.5,10
260,0.393098770019601,2.426894465910356e-14,0.7179120001834878,3.692180509029268,4.841145104282609e-08,0.5,10
280,0.3921809449632046,2.9262402440416995e-14,0.6990382830445561,4.27565127876244,5.307598569671421e-08,0.5,10
300,0.39078230908884,3.464697854475733e-14,0.6284248185722962,8.114589734626108,5.0969380751552905e-08,0.5,10
320,0.3991598757669662,4.82855129370204e-14,0.6418250860269656,10.514934346218677,6.503867778607753e-08,0.5,10
340,0.40433523323222176,6.192115231302326e-14,0.6830882364741352,16.472481881035126,8.237183089349119e-08,0.5,10
360,0.41013260712659705,8.548796006027907e-14,0.6316547880230531,25.052981398979085,8.064928240934183e-08,0.5,10
380,0.4150049475206657,9.721844028341202e-14,0.6519881912528613,34.41912176670773,1.0448437825316923e-07,0.5,10
400,0.42604924345571615,9.63327022187445e-14,0.572960806182309,43.73430159898943,8.856816135431063e-08,0.5,10
420,0.42684829495595383,2.4145029052029204e-13,0.5905834323394311,82.97513626072595,1.0666700715185764e-07,0.5,10
440,0.4345240034422357,4.790422082518743e-13,0.6222984531183753,112.85385151710888,1.333280845665727e-07,0.5,10
460,0.43900458033934364,5.682144474257871e-13,0.6170541294561631,161.182189214355,1.586770774099957e-07,0.5,10
480,0.4545629956259146,7.282909264637642e-13,0.5971169275954664,209.4989281590509,1.5781874022354311e-07,0.5,10
500,0.45948583592591663,1.0790661240353133e-12,0.6047177954218058,405.40883780106174,1.7306382019051126e-07,0.5,10
520,0.4555555449643785,1.2540408496439673e-12,0.590360942735858,557.7366124292115,2.0442544582155944e-07,0.5,10
540,0.46490236038721505,1.4686941012527285e-12,0.6126026094629894,676.0478347887856,2.5335791738145033e-07,0.5,10
560,0.4788427470638959,2.358155327061076e-12,0.6394778594037609,1223.292511800379,2.7754285514356215e-07,0.5,10
580,0.4924133836144108,2.744876049929872e-12,0.639715804673847,1039.6699200611904,3.004495796261301e-07,0.5,10
600,0.48458247018650585,2.843209091250136e-12,0.6066445472999118,1354.9497927797024,2.948153554501906e-07,0.5,10
620,0.49931723675432776,5.03870931807214e-12,0.6543122422910064,1939.1749323500203,4.330161923662831e-07,0.5,10
640,0.5,7.29784447060881e-12,0.6396112610715784,3174.3395897904024,3.985875402960099e-07,0.5,10
660,0.5,9.099618839870554e-12,0.6520489400364724,4085.091898579417,4.2496241793255394e-07,0.5,10
680,0.5,9.495290952722505e-12,0.6236426218388763,6137.621067222896,4.7189571389620284e-07,0.5,10
700,0.5,1.0111081217591657e-11,0.6183078566471227,10696.002170978118,4.735512074480589e-07,0.5,10
720,0.5,1.2956050502570707e-11,0.644501158790986,13656.71238041862,5.403438437262835e-07,0.5,10
740,0.5,1.2792003555020723e-11,0.6540421036743663,27831.8314452287,5.547141919108739e-07,0.5,10
760,0.5,1.3403087758920465e-11,0.5936326603136205,29676.541018625685,5.419208518741019e-07,0.5,10
780,0.5,1.7082844117077707e-11,0.6409164682300946,54813.3384078061,6.642100460104726e-07,0.5,10
800,0.5,2.0831068060797097e-11,0.6009701718912748,74760.1081526239,5.830363710943602e-07,0.5,10
