temperature_C,exposure_condition,surface_RH_%,depth_mm,saturation_degree,moisture_content_kg_m3,moisture_loss_rate_kg_m2h,test_duration_hours,rubber_content_%
20,sealed,100,0,0.7452756193499354,149.05512386998709,0.0,24,5
20,sealed,100,10,0.4518627518337434,90.37255036674868,0.0,24,5
20,sealed,100,20,0.2781920133446568,55.63840266893136,0.0,24,5
20,sealed,100,30,0.173586646374402,34.7173292748804,0.0,24,5
20,sealed,100,40,0.09887856244962621,19.775712489925244,0.0,24,5
20,sealed,100,50,0.059153483610922944,11.83069672218459,0.0,24,5
50,sealed,100,0,0.7394657403481613,147.89314806963225,0.0,24,5
50,sealed,100,10,0.4538878161183755,90.77756322367509,0.0,24,5
50,sealed,100,20,0.27318272428660684,54.63654485732137,0.0,24,5
50,sealed,100,30,0.16381582265175793,32.76316453035159,0.0,24,5
50,sealed,100,40,0.10050749450520861,20.101498901041722,0.0,24,5
50,sealed,100,50,0.06379462251069004,12.758924502138008,0.0,24,5
80,sealed,100,0,0.769438353368354,153.88767067367078,0.0,24,5
80,sealed,100,10,0.4535747114656611,90.71494229313221,0.0,24,5
80,sealed,100,20,0.2810037189429618,56.200743788592355,0.0,24,5
80,sealed,100,30,0.16258110887500593,32.516221775001185,0.0,24,5
80,sealed,100,40,0.09964188565018312,19.928377130036623,0.0,24,5
80,sealed,100,50,0.06180974899747131,12.361949799494262,0.0,24,5
105,sealed,100,0,0.7661231958806622,153.22463917613246,0.0,24,5
105,sealed,100,10,0.4627064129494347,92.54128258988695,0.0,24,5
105,sealed,100,20,0.2761443679388629,55.228873587772576,0.0,24,5
105,sealed,100,30,0.16411895569309562,32.82379113861912,0.0,24,5
105,sealed,100,40,0.10046203197722074,20.092406395444147,0.0,24,5
105,sealed,100,50,0.06069060580453459,12.138121160906918,0.0,24,5
150,sealed,100,0,0.7027927327188627,140.55854654377254,0.0,24,5
150,sealed,100,10,0.41956053889704725,83.91210777940945,0.0,24,5
150,sealed,100,20,0.25954369741809546,51.908739483619094,0.0,24,5
150,sealed,100,30,0.16431080674272008,32.862161348544014,0.0,24,5
150,sealed,100,40,0.09146018786070403,18.292037572140806,0.0,24,5
150,sealed,100,50,0.058901526726797104,11.780305345359421,0.0,24,5
200,sealed,100,0,0.6837378175427443,136.74756350854886,0.0,24,5
200,sealed,100,10,0.43158902641316654,86.31780528263332,0.0,24,5
200,sealed,100,20,0.2517591102933626,50.351822058672525,0.0,24,5
200,sealed,100,30,0.15368656999585523,30.737313999171047,0.0,24,5
200,sealed,100,40,0.0920705254668858,18.41410509337716,0.0,24,5
200,sealed,100,50,0.05625791119151837,11.251582238303675,0.0,24,5
20,RH50,50,0,0.7463191826564232,149.26383653128462,0.00122140275816017,24,5
20,RH50,50,10,0.4454934937551289,89.09869875102578,0.001099262482344153,24,5
20,RH50,50,20,0.26376190428799673,52.75238085759935,0.000977122206528136,24,5
20,RH50,50,30,0.1632968029773914,32.65936059547828,0.0008549819307121189,24,5
20,RH50,50,40,0.10316963740598935,20.63392748119787,0.000732841654896102,24,5
20,RH50,50,50,0.06016024396563928,12.032048793127856,0.000610701379080085,24,5
50,RH50,50,0,0.7285272771150645,145.7054554230129,0.0016487212707001282,24,5
50,RH50,50,10,0.4358703882820824,87.17407765641649,0.0014838491436301154,24,5
50,RH50,50,20,0.2739562402874742,54.79124805749483,0.0013189770165601027,24,5
50,RH50,50,30,0.17456863369972003,34.913726739944,0.0011541048894900896,24,5
50,RH50,50,40,0.10264471244980376,20.52894248996075,0.000989232762420077,24,5
50,RH50,50,50,0.06302507329252797,12.605014658505596,0.0008243606353500641,24,5
80,RH50,50,0,0.7677423093475783,153.54846186951565,0.002225540928492468,24,5
80,RH50,50,10,0.4620073715597789,92.40147431195578,0.0020029868356432213,24,5
80,RH50,50,20,0.2875722998195242,57.51445996390484,0.0017804327427939745,24,5
80,RH50,50,30,0.16581150267390246,33.16230053478049,0.0015578786499447275,24,5
80,RH50,50,40,0.10243945042847202,20.487890085694403,0.0013353245570954808,24,5
80,RH50,50,50,0.0630696599795947,12.61393199591894,0.001112770464246234,24,5
105,RH50,50,0,0.7543178061772652,150.86356123545303,0.002857651118063164,24,5
