temperature_C,exposure_condition,surface_RH_%,depth_mm,saturation_degree,moisture_content_kg_m3,moisture_loss_rate_kg_m2h,test_duration_hours,rubber_content_%
20,sealed,100,0,0.7867779480546998,157.35558961093997,0.0,24,20
20,sealed,100,10,0.4412442777244662,88.24885554489325,0.0,24,20
20,sealed,100,20,0.28640916581482334,57.281833162964666,0.0,24,20
20,sealed,100,30,0.16289202922357662,32.57840584471533,0.0,24,20
20,sealed,100,40,0.10287764202459788,20.575528404919577,0.0,24,20
20,sealed,100,50,0.06096881306839185,12.19376261367837,0.0,24,20
50,sealed,100,0,0.7947233499584788,158.94466999169578,0.0,24,20
50,sealed,100,10,0.44967122900263484,89.93424580052697,0.0,24,20
50,sealed,100,20,0.274295948973425,54.859189794685,0.0,24,20
50,sealed,100,30,0.16020617622373615,32.04123524474723,0.0,24,20
50,sealed,100,40,0.10254674681436138,20.509349362872275,0.0,24,20
50,sealed,100,50,0.06346460276296718,12.692920552593437,0.0,24,20
80,sealed,100,0,0.7521718053009219,150.4343610601844,0.0,24,20
80,sealed,100,10,0.4576499675709386,91.52999351418772,0.0,24,20
80,sealed,100,20,0.26569745045661014,53.13949009132203,0.0,24,20
80,sealed,100,30,0.16762770058732582,33.52554011746516,0.0,24,20
80,sealed,100,40,0.09791228580647755,19.582457161295512,0.0,24,20
80,sealed,100,50,0.06093727230450165,12.18745446090033,0.0,24,20
105,sealed,100,0,0.7649966477711587,152.99932955423174,0.0,24,20
105,sealed,100,10,0.43398516568724,86.797033137448,0.0,24,20
105,sealed,100,20,0.2659047386040704,53.180947720814075,0.0,24,20
105,sealed,100,30,0.1772744522667931,35.454890453358615,0.0,24,20
105,sealed,100,40,0.09955999636846409,19.911999273692818,0.0,24,20
105,sealed,100,50,0.061353496574573264,12.270699314914653,0.0,24,20
150,sealed,100,0,0.7192271070567648,143.84542141135296,0.0,24,20
150,sealed,100,10,0.43069241319131435,86.13848263826287,0.0,24,20
150,sealed,100,20,0.24922310957362284,49.84462191472457,0.0,24,20
150,sealed,100,30,0.15648582844138795,31.29716568827759,0.0,24,20
150,sealed,100,40,0.0969974217748187,19.39948435496374,0.0,24,20
150,sealed,100,50,0.05491666391201706,10.983332782403412,0.0,24,20
200,sealed,100,0,0.6694176192437209,133.88352384874418,0.0,24,20
200,sealed,100,10,0.42221671267695066,84.44334253539013,0.0,24,20
200,sealed,100,20,0.25154322843987476,50.30864568797495,0.0,24,20
200,sealed,100,30,0.14715059305447023,29.430118610894045,0.0,24,20
200,sealed,100,40,0.08975445533628118,17.950891067256237,0.0,24,20
200,sealed,100,50,0.056514825053461136,11.302965010692228,0.0,24,20
20,RH50,50,0,0.7629054301733706,152.58108603467412,0.00122140275816017,24,20
20,RH50,50,10,0.43644921076498633,87.28984215299727,0.001099262482344153,24,20
20,RH50,50,20,0.2729294705966047,54.58589411932094,0.000977122206528136,24,20
20,RH50,50,30,0.1628111084684839,32.56222169369678,0.0008549819307121189,24,20
20,RH50,50,40,0.10578421350358692,21.156842700717384,0.000732841654896102,24,20
20,RH50,50,50,0.06293791424236275,12.58758284847255,0.000610701379080085,24,20
50,RH50,50,0,0.7746531591681017,154.93063183362034,0.0016487212707001282,24,20
50,RH50,50,10,0.46333297384052763,92.66659476810553,0.0014838491436301154,24,20
50,RH50,50,20,0.2711014169757659,54.22028339515318,0.0013189770165601027,24,20
50,RH50,50,30,0.1730817433899761,34.61634867799522,0.0011541048894900896,24,20
50,RH50,50,40,0.107487551043834,21.4975102087668,0.000989232762420077,24,20
50,RH50,50,50,0.060824629787427524,12.164925957485504,0.0008243606353500641,24,20
80,RH50,50,0,0.7103205291577225,142.0641058315445,0.002225540928492468,24,20
80,RH50,50,10,0.4726671736897665,94.5334347379533,0.0020029868356432213,24,20
80,RH50,50,20,0.2728742043067587,54.57484086135174,0.0017804327427939745,24,20
80,RH50,50,30,0.1596842006683315,31.9368401336663,0.0015578786499447275,24,20
80,RH50,50,40,0.10093068922077975,20.18613784415595,0.0013353245570954808,24,20
80,RH50,50,50,0.05907464787383641,11.814929574767282,0.001112770464246234,24,20
105,RH50,50,0,0.7375485348621446,147.50970697242892,0.002857651118063164,24,20
105,RH50,50,10,0.4526623791048018,90.53247582096036,0.0025718860062568477,24,20
105,RH50,50,20,0.2794672204037492,55.893444080749845,0.0022861208944505314,24,20
105,RH50,50,30,0.17138140151138084,34.27628030227617,0.0020003557826442147,24,20
