temperature_C,exposure_condition,surface_RH_%,depth_mm,saturation_degree,moisture_content_kg_m3,moisture_loss_rate_kg_m2h,test_duration_hours,rubber_content_%
20,sealed,100,0,0.7341411793659995,146.8282358731999,0.0,24,10
20,sealed,100,10,0.4702585952561984,94.05171905123967,0.0,24,10
20,sealed,100,20,0.2839970128741983,56.79940257483966,0.0,24,10
20,sealed,100,30,0.16263312192329735,32.52662438465947,0.0,24,10
20,sealed,100,40,0.09887934055532503,19.775868111065005,0.0,24,10
20,sealed,100,50,0.06240845996986239,12.481691993972479,0.0,24,10
50,sealed,100,0,0.7727762328278674,154.5552465655735,0.0,24,10
50,sealed,100,10,0.4663294916296767,93.26589832593534,0.0,24,10
50,sealed,100,20,0.271564516004913,54.312903200982596,0.0,24,10
50,sealed,100,30,0.16843343993160062,33.68668798632012,0.0,24,10
50,sealed,100,40,0.10461419492404225,20.92283898480845,0.0,24,10
50,sealed,100,50,0.06360922865232953,12.721845730465905,0.0,24,10
80,sealed,100,0,0.7444997761846945,148.89995523693892,0.0,24,10
80,sealed,100,10,0.4494646231407683,89.89292462815366,0.0,24,10
80,sealed,100,20,0.2820250455362964,56.40500910725928,0.0,24,10
80,sealed,100,30,0.16840542628104138,33.68108525620828,0.0,24,10
80,sealed,100,40,0.10260419985691786,20.520839971383573,0.0,24,10
80,sealed,100,50,0.06170889682380552,12.341779364761104,0.0,24,10
105,sealed,100,0,0.7529556315463686,150.5911263092737,0.0,24,10
105,sealed,100,10,0.4426396792171949,88.52793584343898,0.0,24,10
105,sealed,100,20,0.2700694239309338,54.013884786186765,0.0,24,10
105,sealed,100,30,0.167509774040119,33.5019548080238,0.0,24,10
105,sealed,100,40,0.10141385194728367,20.282770389456733,0.0,24,10
105,sealed,100,50,0.06207641693227688,12.415283386455377,0.0,24,10
150,sealed,100,0,0.6787410995024885,135.7482199004977,0.0,24,10
150,sealed,100,10,0.42635639715819623,85.27127943163924,0.0,24,10
150,sealed,100,20,0.27161270352568034,54.32254070513607,0.0,24,10
150,sealed,100,30,0.15372804542303595,30.74560908460719,0.0,24,10
150,sealed,100,40,0.0949724433513186,18.99448867026372,0.0,24,10
150,sealed,100,50,0.05730547256211145,11.46109451242229,0.0,24,10
200,sealed,100,0,0.674449218602769,134.88984372055378,0.0,24,10
200,sealed,100,10,0.4166652369899447,83.33304739798893,0.0,24,10
200,sealed,100,20,0.24603264781537118,49.206529563074234,0.0,24,10
200,sealed,100,30,0.148339408793832,29.667881758766402,0.0,24,10
200,sealed,100,40,0.09499610897290135,18.999221794580272,0.0,24,10
200,sealed,100,50,0.05777788867639915,11.55557773527983,0.0,24,10
20,RH50,50,0,0.7911544854301213,158.23089708602427,0.00122140275816017,24,10
20,RH50,50,10,0.47101966290229363,94.20393258045873,0.001099262482344153,24,10
20,RH50,50,20,0.2858485839020567,57.16971678041134,0.000977122206528136,24,10
20,RH50,50,30,0.17779477373457775,35.558954746915546,0.0008549819307121189,24,10
20,RH50,50,40,0.10129722058658486,20.25944411731697,0.000732841654896102,24,10
20,RH50,50,50,0.06174235690952876,12.348471381905753,0.000610701379080085,24,10
50,RH50,50,0,0.7644521577717953,152.89043155435905,0.0016487212707001282,24,10
50,RH50,50,10,0.4619086243793165,92.3817248758633,0.0014838491436301154,24,10
50,RH50,50,20,0.2834696528361655,56.693930567233096,0.0013189770165601027,24,10
50,RH50,50,30,0.16844899946313416,33.68979989262683,0.0011541048894900896,24,10
50,RH50,50,40,0.10072560639056777,20.145121278113553,0.000989232762420077,24,10
50,RH50,50,50,0.060772772348071095,12.154554469614219,0.0008243606353500641,24,10
80,RH50,50,0,0.7789073957166456,155.7814791433291,0.002225540928492468,24,10
80,RH50,50,10,0.4638193797305769,92.76387594611538,0.0020029868356432213,24,10
80,RH50,50,20,0.2751800691244683,55.03601382489366,0.0017804327427939745,24,10
80,RH50,50,30,0.16561459475271983,33.12291895054397,0.0015578786499447275,24,10
80,RH50,50,40,0.1046439093996626,20.92878187993252,0.0013353245570954808,24,10
80,RH50,50,50,0.060104387038317275,12.020877407663455,0.001112770464246234,24,10
105,RH50,50,0,0.7415933522739355,148.3186704547871,0.002857651118063164,24,10
105,RH50,50,10,0.4646769924512314,92.93539849024629,0.0025718860062568477,24,10
105,RH50,50,20,0.26802760103537365,53.60552020707473,0.0022861208944505314,24,10
105,RH50,50,30,0.16022105096066622,32.04421019213324,0.0020003557826442147,24,10
105,RH50,50,40,0.1038765331044605,20.7753066208921,0.0017145906708378982,24,10
105,RH50,50,50,0.061307877073378765,12.261575414675754,0.001428825559031582,24,10
150,RH50,50,0,0.7072571202736675,141.4514240547335,0.004481689070338065,24,10
150,RH50,50,10,0.4401654775198767,88.03309550397535,0.004033520163304259,24,10
150,RH50,50,20,0.22644607719400167,45.28921543880033,0.003585351256270452,24,10
150,RH50,50,30,0.1550507520107707,31.010150402154142,0.0031371823492366453,24,10
150,RH50,50,40,0.09671989283537544,19.343978567075087,0.0026890134422028387,24,10
150,RH50,50,50,0.05955187979954517,11.910375959909034,0.0022408445351690324,24,10
200,RH50,50,0,0.6796405467131492,135.92810934262985,0.007389056098930651,24,10
200,RH50,50,10,0.39887325891908254,79.77465178381651,0.006650150489037586,24,10
200,RH50,50,20,0.24848957395949337,49.697914791898675,0.005911244879144521,24,10
200,RH50,50,30,0.14833365588438605,29.66673117687721,0.005172339269251455,24,10
200,RH50,50,40,0.09224778920065063,18.449557840130126,0.0044334336593583904,24,10
