temperature_C,exposure_condition,surface_RH_%,depth_mm,saturation_degree,moisture_content_kg_m3,moisture_loss_rate_kg_m2h,test_duration_hours,rubber_content_%
20,sealed,100,0,0.7553758564242503,151.07517128485006,0.0,24,5
20,sealed,100,10,0.45017385901431956,90.03477180286392,0.0,24,5
20,sealed,100,20,0.27473627605112216,54.947255210224434,0.0,24,5
20,sealed,100,30,0.17642231347888299,35.2844626957766,0.0,24,5
20,sealed,100,40,0.10598092269618854,21.19618453923771,0.0,24,5
20,sealed,100,50,0.0629504799481883,12.590095989637659,0.0,24,5
50,sealed,100,0,0.7497558764207266,149.95117528414534,0.0,24,5
50,sealed,100,10,0.4478985012494265,89.57970024988529,0.0,24,5
50,sealed,100,20,0.26653462706821385,53.30692541364277,0.0,24,5
50,sealed,100,30,0.16452348099176445,32.90469619835289,0.0,24,5
50,sealed,100,40,0.10228945906888093,20.457891813776186,0.0,24,5
50,sealed,100,50,0.06532017570867572,13.064035141735145,0.0,24,5
80,sealed,100,0,0.7367146720698241,147.34293441396483,0.0,24,5
80,sealed,100,10,0.44592593195172237,89.18518639034447,0.0,24,5
80,sealed,100,20,0.2775651762435998,55.51303524871996,0.0,24,5
80,sealed,100,30,0.16168417708160188,32.336835416320376,0.0,24,5
80,sealed,100,40,0.10318963357958374,20.63792671591675,0.0,24,5
80,sealed,100,50,0.06493631641709609,12.987263283419217,0.0,24,5
105,sealed,100,0,0.7849332874384927,156.98665748769852,0.0,24,5
105,sealed,100,10,0.45400064223172015,90.80012844634403,0.0,24,5
105,sealed,100,20,0.27758878182426605,55.51775636485321,0.0,24,5
105,sealed,100,30,0.16761564394788026,33.52312878957605,0.0,24,5
105,sealed,100,40,0.09955198605432691,19.910397210865383,0.0,24,5
105,sealed,100,50,0.06278795409216022,12.557590818432043,0.0,24,5
150,sealed,100,0,0.730088035081427,146.01760701628538,0.0,24,5
150,sealed,100,10,0.4263852311816591,85.27704623633183,0.0,24,5
