temperature_C,porosity,permeability_m2,saturation_degree,pore_pressure_MPa,moisture_diffusivity_m2_s,damage_parameter,rubber_content_%
20,0.14459750315098355,1.221448423802797e-18,0.736705000019629,0.33476784193837283,5.187666154647347e-10,0,5
40,0.14980302417086588,1.2878937909218184e-18,0.7772942749319859,1.3560864123272154,1.1461416499152157e-09,0,5
60,0.14261067917029724,1.174204381872319e-18,0.7277165768455617,4.309569961325303,1.544871442050315e-09,0,5
80,0.14534766836273794,1.0754796631796534e-18,0.787002888095418,9.186489657647368,2.9293171148859087e-09,0,5
100,0.15032797629803482,1.2811446254408134e-18,0.742628378277155,22.176973917193006,4.847204159361e-09,0,5
120,0.15040760888191712,4.745406641007828e-18,0.7506950318776027,0.5296073989280199,6.136699046352415e-09,0,5
140,0.15880869982958584,8.056039656240724e-18,0.7365260503363975,1.0144690340376372,8.339093022057766e-09,0,5
160,0.16233532082429872,1.3167851107192723e-17,0.7318112199583016,1.3533716508160347,1.1664719468113576e-08,0,5
180,0.16468664619772594,2.0188341555879726e-17,0.7397310577223457,2.522572553251841,1.9570917273435613e-08,0,5
200,0.1625623584897421,2.0049843535023112e-17,0.7128496330307938,3.0407784063502477,2.0854466275849457e-08,0,5
220,0.16603627502563884,3.728134532990467e-17,0.6823057849709246,3.6626385636260617,2.6251525971851855e-08,0,5
240,0.1713282097827045,6.118050307368408e-17,0.6730565987999133,5.134374398376985,3.0444862182504413e-08,0,5
260,0.17223701461248053,9.616943128720877e-17,0.7028943753166579,10.008793870237577,4.266043609164449e-08,0,5
280,0.1779513247091062,1.0884533373114123e-16,0.6645588693386729,5.587418735243504,5.083850257174546e-08,0,5
300,0.17651145407447205,1.410148787242237e-16,0.6638149099744268,6.901687618777149,5.851900315265397e-08,0,5
320,0.18144694324297225,2.0651203785934528e-16,0.6403235113597814,11.378991199027704,5.7902945053313476e-08,0,5
340,0.18393502217985214,2.5138739115570825e-16,0.6483726152636187,15.129815116499753,7.189009550030351e-08,0,5
360,0.18865872759356028,3.008049611353122e-16,0.6259737248301344,17.511064823993458,8.47660179017391e-08,0,5
380,0.18489390643784998,3.533232614003841e-16,0.599976107645682,27.404121568154224,7.900194751245602e-08,0,5
400,0.18604915538452108,3.849472305858927e-16,0.5956373245160442,51.59244345211662,1.0453523626810014e-07,0,5
420,0.18651936369402558,7.732873354367849e-16,0.6197819449886455,78.75782391884972,1.0973487172366472e-07,0,5
440,0.19926794823746138,1.5038029574709537e-15,0.6222202283076059,104.8493473976223,1.384602047581713e-07,0,5
460,0.20010925304378369,2.1266893844223112e-15,0.6193149117728621,191.8401865269432,1.602503447373563e-07,0,5
480,0.20405876422945907,3.0750319125328437e-15,0.6267486887831946,232.80522180694976,1.8951654135041186e-07,0,5
500,0.2095948509033364,3.318071503026119e-15,0.5919345014690063,322.90874930585613,1.8614944126322917e-07,0,5
520,0.1989869534138138,3.1173351381228664e-15,0.6274228760817808,533.8554107406217,2.3564887799687887e-07,0,5
540,0.2162062235427825,6.2324696622052884e-15,0.6520516623877183,1052.715686205097,2.430386266431619e-07,0,5
560,0.21582988162539382,6.561040231840117e-15,0.6195994624203364,1282.2592177043457,2.8425565710893426e-07,0,5
580,0.21215639137517814,6.965127724195367e-15,0.6364688490484707,1934.4811141391388,3.2688531447645183e-07,0,5
600,0.22166207622422088,7.859718961034795e-15,0.6426020816887198,2754.1684068142754,3.4565205932636024e-07,0,5
620,0.22272151458799205,1.1726182823981818e-14,0.6171721703419939,4045.701061025726,3.3712746270550794e-07,0,5
640,0.2167012041712506,1.4936056376149798e-14,0.5936495662569102,2328.880683177099,3.303620735487445e-07,0,5
660,0.22836486609426002,1.9147851722575673e-14,0.5961228112953192,4408.63281528897,3.7354358676063207e-07,0,5
680,0.2259744547544163,2.3490210019619567e-14,0.6250000116989315,6550.235898419808,4.3837364975918523e-07,0,5
700,0.22754956546900454,3.003208403570766e-14,0.599655843577807,11062.304713272313,4.293236109168096e-07,0,5
720,0.23216918212282248,3.1920115549607726e-14,0.6324378498251442,16152.38807262062,5.517129893574703e-07,0,5
740,0.23176680073983053,3.74021200826908e-14,0.5834350624857482,21364.756609103482,5.10379916071119e-07,0,5
760,0.24071428966930544,5.2183482236959196e-14,0.6379837320358657,32439.82655056217,6.102635936878958e-07,0,5
780,0.24791494347261053,6.371263053338951e-14,0.6125453543959982,49151.93849329265,5.842260700248947e-07,0,5
800,0.23836848768612154,6.275604220049715e-14,0.6136487177841791,81477.12233373639,6.304412139723033e-07,0,5
