temperature_C,porosity,permeability_m2,saturation_degree,pore_pressure_MPa,moisture_diffusivity_m2_s,damage_parameter,rubber_content_%
20,0.1389434224163809,1.4350085216373166e-18,0.7461184967150838,0.4199306013440412,4.999971406593676e-10,0,5
40,0.14652318720868435,1.7735054085524534e-18,0.7400259890798855,1.4321246452862164,1.094147482961854e-09,0,5
60,0.1444380707271194,1.6143666934119923e-18,0.7169679862570558,3.423242557460159,1.7185824326188585e-09,0,5
80,0.13741293663481619,1.274513688691123e-18,0.7417600343822185,10.400986463817683,2.94074471224652e-09,0,5
100,0.13709980874549257,1.3424829404199372e-18,0.7683328213664817,22.742183288261888,4.5347799407140646e-09,0,5
120,0.1506842673313806,5.574950313577538e-18,0.7688989390904128,0.6266524004980919,6.940642668113583e-09,0,5
140,0.14601223490995618,8.158089565916154e-18,0.7147469347633206,0.8653274450787153,8.596630174884535e-09,0,5
160,0.1642935902309343,1.900117879557956e-17,0.7708988679075526,1.2203428255683413,1.3482819894012876e-08,0,5
180,0.16166072072759227,1.784315646425416e-17,0.7077708544611235,1.6158376681995936,1.644016445991979e-08,0,5
200,0.15563049669011628,2.345472063481324e-17,0.727953778001454,2.907667556135964,2.4540077615494468e-08,0,5
220,0.16069683799272524,4.561672055849444e-17,0.7181315241320083,3.6369452372508415,2.9723758504105667e-08,0,5
240,0.1662857653289118,6.469827465670494e-17,0.6932808331545597,6.0006971697142175,3.326139059438871e-08,0,5
260,0.1585702546059167,8.275206925166024e-17,0.686211435218022,3.7311050425439354,4.290792536289813e-08,0,5
280,0.17385312749700388,1.2949734325211573e-16,0.6592183945776612,4.847005988608912,4.6878239062985216e-08,0,5
300,0.16690793184655978,1.5329355692474325e-16,0.6510463957837526,7.297921473025594,4.8061213723848404e-08,0,5
320,0.16641107374575295,1.3703798106357735e-16,0.6790908916477132,12.028901691602103,6.480034808757152e-08,0,5
340,0.16673120832262095,2.448985888152509e-16,0.6724464865712478,16.419697918993116,8.494786232632702e-08,0,5
360,0.17635047705800277,2.901169005983348e-16,0.6429712251553215,23.329735469279868,8.167374391665752e-08,0,5
380,0.17187482990098826,3.0105288547334327e-16,0.6143100769451546,31.10632367501745,9.479719891697763e-08,0,5
400,0.1787067951653362,4.556485272974143e-16,0.6051998929808401,53.55025754526764,9.235852360692182e-08,0,5
420,0.19296376187481193,8.407334297385314e-16,0.6208740187001736,75.96510987347813,1.1126506166319486e-07,0,5
440,0.18064911177674794,1.1523152282921166e-15,0.6154222116106166,97.0797546161569,1.4120493477613078e-07,0,5
460,0.1803902919247499,1.625033409112303e-15,0.6186409630508874,173.62879162912935,1.5682566128660894e-07,0,5
480,0.19124684329053995,2.2650290764946163e-15,0.6196035880186893,267.7721761738205,1.6960137807894864e-07,0,5
500,0.19540833534406665,3.6053023504631316e-15,0.6340725395384755,349.19350378072176,2.0981714141555443e-07,0,5
520,0.20361965995659134,4.1225702088565534e-15,0.6015684001689913,598.6753230187608,1.988960484173352e-07,0,5
540,0.1955465079895711,4.673626689533904e-15,0.5894069135463085,733.39707155978,2.1947412379469808e-07,0,5
560,0.19745934114226737,5.410006624963742e-15,0.6420522780001467,1582.7626346766197,2.935570227741324e-07,0,5
580,0.2141082765200365,8.494865041964508e-15,0.6127155682870782,1502.6972796053778,2.777857187397239e-07,0,5
600,0.2126499876342378,8.68589817050786e-15,0.6034107187591354,2267.6037861928394,3.337360472349143e-07,0,5
620,0.21649157215777887,1.343108028337733e-14,0.6257127057142785,2061.843258268803,3.6071016749948334e-07,0,5
640,0.2092744345287998,1.679163583445465e-14,0.6101524083587891,2676.5890873990124,3.6521926223414305e-07,0,5
660,0.20902754282191785,1.5690573949648912e-14,0.6122552171595995,4758.806426074903,3.4362131757520204e-07,0,5
680,0.20544369245308394,1.9021354848510297e-14,0.5792408826462127,6090.689389894364,4.148163436589314e-07,0,5
700,0.22385443082724787,2.8139640830849673e-14,0.6080861099919064,8614.969268924642,4.4727842766147405e-07,0,5
720,0.22383721737066942,3.610522449607541e-14,0.6218423538196017,17944.03762916837,4.970447436860568e-07,0,5
740,0.22473772088905872,4.2720257832630566e-14,0.6385703015342453,28564.602603529875,5.840880206056316e-07,0,5
760,0.2212909132102934,3.5681232609043026e-14,0.5754516887623315,33241.958313960895,4.502365433332079e-07,0,5
780,0.2302437490332245,5.5253773219652274e-14,0.6140875813714968,45125.76353064641,6.275164070698346e-07,0,5
800,0.22806958065801014,6.732130875481574e-14,0.6068148551651931,80656.97194012612,6.070694092140821e-07,0,5
