temperature_C,exposure_condition,surface_RH_%,depth_mm,saturation_degree,moisture_content_kg_m3,moisture_loss_rate_kg_m2h,test_duration_hours,rubber_content_%
20,sealed,100,0,0.7594994839390488,151.89989678780975,0.0,24,30
20,sealed,100,10,0.4494463906227507,89.88927812455015,0.0,24,30
20,sealed,100,20,0.261092531219237,52.21850624384739,0.0,24,30
20,sealed,100,30,0.16558788270157723,33.11757654031545,0.0,24,30
20,sealed,100,40,0.0987281800057283,19.745636001145662,0.0,24,30
20,sealed,100,50,0.06129892546779084,12.259785093558168,0.0,24,30
50,sealed,100,0,0.7480668024882465,149.6133604976493,0.0,24,30
50,sealed,100,10,0.44629879248295884,89.25975849659177,0.0,24,30
50,sealed,100,20,0.27255948505728206,54.51189701145641,0.0,24,30
50,sealed,100,30,0.17034351621154595,34.06870324230919,0.0,24,30
50,sealed,100,40,0.10024164141756813,20.048328283513627,0.0,24,30
50,sealed,100,50,0.06082826510516275,12.16565302103255,0.0,24,30
80,sealed,100,0,0.7241708706657359,144.8341741331472,0.0,24,30
80,sealed,100,10,0.45112924532025406,90.2258490640508,0.0,24,30
80,sealed,100,20,0.27120694443013393,54.24138888602678,0.0,24,30
80,sealed,100,30,0.16572858850245148,33.145717700490295,0.0,24,30
80,sealed,100,40,0.10214162282779421,20.428324565558842,0.0,24,30
80,sealed,100,50,0.06332303628830487,12.664607257660974,0.0,24,30
105,sealed,100,0,0.7441082694906296,148.82165389812593,0.0,24,30
105,sealed,100,10,0.4536527688954558,90.73055377909117,0.0,24,30
105,sealed,100,20,0.27046269890896824,54.09253978179365,0.0,24,30
105,sealed,100,30,0.16007247065922386,32.01449413184477,0.0,24,30
105,sealed,100,40,0.10324263889508989,20.64852777901798,0.0,24,30
105,sealed,100,50,0.06051046988185561,12.10209397637112,0.0,24,30
150,sealed,100,0,0.7262395064562543,145.24790129125086,0.0,24,30
150,sealed,100,10,0.43313859248204284,86.62771849640856,0.0,24,30
150,sealed,100,20,0.2597588867060181,51.95177734120362,0.0,24,30
150,sealed,100,30,0.1588042626994708,31.76085253989416,0.0,24,30
150,sealed,100,40,0.09713310481506561,19.42662096301312,0.0,24,30
150,sealed,100,50,0.05638325098534542,11.276650197069085,0.0,24,30
200,sealed,100,0,0.6573082847908628,131.46165695817257,0.0,24,30
200,sealed,100,10,0.408422703209459,81.6845406418918,0.0,24,30
200,sealed,100,20,0.25225680397861144,50.45136079572229,0.0,24,30
200,sealed,100,30,0.1542158792944034,30.843175858880677,0.0,24,30
200,sealed,100,40,0.09464461474132671,18.928922948265342,0.0,24,30
200,sealed,100,50,0.05511886738686585,11.023773477373169,0.0,24,30
20,RH50,50,0,0.7710330431883929,154.20660863767858,0.00122140275816017,24,30
