temperature_C,exposure_condition,surface_RH_%,depth_mm,saturation_degree,moisture_content_kg_m3,moisture_loss_rate_kg_m2h,test_duration_hours,rubber_content_%
20,sealed,100,0,0.7194545018614754,143.89090037229508,0.0,24,0
20,sealed,100,10,0.44347063030761436,88.69412606152287,0.0,24,0
20,sealed,100,20,0.2862144792246418,57.24289584492836,0.0,24,0
20,sealed,100,30,0.1678722354761314,33.574447095226276,0.0,24,0
20,sealed,100,40,0.10146138284014841,20.29227656802968,0.0,24,0
20,sealed,100,50,0.06048848437236094,12.097696874472188,0.0,24,0
50,sealed,100,0,0.752699702942736,150.5399405885472,0.0,24,0
50,sealed,100,10,0.42968020356281456,85.93604071256291,0.0,24,0
50,sealed,100,20,0.2783091488169577,55.66182976339154,0.0,24,0
50,sealed,100,30,0.17703162373091813,35.40632474618363,0.0,24,0
50,sealed,100,40,0.10563546668187124,21.127093336374248,0.0,24,0
50,sealed,100,50,0.06248560400800351,12.497120801600701,0.0,24,0
80,sealed,100,0,0.6974134594773943,139.48269189547887,0.0,24,0
80,sealed,100,10,0.4373729200341378,87.47458400682756,0.0,24,0
80,sealed,100,20,0.2732116217321799,54.64232434643598,0.0,24,0
80,sealed,100,30,0.17541245710395914,35.082491420791825,0.0,24,0
80,sealed,100,40,0.10099626264732457,20.199252529464914,0.0,24,0
80,sealed,100,50,0.05962093630453631,11.924187260907262,0.0,24,0
105,sealed,100,0,0.7016205416798453,140.32410833596907,0.0,24,0
105,sealed,100,10,0.47070976389446156,94.14195277889232,0.0,24,0
105,sealed,100,20,0.2724174535432946,54.48349070865892,0.0,24,0
105,sealed,100,30,0.16962076188194433,33.92415237638887,0.0,24,0
105,sealed,100,40,0.10187616145016687,20.375232290033374,0.0,24,0
105,sealed,100,50,0.06264887071455728,12.529774142911457,0.0,24,0
150,sealed,100,0,0.7292132818976077,145.84265637952154,0.0,24,0
150,sealed,100,10,0.4227618641859068,84.55237283718135,0.0,24,0
150,sealed,100,20,0.25618766535627835,51.23753307125567,0.0,24,0
150,sealed,100,30,0.1565833206207632,31.316664124152638,0.0,24,0
150,sealed,100,40,0.09607878124141875,19.21575624828375,0.0,24,0
150,sealed,100,50,0.056862795425823426,11.372559085164685,0.0,24,0
200,sealed,100,0,0.6373763876841224,127.47527753682448,0.0,24,0
200,sealed,100,10,0.4073975398918426,81.47950797836852,0.0,24,0
200,sealed,100,20,0.2585730457549758,51.71460915099516,0.0,24,0
200,sealed,100,30,0.1535338216428485,30.7067643285697,0.0,24,0
200,sealed,100,40,0.08889479441952151,17.778958883904302,0.0,24,0
200,sealed,100,50,0.05542773926720448,11.085547853440895,0.0,24,0
20,RH50,50,0,0.7325006766505358,146.50013533010716,0.00122140275816017,24,0
20,RH50,50,10,0.4629019810676952,92.58039621353905,0.001099262482344153,24,0
20,RH50,50,20,0.2759480864638975,55.1896172927795,0.000977122206528136,24,0
20,RH50,50,30,0.17244887045963267,34.489774091926535,0.0008549819307121189,24,0
