temperature_C,porosity,permeability_m2,saturation_degree,pore_pressure_MPa,moisture_diffusivity_m2_s,damage_parameter,rubber_content_%
20,0.14487249402079988,1.1492880194220954e-18,0.7616481945304532,0.4271924726109551,6.072251406095709e-10,0,0
40,0.15022432596780758,9.937995664391538e-19,0.7181139660112671,1.1204670172743034,9.258866857301279e-10,0,0
60,0.13843889580085866,8.086177738149536e-19,0.7582609852971872,3.591524119092494,1.867722317127238e-09,0,0
80,0.14608031408001002,1.0733822191872057e-18,0.7582927417702912,11.08188362823125,2.55559944150009e-09,0,0
100,0.1490885716864437,1.1057403557264392e-18,0.7587241483795621,20.063079265539862,4.567463024905002e-09,0,0
120,0.1422477249241356,2.3637126063873425e-18,0.7631251812633173,0.6781907076184879,6.453678535939211e-09,0,0
140,0.15247948716029033,4.071439580443899e-18,0.7012951536879245,0.7638466454612761,7.943475537925362e-09,0,0
160,0.14944987748266955,8.590456096102802e-18,0.7696191020356857,1.5358233985105525,1.4807973290678491e-08,0,0
180,0.15815160049595192,1.170588574184197e-17,0.7191545720386974,1.7042545462882686,1.763150141701873e-08,0,0
200,0.17020916484511184,1.6540864045488518e-17,0.7082327352878728,2.621324554180708,2.0701757822627514e-08,0,0
220,0.15824029909597387,2.4273495947653885e-17,0.6910342753281383,4.101222095957179,2.4588209691135374e-08,0,0
240,0.16341797369568375,4.6863972319081825e-17,0.70710191143517,4.979233075271048,3.222830900931353e-08,0,0
260,0.16803546331933014,5.842510075417897e-17,0.7018906568727582,7.735976322942536,4.299662040960027e-08,0,0
280,0.1799976561163466,8.931121351304533e-17,0.6657415275866869,11.590194438551283,4.9172240509293775e-08,0,0
300,0.18095022037768535,9.930899672060874e-17,0.6421677820496527,16.446987357283028,4.79497966654159e-08,0,0
320,0.1724148178333438,1.0867896201524383e-16,0.6541182760606747,10.924536141313444,6.546991703459109e-08,0,0
340,0.18040574639505508,1.5287756455594386e-16,0.6511059187643378,18.042157936307365,7.534845749698872e-08,0,0
360,0.18220885638428944,1.7756736683503088e-16,0.6229420077881008,26.65514581840404,7.747660475667869e-08,0,0
380,0.17378872987052593,1.454944299812539e-16,0.6197299238227264,39.568763035445656,8.742505260222381e-08,0,0
400,0.18179174440023715,1.9677689882629856e-16,0.5915943112145218,42.420011095469306,9.912067024172713e-08,0,0
420,0.1894037430949973,4.105357833355365e-16,0.6146978764628392,78.59025227864105,1.1988911329520992e-07,0,0
440,0.18671199304142416,6.064095576773239e-16,0.6155143790835952,115.19440493511057,1.2901657356005375e-07,0,0
460,0.19427278313040056,7.983450108299408e-16,0.6150044138372841,152.45810010052674,1.794384138877631e-07,0,0
480,0.1919479903617205,1.0336912552175343e-15,0.6156453077765827,276.73342349794154,1.6799798293220408e-07,0,0
500,0.19307060728825035,1.2899561846478693e-15,0.6135838695362407,311.880202996915,1.995289787793041e-07,0,0
520,0.19453088917295905,1.3902342800385354e-15,0.585491228712265,552.4042129241062,1.7970812697524564e-07,0,0
540,0.19878945451358163,1.9749727157019455e-15,0.6133375722610924,876.2974975459175,2.3432528056451314e-07,0,0
560,0.21131455335101929,2.5894286269745155e-15,0.6090854081214648,1357.1341451804706,2.646717968996033e-07,0,0
580,0.20782105894062394,3.2644310538127275e-15,0.6016619071375858,1743.4288782164554,2.61923669239634e-07,0,0
600,0.21014404858349287,3.367510650558521e-15,0.6245173392855091,2675.7199185889676,3.030217497408759e-07,0,0
620,0.2140367055783707,6.015757159089689e-15,0.6067674619070095,4026.9304019245715,3.322590270706232e-07,0,0
640,0.2229191413177932,8.30101334669974e-15,0.6380114226096176,6305.3693648259,4.248670852985905e-07,0,0
660,0.22410295144171227,8.521132640412693e-15,0.5873484693612773,7743.445845590244,3.871849077150419e-07,0,0
680,0.22089073286108735,1.1171431795982395e-14,0.6643597923250912,7532.025494299273,5.209672143555344e-07,0,0
700,0.22450378309752153,1.2932085598732214e-14,0.5886789078836471,11103.683418394052,4.43730426904121e-07,0,0
720,0.23151788164577353,1.6691707119738835e-14,0.6068662709158009,13900.65828674185,4.760065127366303e-07,0,0
740,0.2405527694012509,2.2195700341284594e-14,0.6460090434526792,25831.132957894686,6.05992201954901e-07,0,0
760,0.24356168041505494,2.392909799911099e-14,0.6503353894168465,36821.490321143625,6.422673489448252e-07,0,0
780,0.23358348248015742,2.4057117747501836e-14,0.5754718213558717,45031.78956961715,5.517665536010951e-07,0,0
800,0.23387867355820466,2.5795161813320274e-14,0.6312364627129421,63014.62088547874,6.939674799805141e-07,0,0
