temperature_C,porosity,permeability_m2,saturation_degree,pore_pressure_MPa,moisture_diffusivity_m2_s,damage_parameter,rubber_content_%
20,0.19437829269239754,4.383088378225506e-18,0.7498440505615959,0.4276982890106273,6.133993710086506e-10,0.1,5
40,0.1947490839022383,4.8253716112250495e-18,0.7416749515226879,1.5956989211794612,1.0150736659349351e-09,0.1,5
60,0.19164677849764417,4.1595516739463545e-18,0.7525912965187794,3.8613711884238464,1.7217714620520236e-09,0.1,5
80,0.1927832277134014,4.9371498546511124e-18,0.7725389817991436,9.979874136621442,2.851932493221697e-09,0.1,5
100,0.1889449712041344,5.191317137047003e-18,0.7431957877249964,17.611243956824268,4.051511932398454e-09,0.1,5
120,0.19448838843445818,1.5053511407170085e-17,0.7342157415528203,0.6216331971473216,6.152556783468071e-09,0.1,5
140,0.18827954722337906,2.3165435436425908e-17,0.7319152003735111,0.9504757759498162,9.230153988692762e-09,0.1,5
160,0.20991467099240058,4.890845996660665e-17,0.6950189771758969,1.2786924549466956,1.1394396453902885e-08,0.1,5
180,0.2080610844225683,6.770613884105141e-17,0.7010864406998776,1.4383812344583862,1.5314401747317876e-08,0.1,5
200,0.20769983451492782,6.331542994680256e-17,0.7311857920643835,2.956876683161501,2.2206062134059783e-08,0.1,5
220,0.20670715551693092,1.1591749801037067e-16,0.7059095666256174,3.74980715742574,2.8411216099583217e-08,0.1,5
240,0.2189896208557956,2.076591081796288e-16,0.6639481486312077,5.963774251478723,3.1173248957541673e-08,0.1,5
260,0.2178646843349639,2.643389474893318e-16,0.690289965396869,3.1205257225656813,4.184038216158045e-08,0.1,5
280,0.21582671264677725,3.404392255158852e-16,0.6778018216538055,5.2365957193592525,4.456902088129323e-08,0.1,5
300,0.21856637570536014,3.4311509913907634e-16,0.6374652745775173,7.2774795961769,5.043315920743831e-08,0.1,5
320,0.22219595462625033,5.646447841572541e-16,0.6428572913813213,11.404974258532357,6.539813375095365e-08,0.1,5
340,0.22589615756118628,7.273920708179764e-16,0.6350263175417922,14.756952421158173,7.440692355123982e-08,0.1,5
360,0.22281631837381258,9.311393429536273e-16,0.6338548190591201,21.570419210768247,8.390080465647294e-08,0.1,5
380,0.22255137964801464,8.284811113393662e-16,0.6316293220716478,37.47917357110788,9.3922273820624e-08,0.1,5
400,0.23465134092456877,1.2180786587553334e-15,0.6101673839400953,51.345974755689866,9.620330696496683e-08,0.1,5
420,0.23600986677777072,2.2767816255947857e-15,0.6259157246699738,68.6377362503043,1.2450257654179524e-07,0.1,5
440,0.250026453542813,5.14419606785316e-15,0.6301056937421868,122.28972723070224,1.4881285692211843e-07,0.1,5
460,0.24984767662218596,6.119360883349681e-15,0.632280488364024,151.41486161318477,1.5579401258043374e-07,0.1,5
480,0.2489564322448147,6.352645487660816e-15,0.6312206058650855,238.03247598761462,1.7816216469742791e-07,0.1,5
500,0.2499042435031222,8.695523719825995e-15,0.6078923433088913,381.28940586459794,1.9438028997856442e-07,0.1,5
520,0.2669400627848901,1.3926542333598826e-14,0.602930318957099,531.5016910445516,1.972667443184115e-07,0.1,5
540,0.26093845810200766,1.5976083754572397e-14,0.6118499165411266,815.8579577248423,2.273497736459575e-07,0.1,5
560,0.26809342101163386,2.0563049734805202e-14,0.5596424483542477,1011.9246413506916,2.2404171986263723e-07,0.1,5
580,0.26401793451072675,1.88809851349576e-14,0.6197981886073398,1575.404495005234,2.559402873130151e-07,0.1,5
600,0.2807944111698733,3.126869221761427e-14,0.5793715276684264,2265.232466502852,2.88909646703244e-07,0.1,5
620,0.26974064775305984,3.2844711481707505e-14,0.6361756212949726,2147.178093742536,3.8408892277265626e-07,0.1,5
640,0.2918444423899345,6.313426636568148e-14,0.5844839264398065,3134.2492490654995,3.1354894891532444e-07,0.1,5
660,0.2879771471900492,5.720145660885022e-14,0.6503159639591749,4648.181806331678,4.329719057182612e-07,0.1,5
680,0.2892016271292523,9.194319432001257e-14,0.5992913847201546,5796.563016434171,4.1188338188437004e-07,0.1,5
700,0.2817290151031219,7.897234737310472e-14,0.5920564814047662,9399.724839807155,4.181506362607347e-07,0.1,5
720,0.28564411982112003,9.369933700701177e-14,0.5981304202942443,12185.460779804373,4.677475801593234e-07,0.1,5
740,0.29735548177222604,1.4177647993975973e-13,0.6294250301509535,22549.857564380378,5.153617058760874e-07,0.1,5
760,0.297425638337444,1.3828992100875796e-13,0.6523047463813395,37138.65271855928,6.451134928448769e-07,0.1,5
780,0.29434790668294397,1.6148916811632662e-13,0.5836502752539573,54108.72265130519,5.238291478413897e-07,0.1,5
800,0.30556579659775285,1.9046427373448714e-13,0.6618693112688312,71967.45807733346,6.964437167895826e-07,0.1,5
