temperature_C,exposure_condition,surface_RH_%,depth_mm,saturation_degree,moisture_content_kg_m3,moisture_loss_rate_kg_m2h,test_duration_hours,rubber_content_%
20,sealed,100,0,0.7512748559212831,150.25497118425662,0.0,24,10
20,sealed,100,10,0.4612533482940021,92.25066965880042,0.0,24,10
20,sealed,100,20,0.270384946092424,54.0769892184848,0.0,24,10
20,sealed,100,30,0.16271207946084543,32.54241589216909,0.0,24,10
20,sealed,100,40,0.10003102374946407,20.006204749892813,0.0,24,10
20,sealed,100,50,0.06417674487313905,12.835348974627811,0.0,24,10
50,sealed,100,0,0.7534008623013881,150.68017246027762,0.0,24,10
50,sealed,100,10,0.47263372039206036,94.52674407841208,0.0,24,10
50,sealed,100,20,0.2765969957450199,55.31939914900398,0.0,24,10
50,sealed,100,30,0.16314470553315732,32.628941106631466,0.0,24,10
50,sealed,100,40,0.09815501961311529,19.63100392262306,0.0,24,10
50,sealed,100,50,0.06353064363676884,12.706128727353768,0.0,24,10
80,sealed,100,0,0.733213702065892,146.6427404131784,0.0,24,10
80,sealed,100,10,0.48905031275704997,97.81006255141,0.0,24,10
80,sealed,100,20,0.28096800439556163,56.193600879112324,0.0,24,10
80,sealed,100,30,0.16846993173705724,33.693986347411446,0.0,24,10
80,sealed,100,40,0.10434510375490429,20.86902075098086,0.0,24,10
80,sealed,100,50,0.06171862394758626,12.343724789517251,0.0,24,10
105,sealed,100,0,0.7380916545650885,147.6183309130177,0.0,24,10
105,sealed,100,10,0.4412853794373326,88.25707588746651,0.0,24,10
105,sealed,100,20,0.27928724807214855,55.85744961442971,0.0,24,10
105,sealed,100,30,0.16376488705216763,32.75297741043352,0.0,24,10
105,sealed,100,40,0.09555566297056078,19.111132594112156,0.0,24,10
105,sealed,100,50,0.06551591296409795,13.10318259281959,0.0,24,10
150,sealed,100,0,0.7418953833426528,148.37907666853056,0.0,24,10
150,sealed,100,10,0.41696043199153493,83.39208639830699,0.0,24,10
150,sealed,100,20,0.2629871525328026,52.597430506560514,0.0,24,10
150,sealed,100,30,0.15682523447270352,31.365046894540704,0.0,24,10
150,sealed,100,40,0.09074980215752824,18.149960431505647,0.0,24,10
150,sealed,100,50,0.056352499207504715,11.270499841500943,0.0,24,10
200,sealed,100,0,0.668629276308789,133.7258552617578,0.0,24,10
200,sealed,100,10,0.4446445851748407,88.92891703496814,0.0,24,10
200,sealed,100,20,0.24626234231378527,49.25246846275705,0.0,24,10
200,sealed,100,30,0.1558140508732812,31.16281017465624,0.0,24,10
200,sealed,100,40,0.09375305532252723,18.750611064505446,0.0,24,10
200,sealed,100,50,0.0554516414270171,11.09032828540342,0.0,24,10
20,RH50,50,0,0.7582282402323786,151.6456480464757,0.00122140275816017,24,10
20,RH50,50,10,0.4873810077129895,97.47620154259789,0.001099262482344153,24,10
20,RH50,50,20,0.27898160350996354,55.796320701992705,0.000977122206528136,24,10
20,RH50,50,30,0.16541291637102282,33.082583274204566,0.0008549819307121189,24,10
20,RH50,50,40,0.10062451188375224,20.12490237675045,0.000732841654896102,24,10
20,RH50,50,50,0.060457148162692854,12.09142963253857,0.000610701379080085,24,10
50,RH50,50,0,0.7712353321407118,154.24706642814238,0.0016487212707001282,24,10
50,RH50,50,10,0.4546779689611392,90.93559379222785,0.0014838491436301154,24,10
50,RH50,50,20,0.2606892292167121,52.137845843342426,0.0013189770165601027,24,10
50,RH50,50,30,0.16590272221868818,33.18054444373764,0.0011541048894900896,24,10
50,RH50,50,40,0.10162102044876495,20.32420408975299,0.000989232762420077,24,10
50,RH50,50,50,0.06348923066723478,12.697846133446955,0.0008243606353500641,24,10
80,RH50,50,0,0.7258074546321739,145.16149092643477,0.002225540928492468,24,10
80,RH50,50,10,0.43040558491196074,86.08111698239215,0.0020029868356432213,24,10
80,RH50,50,20,0.27916755415280403,55.833510830560805,0.0017804327427939745,24,10
80,RH50,50,30,0.1640136011689441,32.80272023378882,0.0015578786499447275,24,10
80,RH50,50,40,0.1009962664167668,20.19925328335336,0.0013353245570954808,24,10
80,RH50,50,50,0.061331079439212406,12.266215887842481,0.001112770464246234,24,10
105,RH50,50,0,0.7190414058237943,143.80828116475885,0.002857651118063164,24,10
105,RH50,50,10,0.44944312624719335,89.88862524943868,0.0025718860062568477,24,10
105,RH50,50,20,0.2764296329238491,55.28592658476982,0.0022861208944505314,24,10
105,RH50,50,30,0.16877831816327454,33.75566363265491,0.0020003557826442147,24,10
105,RH50,50,40,0.10322392061299976,20.64478412259995,0.0017145906708378982,24,10
105,RH50,50,50,0.061570172514717,12.3140345029434,0.001428825559031582,24,10
150,RH50,50,0,0.7162903971664704,143.25807943329409,0.004481689070338065,24,10
150,RH50,50,10,0.4299987333974887,85.99974667949773,0.004033520163304259,24,10
150,RH50,50,20,0.26198692029060994,52.397384058121986,0.003585351256270452,24,10
150,RH50,50,30,0.15331870650269858,30.663741300539716,0.0031371823492366453,24,10
150,RH50,50,40,0.09306471363925495,18.61294272785099,0.0026890134422028387,24,10
150,RH50,50,50,0.0591020312155969,11.82040624311938,0.0022408445351690324,24,10
200,RH50,50,0,0.6857973860245106,137.15947720490212,0.007389056098930651,24,10
200,RH50,50,10,0.40051465302011785,80.10293060402357,0.006650150489037586,24,10
200,RH50,50,20,0.24378061783530486,48.756123567060975,0.005911244879144521,24,10
200,RH50,50,30,0.15624073009892514,31.24814601978503,0.005172339269251455,24,10
200,RH50,50,40,0.08865862855943381,17.73172571188676,0.0044334336593583904,24,10
200,RH50,50,50,0.05315957503108985,10.63191500621797,0.0036945280494653254,24,10
20,RH95,95,0,0.7144948861732938,142.89897723465876,0.00011426308117957227,24,10
20,RH95,95,10,0.45979849403917655,91.95969880783531,0.00010283677306161505,24,10
20,RH95,95,20,0.284113754236442,56.8227508472884,9.141046494365783e-05,24,10
20,RH95,95,30,0.1680650364653702,33.613007293074034,7.998415682570059e-05,24,10
20,RH95,95,40,0.10067633241180171,20.135266482360343,6.855784870774337e-05,24,10
20,RH95,95,50,0.06094189248049055,12.18837849609811,5.713154058978614e-05,24,10
50,RH95,95,0,0.7462786505565557,149.25573011131115,0.00013956124250860897,24,10
50,RH95,95,10,0.4511486554338004,90.22973108676008,0.00012560511825774806,24,10
50,RH95,95,20,0.26748533679047093,53.497067358094185,0.00011164899400688718,24,10
50,RH95,95,30,0.1722271060277363,34.44542120554726,9.769286975602627e-05,24,10
50,RH95,95,40,0.10133349992968817,20.266699985937635,8.373674550516537e-05,24,10
50,RH95,95,50,0.06074560584217117,12.149121168434233,6.978062125430448e-05,24,10
80,RH95,95,0,0.7482664466003119,149.65328932006238,0.00017046048653227531,24,10
80,RH95,95,10,0.4338480232201703,86.76960464403406,0.0001534144378790478,24,10
80,RH95,95,20,0.26579140688974195,53.15828137794839,0.00013636838922582027,24,10
80,RH95,95,30,0.1688296646816101,33.76593293632202,0.00011932234057259272,24,10
80,RH95,95,40,0.0990759114437593,19.81518228875186,0.00010227629191936518,24,10
80,RH95,95,50,0.06314063644135062,12.628127288270125,8.523024326613766e-05,24,10
105,RH95,95,0,0.7392737558323307,147.85475116646614,0.00020137527074704767,24,10
105,RH95,95,10,0.4550894954935714,91.01789909871428,0.00018123774367234292,24,10
105,RH95,95,20,0.28696491261395,57.39298252279001,0.00016110021659763814,24,10
105,RH95,95,30,0.169720870504238,33.944174100847604,0.00014096268952293336,24,10
105,RH95,95,40,0.1007571187636864,20.15142375273728,0.0001208251624482286,24,10
105,RH95,95,50,0.06287813342719861,12.575626685439723,0.00010068763537352383,24,10
150,RH95,95,0,0.7133678551680099,142.67357103360197,0.00027182818284590454,24,10
150,RH95,95,10,0.42567103451565336,85.13420690313067,0.0002446453645613141,24,10
150,RH95,95,20,0.270976972893064,54.1953945786128,0.00021746254627672364,24,10
150,RH95,95,30,0.1564438329120849,31.288766582416983,0.00019027972799213317,24,10
150,RH95,95,40,0.09533753998553687,19.067507997107374,0.00016309690970754272,24,10
150,RH95,95,50,0.057460967380586946,11.49219347611739,0.00013591409142295227,24,10
200,RH95,95,0,0.6877819350360947,137.55638700721894,0.00037936678946831777,24,10
200,RH95,95,10,0.40529533297195497,81.059066594391,0.000341430110521486,24,10
200,RH95,95,20,0.2482086550477901,49.64173100955802,0.0003034934315746542,24,10
200,RH95,95,30,0.15268453144148134,30.53690628829627,0.00026555675262782244,24,10
200,RH95,95,40,0.09559911853611809,19.119823707223617,0.00022762007368099066,24,10
200,RH95,95,50,0.06033845375466621,12.067690750933242,0.00018968339473415889,24,10
