x_norm,y_norm,sigma_MPa
0.004864,0.849124,-7.645479
0.068400,0.703703,12.607896
0.413988,0.312373,11.532173
0.031673,0.275435,14.274163
0.285297,0.908271,-2.790218
0.131434,0.822610,-7.873789
0.094250,0.892913,-5.645834
0.459310,0.319197,-10.471082
0.115827,0.121275,0.497730
0.028667,0.271952,-6.301271
0.734732,0.540139,6.859553
0.804351,0.199168,-7.553203
0.169900,0.819577,1.254325
0.931760,0.044338,-22.709910
0.273301,0.832817,-2.862715
0.595585,0.456552,-0.949336
0.420593,0.616538,0.153706
0.170580,0.617177,-4.390437
0.939790,0.446158,-0.078065
0.321459,0.870201,0.292932
0.021929,0.286097,0.510312
0.947804,0.717732,11.168534
0.997591,0.948692,-2.653089
0.860710,0.194643,6.850420
0.165722,0.345954,11.151490
0.379463,0.458842,8.268700
0.445397,0.491165,4.495926
0.860608,0.718023,4.246941
0.589783,0.720562,10.372981
0.591072,0.447618,10.925798
0.591923,0.948555,-4.126442
0.883432,0.476543,-0.516704
0.427545,0.674287,12.394354
0.896868,0.109857,3.771485
0.726119,0.394806,-9.109024
0.043757,0.119600,1.580716
0.842932,0.600457,6.559217
0.885658,0.305169,4.517368
0.295700,0.071453,1.001373
0.684332,0.858546,-0.886600
0.079234,0.174233,-2.007368
0.556192,0.036116,-8.775055
0.228470,0.364495,4.360959
0.739455,0.379906,3.221495
0.571228,0.359642,-5.425639
0.474252,0.312323,-5.748175
0.227558,0.717360,-5.314453
0.687042,0.828531,-2.342258
0.514894,0.192858,14.487295
0.432889,0.016554,1.394274
0.474250,0.038907,4.618441
0.382676,0.439262,0.791243
0.000127,0.791556,1.427138
0.981291,0.883231,-0.572817
0.871316,0.791557,-13.272000
0.560001,0.433098,9.091729
0.036410,0.401347,5.568110
0.542672,0.758395,4.990360
0.796702,0.605357,4.619304
0.757372,0.427503,8.926674
0.053644,0.212899,-2.933794
0.905169,0.292402,6.362132
0.724405,0.271701,21.112345
0.711936,0.213579,12.792894
0.168173,0.123240,3.164861
0.893654,0.772532,-11.702612
0.744534,0.950551,-19.519954
0.691691,0.133681,-3.285093
0.414007,0.560226,5.338133
0.948748,0.184705,-2.572586
0.910979,0.460911,3.786887
0.258961,0.955431,5.232870
0.181190,0.427069,8.307878
0.712384,0.719685,11.512211
0.268398,0.713382,3.999047
0.497324,0.940736,-2.081943
0.038141,0.596794,-1.161878
0.280273,0.037494,-5.567032
0.845111,0.595243,23.848144
0.273213,0.171732,8.626311
0.001979,0.171470,7.220335
0.534511,0.041051,-9.861403
0.404543,0.483551,-8.934331
0.879968,0.891203,2.806069
0.777098,0.130839,6.153403
0.698757,0.472563,6.357537
0.983135,0.798907,12.939120
0.882196,0.607787,5.769497
0.055279,0.400946,-0.668668
0.266322,0.725897,0.174949
0.547416,0.561597,7.390145
0.394419,0.627955,10.835008
0.694950,0.467369,12.018820
0.114597,0.610059,6.475037
0.978061,0.902707,18.426874
0.058469,0.388436,-2.776942
0.309222,0.586783,4.076003
0.646160,0.526697,-4.945481
0.636304,0.069882,-0.908506
0.550737,0.700179,15.387301
0.470816,0.374991,-8.675850
0.652700,0.825095,0.129538
0.755710,0.799221,-0.469958
0.791925,0.478281,2.495276
0.391078,0.072285,6.027060
0.547101,0.060350,-5.507379
0.985118,0.736703,-3.491055
0.315022,0.731879,-4.496407
0.863632,0.069786,-7.720070
0.776450,0.565245,-0.269347
0.311090,0.906495,-4.183315
0.881824,0.411185,-3.500172
