sample_id,scenario,temperature_C,rho_assumed,Gc_YSZ_GDC,Gc_GDC_LSCF,Gc_YSZ_GDC_800C,Gc_GDC_LSCF_800C,R_system_total_J_m2
1,rho0.00_independent,25,0.0,1.4347240072770597,1.7191213065430573,,,3.153845313820117
2,rho0.00_independent,25,0.0,1.3302052270194478,1.0288602905384452,,,2.3590655175578927
3,rho0.00_independent,25,0.0,1.702380926428401,1.8101929960374232,,,3.5125739224658243
4,rho0.00_independent,25,0.0,0.8521484182178062,1.3999278737884884,,,2.2520762920062944
5,rho0.00_independent,25,0.0,1.2815517732171084,1.8753047739427045,,,3.156856547159813
6,rho0.00_independent,25,0.0,1.420257358408874,1.1982248884163775,,,2.6184822468252515
7,rho0.00_independent,25,0.0,1.5043646531608366,1.4846976712295197,,,2.989062324390356
8,rho0.00_independent,25,0.0,1.3869859278524737,1.470540048242413,,,2.8575259760948866
9,rho0.00_independent,25,0.0,1.6752234826355832,1.20770260707716,,,2.8829260897127433
10,rho0.00_independent,25,0.0,0.9660263515328706,1.221259876922579,,,2.1872862284554495
11,rho0.00_independent,25,0.0,1.4256391953082646,1.5835117187563186,,,3.009150914064583
12,rho0.00_independent,25,0.0,1.4457995124028427,1.4115393377733765,,,2.857338850176219
13,rho0.00_independent,25,0.0,1.3130099220667335,1.5264464292098425,,,2.839456351276576
14,rho0.00_independent,25,0.0,1.70029747685107,1.0519762695533148,,,2.7522737464043847
15,rho0.00_independent,25,0.0,1.4498299319340398,1.821835887865651,,,3.271665819799691
16,rho0.00_independent,25,0.0,1.3114452694085434,1.5732936039598815,,,2.884738873368425
17,rho0.00_independent,25,0.0,1.2148190911529402,1.0668412120594666,,,2.2816603032124068
18,rho0.00_independent,25,0.0,1.6499556823042854,1.4315125785379914,,,3.0814682608422768
19,rho0.00_independent,25,0.0,1.4976122664016536,1.393395183401685,,,2.8910074498033387
20,rho0.00_independent,25,0.0,1.6041183090395912,1.3571776716196997,,,2.961295980659291
21,rho0.00_independent,25,0.0,1.2337865793790177,1.665533049854942,,,2.89931962923396
22,rho0.00_independent,25,0.0,1.556876620902812,1.7321868958299333,,,3.289063516732745
23,rho0.00_independent,25,0.0,1.2146457338644854,1.595471856791238,,,2.8101175906557234
24,rho0.00_independent,25,0.0,1.574756611254821,0.8999798471397805,,,2.4747364583946014
25,rho0.00_independent,25,0.0,1.9940081805347187,1.6988221589072514,,,3.6928303394419704
26,rho0.00_independent,25,0.0,1.6587267836248265,1.376877691569141,,,3.0356044751939675
27,rho0.00_independent,25,0.0,1.6156331708124476,1.4438976655212092,,,3.059530836333657
28,rho0.00_independent,25,0.0,1.6752701567820458,1.3609779714062469,,,3.0362481281882925
