sample_id,scenario,temperature_C,rho_assumed,Gc_YSZ_GDC,Gc_GDC_LSCF,Gc_YSZ_GDC_800C,Gc_GDC_LSCF_800C,R_system_total_J_m2
1,HT_uncorrelated_surrogate,800,0.0,1.0507819555397782,0.466342442491097,1.0507819555397782,0.466342442491097,1.5171243980308753
2,HT_uncorrelated_surrogate,800,0.0,1.4601307271797432,0.9566838626202507,1.4601307271797432,0.9566838626202507,2.416814589799994
3,HT_uncorrelated_surrogate,800,0.0,1.7300799029629306,0.9143813819383984,1.7300799029629306,0.9143813819383984,2.644461284901329
4,HT_uncorrelated_surrogate,800,0.0,1.1732228724709228,1.4436878881676292,1.1732228724709228,1.4436878881676292,2.616910760638552
5,HT_uncorrelated_surrogate,800,0.0,1.6517453229895807,0.9553627616704532,1.6517453229895807,0.9553627616704532,2.607108084660034
6,HT_uncorrelated_surrogate,800,0.0,1.6099358387860927,1.1235682548555257,1.6099358387860927,1.1235682548555257,2.7335040936416184
7,HT_uncorrelated_surrogate,800,0.0,1.62707335195004,1.0049316127026127,1.62707335195004,1.0049316127026127,2.6320049646526527
8,HT_uncorrelated_surrogate,800,0.0,1.2333595446943906,1.2860581332437184,1.2333595446943906,1.2860581332437184,2.519417677938109
9,HT_uncorrelated_surrogate,800,0.0,0.9384728114750213,0.8942823812733408,0.9384728114750213,0.8942823812733408,1.832755192748362
10,HT_uncorrelated_surrogate,800,0.0,0.9857553481167647,1.4757566726729114,0.9857553481167647,1.4757566726729114,2.461512020789676
11,HT_uncorrelated_surrogate,800,0.0,1.2791315429023238,1.1767539525857427,1.2791315429023238,1.1767539525857427,2.4558854954880665
12,HT_uncorrelated_surrogate,800,0.0,1.6434653629323446,0.7713363805729164,1.6434653629323446,0.7713363805729164,2.414801743505261
13,HT_uncorrelated_surrogate,800,0.0,1.2994175840470643,1.1313560597196997,1.2994175840470643,1.1313560597196997,2.4307736437667637
14,HT_uncorrelated_surrogate,800,0.0,1.1655134870126018,1.4420202267420592,1.1655134870126018,1.4420202267420592,2.607533713754661
15,HT_uncorrelated_surrogate,800,0.0,1.439894712863048,0.9733645071966517,1.439894712863048,0.9733645071966517,2.4132592200596994
16,HT_uncorrelated_surrogate,800,0.0,1.018495392609438,1.1855518224305572,1.018495392609438,1.1855518224305572,2.2040472150399952
17,HT_uncorrelated_surrogate,800,0.0,1.1781156740243923,0.9578135279982289,1.1781156740243923,0.9578135279982289,2.1359292020226213
18,HT_uncorrelated_surrogate,800,0.0,1.2041902913437745,0.9444270993474886,1.2041902913437745,0.9444270993474886,2.148617390691263
19,HT_uncorrelated_surrogate,800,0.0,1.5170013264112643,0.8683817828252601,1.5170013264112643,0.8683817828252601,2.3853831092365243
20,HT_uncorrelated_surrogate,800,0.0,1.5729856613784943,1.3045964474057554,1.5729856613784943,1.3045964474057554,2.8775821087842495
21,HT_uncorrelated_surrogate,800,0.0,1.2160823117714756,1.228810029407779,1.2160823117714756,1.228810029407779,2.444892341179255
22,HT_uncorrelated_surrogate,800,0.0,1.16778682443384,1.4751184841032123,1.16778682443384,1.4751184841032123,2.6429053085370526
23,HT_uncorrelated_surrogate,800,0.0,1.7246484329506793,1.2461285097393002,1.7246484329506793,1.2461285097393002,2.9707769426899793
24,HT_uncorrelated_surrogate,800,0.0,1.4759445479595177,1.2367577102614398,1.4759445479595177,1.2367577102614398,2.7127022582209577
25,HT_uncorrelated_surrogate,800,0.0,0.9122963045340684,1.0565526562800562,0.9122963045340684,1.0565526562800562,1.9688489608141246
26,HT_uncorrelated_surrogate,800,0.0,1.3754527672588894,0.962999781507796,1.3754527672588894,0.962999781507796,2.3384525487666856
27,HT_uncorrelated_surrogate,800,0.0,1.5244323921620957,1.4121433780302053,1.5244323921620957,1.4121433780302053,2.936575770192301
28,HT_uncorrelated_surrogate,800,0.0,0.6015035967683197,1.248127038064362,0.6015035967683197,1.248127038064362,1.8496306348326819
29,HT_uncorrelated_surrogate,800,0.0,1.1239559311843714,1.265413006182314,1.1239559311843714,1.265413006182314,2.3893689373666853
30,HT_uncorrelated_surrogate,800,0.0,0.8826123149877751,1.2416221594211911,0.8826123149877751,1.2416221594211911,2.1242344744089663
31,HT_uncorrelated_surrogate,800,0.0,1.2521821380858944,1.2293758061695037,1.2521821380858944,1.2293758061695037,2.481557944255398
32,HT_uncorrelated_surrogate,800,0.0,1.5142309894122894,1.3541947507310987,1.5142309894122894,1.3541947507310987,2.868425740143388
33,HT_uncorrelated_surrogate,800,0.0,1.8448142957119087,1.184698309891236,1.8448142957119087,1.184698309891236,3.029512605603145
34,HT_uncorrelated_surrogate,800,0.0,1.3566685974304358,1.4764815344353373,1.3566685974304358,1.4764815344353373,2.8331501318657732
35,HT_uncorrelated_surrogate,800,0.0,1.2463621920908121,1.5592037049171803,1.2463621920908121,1.5592037049171803,2.8055658970079924
36,HT_uncorrelated_surrogate,800,0.0,1.5570856876041816,1.0565813839911857,1.5570856876041816,1.0565813839911857,2.6136670715953674
37,HT_uncorrelated_surrogate,800,0.0,0.8169689314565165,1.1741860229883003,0.8169689314565165,1.1741860229883003,1.9911549544448168
38,HT_uncorrelated_surrogate,800,0.0,1.2757760270677914,1.244229316909112,1.2757760270677914,1.244229316909112,2.5200053439769032
39,HT_uncorrelated_surrogate,800,0.0,1.1649415480577368,1.1595758477484557,1.1649415480577368,1.1595758477484557,2.3245173958061924
40,HT_uncorrelated_surrogate,800,0.0,1.267132473682309,0.7916639226019435,1.267132473682309,0.7916639226019435,2.0587963962842526
41,HT_uncorrelated_surrogate,800,0.0,0.8627026561244122,0.9806644737513355,0.8627026561244122,0.9806644737513355,1.8433671298757477
42,HT_uncorrelated_surrogate,800,0.0,1.365363466929473,1.2526730526968313,1.365363466929473,1.2526730526968313,2.6180365196263042
43,HT_uncorrelated_surrogate,800,0.0,1.0276310951913685,1.0596487538366473,1.0276310951913685,1.0596487538366473,2.0872798490280156
44,HT_uncorrelated_surrogate,800,0.0,1.925855267668779,0.6364945711509526,1.925855267668779,0.6364945711509526,2.5623498388197317
45,HT_uncorrelated_surrogate,800,0.0,1.5175540142704698,1.1721743492846308,1.5175540142704698,1.1721743492846308,2.6897283635551004
46,HT_uncorrelated_surrogate,800,0.0,1.455772187688868,1.0249196687177573,1.455772187688868,1.0249196687177573,2.4806918564066254
47,HT_uncorrelated_surrogate,800,0.0,1.3547517241312554,0.9684173188665919,1.3547517241312554,0.9684173188665919,2.323169042997847
48,HT_uncorrelated_surrogate,800,0.0,1.2935799132228236,1.3153408179374664,1.2935799132228236,1.3153408179374664,2.60892073116029
49,HT_uncorrelated_surrogate,800,0.0,0.8563678690867542,0.8996761927329471,0.8563678690867542,0.8996761927329471,1.7560440618197013
50,HT_uncorrelated_surrogate,800,0.0,1.4656412824227916,1.2957959875690674,1.4656412824227916,1.2957959875690674,2.761437269991859
51,HT_uncorrelated_surrogate,800,0.0,1.2788423933006685,1.2593297981612437,1.2788423933006685,1.2593297981612437,2.5381721914619124
52,HT_uncorrelated_surrogate,800,0.0,1.0057723634502658,1.6058771996396282,1.0057723634502658,1.6058771996396282,2.6116495630898937
53,HT_uncorrelated_surrogate,800,0.0,1.103065455469144,1.2324940583178963,1.103065455469144,1.2324940583178963,2.3355595137870404
54,HT_uncorrelated_surrogate,800,0.0,1.1488827083252973,1.3811273511686462,1.1488827083252973,1.3811273511686462,2.5300100594939434
55,HT_uncorrelated_surrogate,800,0.0,0.9396908378400408,1.2254131547339553,0.9396908378400408,1.2254131547339553,2.165103992573996
56,HT_uncorrelated_surrogate,800,0.0,1.2579264218907695,0.8253971005634082,1.2579264218907695,0.8253971005634082,2.0833235224541777
57,HT_uncorrelated_surrogate,800,0.0,1.2797498918034418,0.8455458067502735,1.2797498918034418,0.8455458067502735,2.1252956985537153
58,HT_uncorrelated_surrogate,800,0.0,1.5082840007362563,1.3495246424255087,1.5082840007362563,1.3495246424255087,2.857808643161765
59,HT_uncorrelated_surrogate,800,0.0,1.1627519891150422,0.9676412009880725,1.1627519891150422,0.9676412009880725,2.130393190103115
60,HT_uncorrelated_surrogate,800,0.0,1.2427147241047642,1.3750308768119397,1.2427147241047642,1.3750308768119397,2.617745600916704
61,HT_uncorrelated_surrogate,800,0.0,1.0352534257394876,1.3526293673100063,1.0352534257394876,1.3526293673100063,2.387882793049494
62,HT_uncorrelated_surrogate,800,0.0,1.0957477826267712,1.717092151070632,1.0957477826267712,1.717092151070632,2.8128399336974033
63,HT_uncorrelated_surrogate,800,0.0,1.5060396200667263,0.9310153953267419,1.5060396200667263,0.9310153953267419,2.4370550153934682
64,HT_uncorrelated_surrogate,800,0.0,1.2871820546217196,1.2774546743075055,1.2871820546217196,1.2774546743075055,2.564636728929225
65,HT_uncorrelated_surrogate,800,0.0,1.4500199138355518,0.8359600655423975,1.4500199138355518,0.8359600655423975,2.2859799793779496
66,HT_uncorrelated_surrogate,800,0.0,1.3944811487087363,1.0302410660491002,1.3944811487087363,1.0302410660491002,2.4247222147578364
67,HT_uncorrelated_surrogate,800,0.0,0.8766958716681441,0.8962834517128018,0.8766958716681441,0.8962834517128018,1.7729793233809459
68,HT_uncorrelated_surrogate,800,0.0,1.5533656328562027,1.0715223513518577,1.5533656328562027,1.0715223513518577,2.62488798420806
69,HT_uncorrelated_surrogate,800,0.0,1.6585199720880124,1.3001908492289123,1.6585199720880124,1.3001908492289123,2.9587108213169246
70,HT_uncorrelated_surrogate,800,0.0,1.4563844298095199,1.2270983748646076,1.4563844298095199,1.2270983748646076,2.6834828046741275
71,HT_uncorrelated_surrogate,800,0.0,1.2202657162825217,1.0671248000769173,1.2202657162825217,1.0671248000769173,2.287390516359439
72,HT_uncorrelated_surrogate,800,0.0,0.9590840338483484,0.9094652872168105,0.9590840338483484,0.9094652872168105,1.868549321065159
73,HT_uncorrelated_surrogate,800,0.0,0.9904836355797879,1.0542789806209372,0.9904836355797879,1.0542789806209372,2.044762616200725
74,HT_uncorrelated_surrogate,800,0.0,1.2279249260707032,1.1904601999685847,1.2279249260707032,1.1904601999685847,2.418385126039288
75,HT_uncorrelated_surrogate,800,0.0,1.1741577942105819,0.8321656939709504,1.1741577942105819,0.8321656939709504,2.006323488181532
76,HT_uncorrelated_surrogate,800,0.0,0.8864547589156943,1.1338416008083145,0.8864547589156943,1.1338416008083145,2.020296359724009
77,HT_uncorrelated_surrogate,800,0.0,1.5336253262628763,1.4227785578848553,1.5336253262628763,1.4227785578848553,2.956403884147732
78,HT_uncorrelated_surrogate,800,0.0,1.4810890762265956,0.9488922435106008,1.4810890762265956,0.9488922435106008,2.4299813197371964
79,HT_uncorrelated_surrogate,800,0.0,1.3130468374140425,1.267794153813816,1.3130468374140425,1.267794153813816,2.5808409912278583
80,HT_uncorrelated_surrogate,800,0.0,1.2477165627287412,1.1801565914272636,1.2477165627287412,1.1801565914272636,2.427873154156005
81,HT_uncorrelated_surrogate,800,0.0,1.3800521643172907,1.1029866473019228,1.3800521643172907,1.1029866473019228,2.4830388116192132
82,HT_uncorrelated_surrogate,800,0.0,1.4921781638460732,1.0867800293561096,1.4921781638460732,1.0867800293561096,2.578958193202183
83,HT_uncorrelated_surrogate,800,0.0,1.4749651993837718,1.3522741794484303,1.4749651993837718,1.3522741794484303,2.827239378832202
84,HT_uncorrelated_surrogate,800,0.0,1.3687339848864712,1.0680326164593987,1.3687339848864712,1.0680326164593987,2.43676660134587
85,HT_uncorrelated_surrogate,800,0.0,0.8033859210362364,1.082784842778606,0.8033859210362364,1.082784842778606,1.8861707638148424
86,HT_uncorrelated_surrogate,800,0.0,1.616624026494168,1.411890227509374,1.616624026494168,1.411890227509374,3.028514254003542
87,HT_uncorrelated_surrogate,800,0.0,1.0855089056057783,0.9506562235929223,1.0855089056057783,0.9506562235929223,2.0361651291987006
88,HT_uncorrelated_surrogate,800,0.0,1.152713607112935,0.9599407299074482,1.152713607112935,0.9599407299074482,2.112654337020383
89,HT_uncorrelated_surrogate,800,0.0,1.4574203829489534,0.7468957181548431,1.4574203829489534,0.7468957181548431,2.2043161011037964
90,HT_uncorrelated_surrogate,800,0.0,1.2109233746912933,1.0665808614723706,1.2109233746912933,1.0665808614723706,2.277504236163664
91,HT_uncorrelated_surrogate,800,0.0,1.3320828713195727,0.6817031041917928,1.3320828713195727,0.6817031041917928,2.0137859755113654
92,HT_uncorrelated_surrogate,800,0.0,1.5272372225877107,0.9480411382812348,1.5272372225877107,0.9480411382812348,2.4752783608689457
93,HT_uncorrelated_surrogate,800,0.0,0.6201995141779857,1.0256502547112658,0.6201995141779857,1.0256502547112658,1.6458497688892515
94,HT_uncorrelated_surrogate,800,0.0,1.2050823745086665,1.1376752007128499,1.2050823745086665,1.1376752007128499,2.3427575752215164
95,HT_uncorrelated_surrogate,800,0.0,1.2399012416200548,0.8464077092313516,1.2399012416200548,0.8464077092313516,2.0863089508514063
96,HT_uncorrelated_surrogate,800,0.0,1.4673295677603824,1.2091161501603775,1.4673295677603824,1.2091161501603775,2.67644571792076
97,HT_uncorrelated_surrogate,800,0.0,1.2290928174340803,0.8322951844974474,1.2290928174340803,0.8322951844974474,2.061388001931528
98,HT_uncorrelated_surrogate,800,0.0,1.5381519992854549,0.9302034278682825,1.5381519992854549,0.9302034278682825,2.468355427153737
99,HT_uncorrelated_surrogate,800,0.0,1.4111408351668226,0.9056379442925936,1.4111408351668226,0.9056379442925936,2.3167787794594163
100,HT_uncorrelated_surrogate,800,0.0,1.2111027309938343,0.8631594960669632,1.2111027309938343,0.8631594960669632,2.0742622270607973
101,HT_uncorrelated_surrogate,800,0.0,0.8973111390374726,1.0471689618293039,0.8973111390374726,1.0471689618293039,1.9444801008667765
102,HT_uncorrelated_surrogate,800,0.0,1.255010283215472,1.2292160678677861,1.255010283215472,1.2292160678677861,2.484226351083258
103,HT_uncorrelated_surrogate,800,0.0,1.951836597988585,0.9832902578307672,1.951836597988585,0.9832902578307672,2.935126855819352
104,HT_uncorrelated_surrogate,800,0.0,0.7637479156027347,1.7142643616595752,0.7637479156027347,1.7142643616595752,2.4780122772623097
105,HT_uncorrelated_surrogate,800,0.0,1.805963643617282,1.1968049127840301,1.805963643617282,1.1968049127840301,3.0027685564013122
106,HT_uncorrelated_surrogate,800,0.0,1.2140131285607527,0.855732018560434,1.2140131285607527,0.855732018560434,2.0697451471211865
107,HT_uncorrelated_surrogate,800,0.0,1.0086780829364725,1.3462530373849764,1.0086780829364725,1.3462530373849764,2.354931120321449
108,HT_uncorrelated_surrogate,800,0.0,1.574998331994633,1.0898682692086803,1.574998331994633,1.0898682692086803,2.6648666012033133
109,HT_uncorrelated_surrogate,800,0.0,2.1956744783130646,0.7838258370160762,2.1956744783130646,0.7838258370160762,2.979500315329141
110,HT_uncorrelated_surrogate,800,0.0,1.0810285489466644,1.0332583501978208,1.0810285489466644,1.0332583501978208,2.114286899144485
111,HT_uncorrelated_surrogate,800,0.0,1.6804647317645436,1.5807929081196437,1.6804647317645436,1.5807929081196437,3.261257639884187
112,HT_uncorrelated_surrogate,800,0.0,1.5722811955018237,1.269557288552145,1.5722811955018237,1.269557288552145,2.8418384840539685
113,HT_uncorrelated_surrogate,800,0.0,1.3123300784618952,1.200657789584969,1.3123300784618952,1.200657789584969,2.5129878680468645
114,HT_uncorrelated_surrogate,800,0.0,1.1211604509004276,1.0526310979334594,1.1211604509004276,1.0526310979334594,2.1737915488338873
