specimen_id,interface,test_temperature_C,Gc_J_m2,processing_batch,paired_full_cell_observation,comment
MC-YG-001,YSZ|GDC,25,1.6607180884620167,B1,not_available,Independent bilayer test.
MC-YG-002,YSZ|GDC,25,1.377930805129607,B1,not_available,Independent bilayer test.
MC-YG-003,YSZ|GDC,25,2.0796766315997326,B1,not_available,Independent bilayer test.
MC-YG-004,YSZ|GDC,25,1.6793588635958683,B1,not_available,Independent bilayer test.
MC-YG-005,YSZ|GDC,25,1.5024321958403806,B1,not_available,Independent bilayer test.
MC-YG-006,YSZ|GDC,25,1.8897181313482023,B1,not_available,Independent bilayer test.
MC-YG-007,YSZ|GDC,25,1.186583808037606,B1,not_available,Independent bilayer test.
MC-YG-008,YSZ|GDC,25,1.5637876292528265,B1,not_available,Independent bilayer test.
MC-YG-009,YSZ|GDC,25,1.6223334833913456,B1,not_available,Independent bilayer test.
MC-YG-010,YSZ|GDC,25,1.5501264906723426,B1,not_available,Independent bilayer test.
MC-YG-011,YSZ|GDC,25,1.3464401123012668,B2,not_available,Independent bilayer test.
MC-YG-012,YSZ|GDC,25,1.675797473353941,B2,not_available,Independent bilayer test.
MC-YG-013,YSZ|GDC,25,1.8665030924022847,B2,not_available,Independent bilayer test.
MC-YG-014,YSZ|GDC,25,1.6715001646977596,B2,not_available,Independent bilayer test.
MC-YG-015,YSZ|GDC,25,1.805970370065305,B2,not_available,Independent bilayer test.
MC-YG-016,YSZ|GDC,25,1.7373662310902696,B2,not_available,Independent bilayer test.
MC-YG-017,YSZ|GDC,25,2.3797327355928326,B2,not_available,Independent bilayer test.
MC-YG-018,YSZ|GDC,25,1.0414655337339167,B2,not_available,Independent bilayer test.
MC-YG-019,YSZ|GDC,25,1.3061630646770979,B2,not_available,Independent bilayer test.
MC-YG-020,YSZ|GDC,25,1.8034012377966908,B2,not_available,Independent bilayer test.
MC-YG-021,YSZ|GDC,25,1.5546830056415633,B3,not_available,Independent bilayer test.
MC-YG-022,YSZ|GDC,25,1.6813460631804342,B3,not_available,Independent bilayer test.
MC-YG-023,YSZ|GDC,25,1.6482789423691748,B3,not_available,Independent bilayer test.
MC-YG-024,YSZ|GDC,25,1.5208748387969522,B3,not_available,Independent bilayer test.
MC-YG-025,YSZ|GDC,25,1.38751219337898,B3,not_available,Independent bilayer test.
MC-YG-026,YSZ|GDC,25,1.4367283721934982,B3,not_available,Independent bilayer test.
MC-YG-027,YSZ|GDC,25,2.0265869123382125,B3,not_available,Independent bilayer test.
MC-YG-028,YSZ|GDC,25,1.16388079306347,B3,not_available,Independent bilayer test.
MC-YG-029,YSZ|GDC,25,1.8359377907497842,B3,not_available,Independent bilayer test.
MC-YG-030,YSZ|GDC,25,2.0932776398367525,B3,not_available,Independent bilayer test.
MC-YG-031,YSZ|GDC,25,1.404863232868935,B4,not_available,Independent bilayer test.
MC-YG-032,YSZ|GDC,25,1.5225392951545444,B4,not_available,Independent bilayer test.
MC-YG-033,YSZ|GDC,25,1.677235449743332,B4,not_available,Independent bilayer test.
MC-YG-034,YSZ|GDC,25,1.801249351692459,B4,not_available,Independent bilayer test.
MC-YG-035,YSZ|GDC,25,1.9485375022983995,B4,not_available,Independent bilayer test.
MC-YG-036,YSZ|GDC,25,1.56689349570731,B4,not_available,Independent bilayer test.
MC-YG-037,YSZ|GDC,25,1.3460751106308653,B4,not_available,Independent bilayer test.
MC-YG-038,YSZ|GDC,25,1.4936251079442717,B4,not_available,Independent bilayer test.
MC-YG-039,YSZ|GDC,25,1.401636508690576,B4,not_available,Independent bilayer test.
MC-YG-040,YSZ|GDC,25,1.563773420462503,B4,not_available,Independent bilayer test.
MC-GL-001,GDC|LSCF,25,0.7974222717335949,B1,not_available,Independent bilayer test.
MC-GL-002,GDC|LSCF,25,1.641404087817842,B1,not_available,Independent bilayer test.
MC-GL-003,GDC|LSCF,25,0.9593996751558438,B1,not_available,Independent bilayer test.
MC-GL-004,GDC|LSCF,25,1.0268605120846739,B1,not_available,Independent bilayer test.
MC-GL-005,GDC|LSCF,25,1.2990545878901936,B1,not_available,Independent bilayer test.
MC-GL-006,GDC|LSCF,25,1.2512758148897722,B1,not_available,Independent bilayer test.
MC-GL-007,GDC|LSCF,25,1.411580207244008,B1,not_available,Independent bilayer test.
MC-GL-008,GDC|LSCF,25,1.6441772391203349,B1,not_available,Independent bilayer test.
MC-GL-009,GDC|LSCF,25,1.544316018641035,B1,not_available,Independent bilayer test.
MC-GL-010,GDC|LSCF,25,1.1765785299149507,B1,not_available,Independent bilayer test.
MC-GL-011,GDC|LSCF,25,1.2620732544271522,B2,not_available,Independent bilayer test.
MC-GL-012,GDC|LSCF,25,1.695907830649934,B2,not_available,Independent bilayer test.
MC-GL-013,GDC|LSCF,25,1.0114671224943474,B2,not_available,Independent bilayer test.
MC-GL-014,GDC|LSCF,25,1.522452146895429,B2,not_available,Independent bilayer test.
MC-GL-015,GDC|LSCF,25,1.2349241592085032,B2,not_available,Independent bilayer test.
