r_by_R,U_m_per_s
0.0,8.801782431666691
0.015873015873015872,8.781686618497888
0.031746031746031744,8.761311036265921
0.047619047619047616,8.740647106519003
0.06349206349206349,8.719685839327207
0.07936507936507936,8.698417806181574
0.09523809523809523,8.676833110606447
0.1111111111111111,8.65492135624818
0.12698412698412698,8.632671612174205
0.14285714285714285,8.610072375083007
0.15873015873015872,8.58711152808712
0.1746031746031746,8.563776295687328
0.19047619047619047,8.54005319450535
0.20634920634920634,8.51592797928365
0.2222222222222222,8.491385583593008
0.23809523809523808,8.466410054609531
0.25396825396825395,8.440984481230668
0.2698412698412698,8.415090914692318
0.2857142857142857,8.388710280722874
0.30158730158730157,8.361822282121791
0.31746031746031744,8.334405290474995
0.3333333333333333,8.30643622551211
0.3492063492063492,8.277890420363628
0.36507936507936506,8.248741470681747
0.38095238095238093,8.218961065235515
0.3968253968253968,8.188518795165969
0.4126984126984127,8.157381938573069
0.42857142857142855,8.125515216481881
0.4444444444444444,8.092880515473086
0.4603174603174603,8.059436571327186
0.47619047619047616,8.025138606876917
0.49206349206349204,7.989937915828693
0.5079365079365079,7.953781382523224
0.5238095238095237,7.916610925354106
0.5396825396825397,7.878362848713189
0.5555555555555556,7.838967084697041
0.5714285714285714,7.79834630113762
0.5873015873015872,7.7564148464663125
0.6031746031746031,7.713077494004314
0.6190476190476191,7.668227937821727
0.6349206349206349,7.621746978369036
0.6507936507936507,7.573500317286931
0.6666666666666666,7.523335855145282
0.6825396825396826,7.471080350391517
0.6984126984126984,7.4165352480515905
0.7142857142857142,7.359471415904101
0.7301587301587301,7.299622423284996
0.746031746031746,7.236675846365485
0.7619047619047619,7.170261855863398
0.7777777777777777,7.099937991995958
0.7936507936507936,7.025168476292436
0.8095238095238095,6.945295506254754
0.8253968253968254,6.859498458676979
0.8412698412698412,6.766734270966678
0.8571428571428571,6.665647417858143
0.873015873015873,6.554428564660256
0.8888888888888888,6.430581854157103
0.9047619047619047,6.290518495320702
0.9206349206349206,6.128791359000095
0.9365079365079365,5.936501056740105
0.9523809523809523,5.697471461701743
0.9682539682539681,5.3768294900172044
0.9841269841269841,4.869921707820615
1.0,0.0
