#,NU [-]
Temperature_C,poisson_ratio
20.0,0.20246211445949264
40.0,0.20256785781887499
60.0,0.20270169030060572
80.0,0.20287601181209816
100.0,0.20311380579731847
120.0,0.20345735597679315
140.0,0.20396785396113915
160.0,0.20467627560475246
180.0,0.2055194464199725
200.0,0.20642172408417847
220.0,0.20737381611621689
240.0,0.2083761084738595
260.0,0.2094203394339249
280.0,0.21050859475602782
300.0,0.21164210712276185
320.0,0.212829935307556
340.0,0.21409819525724702
360.0,0.21546598377641074
380.0,0.2169366358929417
400.0,0.2185004728670292
420.0,0.22013798386744732
440.0,0.22182243608374355
460.0,0.22352249850107966
480.0,0.22520506156217218
500.0,0.22683807737645054
520.0,0.22839308800599306
540.0,0.2298471205198055
560.0,0.23118375437488137
580.0,0.2323933404625
600.0,0.2334725053207192
620.0,0.2344231662408181
640.0,0.23525130377874393
660.0,0.2359657036378801
680.0,0.23657681688797044
700.0,0.23709582054153777
720.0,0.2375339051598955
740.0,0.23790177845241484
760.0,0.23820935311087654
780.0,0.23846557944337357
800.0,0.23867838408785186
