Temperature_C,density_kgm3_mean,density_kgm3_std,specific_heat_jkgk_mean,specific_heat_jkgk_std,thermal_conductivity_wmk_mean,thermal_conductivity_wmk_std,elastic_modulus_pa_mean,elastic_modulus_pa_std,poisson_ratio_mean,poisson_ratio_std,cte_1k_mean,cte_1k_std,free_thermal_strain_mean,free_thermal_strain_std,compressive_strength_pa_mean,compressive_strength_pa_std,permeability_m2_mean,permeability_m2_std,biot_coefficient_mean,biot_coefficient_std,moisture_diffusivity_m2s_mean,moisture_diffusivity_m2s_std,porosity_mean,porosity_std,rubber_integrity_mean,rubber_integrity_std,dehydration_fraction_mean,dehydration_fraction_std,damage_index_mean,damage_index_std
20.0,1955.045942076571,19.550459420765712,850.9175170950878,42.54587585475439,1.255455622656645,0.06277278113283224,52879232418.23996,4230338593.459197,0.20246211445949264,0.006073863433784779,9.428107693745796e-06,6.599675385622057e-07,0.0,1e-12,81908187.08237572,8190818.708237573,2.012820265248664e-18,1e-12,0.6892911626467739,0.020678734879403218,1.0318706522091221e-11,2.5796766305228053e-12,0.10606235507363741,0.005303117753681871,0.9993166948159271,0.049965834740796355,0.0002352696805845163,1.1763484029225814e-05,0.011527237542913148,0.0008069066280039204
40.0,1954.8263446819576,19.548263446819576,871.9501744989795,43.59750872494898,1.2478755451067443,0.062393777255337214,52796681438.20308,4223734515.0562463,0.20256785781887499,0.00607703573456625,9.445901490073017e-06,6.612131043051112e-07,0.0001893183537429802,1.3252284762008615e-05,82073393.0941682,8207339.30941682,2.0658734780328193e-18,1e-12,0.6899787182285021,0.02069936154685506,1.4551580441038799e-11,3.6378951102596997e-12,0.10631328676437811,0.0053156643382189055,0.9981454768935181,0.04990727384467591,0.00173179207163075,8.65896035815375e-05,0.014126900855381274,0.0009888830598766892
60.0,1953.6551944243608,19.53655194424361,1050.7154401909688,52.535772009548445,1.2383283864883603,0.06191641932441802,52688501088.817345,4215080087.1053877,0.20270169030060572,0.006081050709018172,9.485419628096119e-06,6.639793739667284e-07,0.00038040444576212327,2.662831120334863e-05,82847369.74032268,8284736.974032268,2.1385882636476005e-18,1e-12,0.6908428350034959,0.020725285050104875,1.891559328374489e-11,4.7288983209362224e-12,0.1066955431180461,0.005334777155902306,0.9949801767470091,0.04974900883735046,0.012592088661042609,0.0006296044330521305,0.017354014143155475,0.0012147809900208834
80.0,1946.979216661793,19.469792166617932,1693.705235885551,84.68526179427755,1.217544839941122,0.0608772419970561,52545886427.66224,4203670914.2129793,0.20287601181209816,0.006086280354362945,9.64367709581454e-06,6.750573967070179e-07,0.000580477512793385,4.063342589553696e-05,83970105.71687697,8397010.571687697,2.2574559639494438e-18,1e-12,0.6919922272992737,0.02075976681897821,2.373194899952736e-11,5.93298724988184e-12,0.10762416515079903,0.005381208257539952,0.986509728110971,0.049325486405548555,0.08344521895552488,0.004172260947776244,0.0213944101066152,0.001497608707463064
100.0,1922.638193280275,19.22638193280275,2415.606726019011,120.78033630095057,1.1606770074629982,0.05803385037314991,52356849704.39682,4188547976.3517456,0.20311380579731847,0.006093414173919554,1.0179672634899246e-05,7.125770844429474e-07,0.0008176123167621967,5.723286217335377e-05,84166349.66041528,8416634.966041528,2.4953177602146412e-18,1e-12,0.693656315533273,0.02080968946599819,3.0048260293775456e-11,7.512065073443864e-12,0.11019007729971213,0.005509503864985606,0.9644285552080969,0.04822142776040485,0.35000578249513403,0.017500289124756704,0.026511215753264823,0.001855785102728538
120.0,1895.7818855035616,18.957818855035615,2126.1582013659868,106.30791006829935,1.102692347826212,0.055134617391310606,52105442329.68794,4168435386.3750353,0.20345735597679315,0.006103720679303795,1.0736563406318366e-05,7.515594384422857e-07,0.001078983994632424,7.552887962426969e-05,82551039.15552965,8255103.915552965,2.848251970050474e-18,1e-12,0.6957037187418391,0.020871111562255174,3.7100717542442686e-11,9.275179385610672e-12,0.11288968615826966,0.005644484307913484,0.9105910360684499,0.0455295518034225,0.6165684907391011,0.030828424536955057,0.033081063272394746,0.0023156744290676323
140.0,1880.8804435205464,18.808804435205463,1310.959003942375,65.54795019711875,1.0790954665408017,0.05395477332704009,51771536744.88768,4141722939.5910144,0.20396785396113915,0.006119035618834174,1.0960637000621318e-05,7.672445900434924e-07,0.0013234899853625495,9.264429897537847e-05,79898654.51420335,7989865.451420336,3.3244106233855806e-18,1e-12,0.69804287583012,0.0209412862749036,4.3417957212566716e-11,1.0854489303141679e-11,0.11423329138486935,0.0057116645692434674,0.7982714522954804,0.03991357261477402,0.6874288503600449,0.03437144251800225,0.04163152848955854,0.002914206994269098
160.0,1866.2297066532099,18.662297066532098,931.4990937974583,46.57495468987292,1.0646421094778376,0.05323210547389188,51332255898.69671,4106580471.8957367,0.20467627560475246,0.006140288268142574,1.1111102389065202e-05,7.777771672345642e-07,0.0015678840297096654,0.00010975188207967658,77391874.86555493,7739187.486555493,4.054383070579638e-18,1e-12,0.7010129126865386,0.02103038738059616,4.9799110647393244e-11,1.2449777661848311e-11,0.11535009705911689,0.0057675048529558445,0.6249253971166163,0.031246269855830816,0.698304140983959,0.03491520704919795,0.05284159251068434,0.0036989114757479042
180.0,1852.3619156633365,18.523619156633366,867.5913322057818,43.37956661028909,1.0508380421797974,0.052541902108989874,50766397100.186,4061311768.0148797,0.2055194464199725,0.006165583392599175,1.1264042072782523e-05,7.884829450947767e-07,0.0018204717351714078,0.00012743302146199856,75348273.75370246,7534827.375370246,5.0646583690359726e-18,1e-12,0.7048594037214253,0.02114578211164276,5.674567341911053e-11,1.4186418354777632e-11,0.1167029154119925,0.005835145770599626,0.45145880371183283,0.022572940185591642,0.6998289787849795,0.03499144893924898,0.06741586563850595,0.0047191105946954165
200.0,1843.400744380025,18.43400744380025,864.5429031483241,43.2271451574162,1.0372042006627928,0.05186021003313965,50061726243.73582,4004938099.4988656,0.20642172408417847,0.006192651722525354,1.1413513430878856e-05,7.9894594016152e-07,0.002080854495883225,0.00014565981471182578,73531280.30597506,7353128.030597507,6.353204539190865e-18,1e-12,0.7096936310868233,0.021290808932604696,6.44792343164023e-11,1.6119808579100575e-11,0.11839074950463936,0.005919537475231968,0.33858593440127227,0.016929296720063613,0.7000843050056622,0.03500421525028311,0.08574007464450928,0.00600180522511565
