pore_diameter_um,material
0.11644665614139539,YSZ_electrolyte
0.08202633967824628,YSZ_electrolyte
0.14741629821940327,YSZ_electrolyte
0.05234121133723543,YSZ_electrolyte
0.1499851074836902,YSZ_electrolyte
0.10082328424297811,YSZ_electrolyte
0.11836599840875899,YSZ_electrolyte
0.1302403133258046,YSZ_electrolyte
0.11077744667817038,YSZ_electrolyte
0.23511997692227005,YSZ_electrolyte
0.15514834329400176,YSZ_electrolyte
0.2259694645391379,YSZ_electrolyte
0.15750730216235523,YSZ_electrolyte
0.13819391820144253,YSZ_electrolyte
0.05635561461983998,YSZ_electrolyte
0.08605217118408326,YSZ_electrolyte
0.09993363217690344,YSZ_electrolyte
0.12860465236060667,YSZ_electrolyte
0.09469015965748187,YSZ_electrolyte
0.09829412344299127,YSZ_electrolyte
0.12350368594084923,YSZ_electrolyte
0.19941239703527489,YSZ_electrolyte
0.0923717842176007,YSZ_electrolyte
0.10256516321138633,YSZ_electrolyte
0.11460655881389296,YSZ_electrolyte
0.3450499684126013,YSZ_electrolyte
0.12211721406059746,YSZ_electrolyte
0.13408038280698667,YSZ_electrolyte
0.11434365349517327,YSZ_electrolyte
0.08186230078874765,YSZ_electrolyte
0.11623236203234802,YSZ_electrolyte
0.12322027963268391,YSZ_electrolyte
0.10810977840036538,YSZ_electrolyte
0.10733213293877661,YSZ_electrolyte
0.1803269978905738,YSZ_electrolyte
0.037480371191393365,YSZ_electrolyte
0.055473015995373666,YSZ_electrolyte
0.08056049585751483,YSZ_electrolyte
0.09956377329820286,YSZ_electrolyte
0.13093991064901803,YSZ_electrolyte
0.07359478770375784,YSZ_electrolyte
0.12245307770932821,YSZ_electrolyte
0.09147961362309465,YSZ_electrolyte
0.08698981470870752,YSZ_electrolyte
0.03510616285623392,YSZ_electrolyte
0.355208254195564,YSZ_electrolyte
0.09911809046185638,YSZ_electrolyte
0.16821633369909278,YSZ_electrolyte
0.12220281037399891,YSZ_electrolyte
0.12120910282918805,YSZ_electrolyte
0.04128455481521247,YSZ_electrolyte
0.10536875973379305,YSZ_electrolyte
0.0845781500515785,YSZ_electrolyte
0.1032308909592309,YSZ_electrolyte
0.13719057574088395,YSZ_electrolyte
0.059655585362584064,YSZ_electrolyte
0.05970520100795051,YSZ_electrolyte
0.1526792117821278,YSZ_electrolyte
0.0970896757930112,YSZ_electrolyte
0.12704326061231305,YSZ_electrolyte
0.11900311832254691,YSZ_electrolyte
0.14579493582174977,YSZ_electrolyte
0.0825842941366441,YSZ_electrolyte
0.05658430673157068,YSZ_electrolyte
0.10978728997569519,YSZ_electrolyte
0.14498898501500943,YSZ_electrolyte
0.22956163170338828,YSZ_electrolyte
0.19869202656429646,YSZ_electrolyte
0.13584132565207163,YSZ_electrolyte
0.10596609309076795,YSZ_electrolyte
0.03969879084667757,YSZ_electrolyte
0.12081718648451781,YSZ_electrolyte
0.058793215359997084,YSZ_electrolyte
0.10222308695381074,YSZ_electrolyte
0.055009053497114345,YSZ_electrolyte
0.05942639597615292,YSZ_electrolyte
0.06709768220544797,YSZ_electrolyte
0.06118609692602967,YSZ_electrolyte
0.1687338425597045,YSZ_electrolyte
0.15551061186302503,YSZ_electrolyte
0.07654324656230581,YSZ_electrolyte
0.04381677853135127,YSZ_electrolyte
0.1178294185418235,YSZ_electrolyte
0.22751048694219356,YSZ_electrolyte
0.12057810701959953,YSZ_electrolyte
0.17286340507046838,YSZ_electrolyte
0.12115681042300183,YSZ_electrolyte
0.05672950762000554,YSZ_electrolyte
0.05429279848976008,YSZ_electrolyte
0.09083346465956241,YSZ_electrolyte
0.35828154756391956,YSZ_electrolyte
0.20994260648931823,YSZ_electrolyte
0.06997131654503375,YSZ_electrolyte
0.07081799564212349,YSZ_electrolyte
0.11148685198336515,YSZ_electrolyte
0.09894284367991762,YSZ_electrolyte
0.0650974175116166,YSZ_electrolyte
0.06130200689126202,YSZ_electrolyte
0.05528150353064021,YSZ_electrolyte
0.08216934691078585,YSZ_electrolyte
0.10602174623111452,YSZ_electrolyte
0.06363211734288936,YSZ_electrolyte
0.06540357694841692,YSZ_electrolyte
0.08818532945816136,YSZ_electrolyte
0.08775070064962469,YSZ_electrolyte
0.06788953261907456,YSZ_electrolyte
0.11054851891353566,YSZ_electrolyte
0.30689282244949395,YSZ_electrolyte
0.060269178027344224,YSZ_electrolyte
0.11279699640509035,YSZ_electrolyte
0.20260125089547568,YSZ_electrolyte
0.09895358759757286,YSZ_electrolyte
0.08922038823209504,YSZ_electrolyte
0.06178704009314248,YSZ_electrolyte
0.06736915175899993,YSZ_electrolyte
0.13292185264292958,YSZ_electrolyte
0.0988189593578797,YSZ_electrolyte
0.06579882452000649,YSZ_electrolyte
0.07862981970224596,YSZ_electrolyte
0.2631355065734928,YSZ_electrolyte
0.028214631910605973,YSZ_electrolyte
0.1368983803818243,YSZ_electrolyte
0.07540306433036092,YSZ_electrolyte
0.08608977857393718,YSZ_electrolyte
0.07077756506664623,YSZ_electrolyte
0.15719072209767007,YSZ_electrolyte
0.16911596795107886,YSZ_electrolyte
0.14369951174591825,YSZ_electrolyte
0.0689273252846751,YSZ_electrolyte
0.05252497855469043,YSZ_electrolyte
0.12922167540974774,YSZ_electrolyte
0.05173342709936861,YSZ_electrolyte
0.3167959676807953,YSZ_electrolyte
0.0420178845098084,YSZ_electrolyte
0.08581997879374477,YSZ_electrolyte
0.11744233312527871,YSZ_electrolyte
0.08179098189266203,YSZ_electrolyte
0.1313844151251323,YSZ_electrolyte
0.13419240583117628,YSZ_electrolyte
0.07250349441590019,YSZ_electrolyte
