experiment_id,cooling_rate_C_per_min,heating_rate_C_per_min,hold_temperature_C,hold_time_hours,atmosphere,pressure_kPa,density_percent_theoretical,grain_size_um,porosity_percent,flexural_strength_MPa,hardness_HV,fracture_toughness_MPa_sqrtm,crack_density_per_cm2,residual_stress_MPa,warpage_mm,total_cycle_time_hours,energy_cost_relative,quality_score,optimal_range_cooling,material,green_density_percent
1,0.9931719855509311,2.3150029548239024,1504.3791743139418,4.266941194451183,nitrogen,52.16910348830885,56.92522919635151,6.033216254041481,14.1939133504554,191.37441577295272,1107.2714272829571,7.388271026367086,2.0361714622191323,1.360129376253898,0.4659272809724663,2168.8276439477577,3262.739140231379,54.02797759016159,False,Al2O3,53.39418728767746
2,2.712729398675915,3.3670962860543323,1601.8770891979136,3.5784665024186246,vacuum,97.83932176348046,26.5890921334029,9.895524979933008,23.324171923454784,54.43667535006273,476.8731884602298,5.88822605715223,1.014219037785319,27.306597835178785,0.8263073629068178,1069.8266590358494,1713.7308145226752,36.91198211518935,False,Al2O3,54.37797475099592
3,4.5654948059699105,3.4257501271088344,1645.6931396187306,4.514132111339374,nitrogen,34.799051911024904,0.14415223383245726,12.923885126270566,30.950796282023987,-132.6183798153806,-77.5987355972702,3.0415473629209515,0.1205071522394182,96.3486705542063,1.6468918675941693,845.366526553651,1391.213893212659,19.776109914512503,False,Si3N4,60.666903823204166
4,3.2138071823876206,7.723157972926127,1671.3981839074836,2.0254925318246704,argon,24.78896829682963,1.2040901375743616,11.617882894648368,30.311382104413628,-85.41312827252202,20.506374178238712,3.9352754545318636,0.7013919437281656,45.17559498461908,1.0362126605476665,738.5072929373866,1234.3397482179798,22.23744597463138,False,ZrO2,57.387924230379774
5,2.2398299044222285,4.401858795023566,1684.273079996935,4.556655604199513,vacuum,24.6999915708782,2.06366837993238,10.21093557730369,30.00334828519065,-103.64550314761432,70.41989296572694,3.609929443701828,1.3242475798330953,5.229164531759231,0.40937497890532776,1139.1490754268166,1918.638121844785,23.014879583364042,False,SiC,61.3330030150901
6,0.9971281672463481,9.315645858144464,1482.901787988906,5.029195428071491,air,61.553827333674754,35.6877531877947,7.413236482400702,20.05521120645212,85.23425064468309,716.094970820074,4.771490999780678,1.8195623439171336,-0.4943589218087787,0.45748976689707643,1651.385896585718,2448.843098706624,42.29667499076558,False,ZrO2,59.110525255185564
7,2.9175435912625347,3.313891252962363,1471.4357004047658,1.4683254030872002,argon,45.55328657206756,10.49042603121511,11.029867286811882,27.288971163735603,-85.2853493970421,171.75044099163156,4.957617497459419,0.6774008159014001,35.413800091298874,0.8117440857740101,949.8294454478381,1397.61295532761,26.75665310838196,False,Si3N4,57.395088590083496
8,4.8445571443016595,6.3740435738415036,1498.5606430870844,1.6682711055583295,argon,5.751274997151287,0.21650264507158926,13.67350325641416,30.377718771713546,-135.22082870550025,33.75809942685118,2.6052735745002176,0.06280779623792529,99.46771386251922,1.9058816749147016,546.1005957373521,818.3648599384063,19.811005672701743,False,ZrO2,51.865585156768816
9,4.337501811284848,8.670582624360268,1516.6420349446128,5.089945456503659,vacuum,46.78967084356226,1.3648544440385177,12.67517179201921,29.99156003775694,-116.18135841891427,134.37447272483058,4.250458858247779,0.4161761536452294,94.84475266421273,1.4734908690388389,529.6660281340202,803.3137627502108,20.785489933036956,False,Si3N4,60.58769381066224
10,2.224195514758706,4.562280009752879,1697.5020648601203,5.132798361718095,nitrogen,26.3944762397816,0.9562297212221905,9.687124370920259,30.934363721362736,-96.7099892262205,17.938491656933696,4.712276427521314,2.7044167412772038,25.720195862169977,0.4733736205585635,1140.4042088983892,1935.8384993801878,21.9765737683208,False,SiC,64.53750899585879
