sample_id,position_mm,fem_stress_MPa,experimental_stress_MPa,fem_strain_microstrain,experimental_strain_microstrain,stress_residual_MPa,strain_residual_microstrain,youngs_modulus_GPa,poisson_ratio,measurement_method,fem_mesh_size_mm,convergence_achieved
1,0.0,33.23844269050346,25.542258892057887,170469.63344289313,131020.947524218,7.696183798445574,39448.685918675124,194.9816047538945,0.31802857225639664,synchrotron_XRD,1.0,False
1,2.0408163265306123,43.02785325743631,45.64045577216535,220676.47515644366,234067.3977355493,2.6126025147290406,13390.922579105652,194.9816047538945,0.31802857225639664,synchrotron_XRD,1.0,True
1,4.081632653061225,37.65152344556037,43.61871182953008,193102.95190709952,223717.55192234155,5.967188383969706,30614.60001524203,194.9816047538945,0.31802857225639664,synchrotron_XRD,0.5,True
1,6.122448979591837,39.143145962154634,44.31257911908632,200753.01981210514,227164.31872864676,5.169433156931689,26411.298916541622,194.9816047538945,0.31802857225639664,synchrotron_XRD,2.0,True
1,8.16326530612245,47.9837187270496,38.98917074527059,246093.5675835399,199916.1759796603,8.994547981779007,46177.3916038796,194.9816047538945,0.31802857225639664,synchrotron_XRD,2.0,True
1,10.204081632653061,42.278527769256314,37.524020966448695,216833.41781200442,192519.22928946215,4.754506802807619,24314.188522542274,194.9816047538945,0.31802857225639664,synchrotron_XRD,2.0,True
1,12.244897959183675,33.39830292764921,33.767602582879825,171289.5068732484,173182.6023907197,0.3692996552306127,1893.0955174712872,194.9816047538945,0.31802857225639664,synchrotron_XRD,1.0,True
1,14.285714285714286,35.12874632264189,40.65229954362286,180164.4127761762,208409.32386455435,5.523553220980972,28244.91108837814,194.9816047538945,0.31802857225639664,synchrotron_XRD,2.0,True
1,16.3265306122449,26.563900978979934,20.44969928021971,136237.98518075,104826.51995354485,6.114201698760223,31411.465227205146,194.9816047538945,0.31802857225639664,synchrotron_XRD,1.0,True
1,18.367346938775512,23.222955675099833,19.45687606579139,119103.31594824966,99738.6357960885,3.7660796093084414,19364.68015216115,194.9816047538945,0.31802857225639664,synchrotron_XRD,1.0,True
1,20.408163265306122,24.00056086290798,12.869073274861853,123091.4110754266,66006.59116984783,11.131487588046129,57084.81990557877,194.9816047538945,0.31802857225639664,synchrotron_XRD,1.0,True
1,22.448979591836736,11.321015537113455,-0.5294452515298147,58061.96718609853,-2736.990470414053,11.85046078864327,60798.95765651258,194.9816047538945,0.31802857225639664,synchrotron_XRD,0.5,True
1,24.48979591836735,11.411359864959143,15.630758648114826,58525.31514120292,80132.33990292631,4.2193987831556825,21607.02476172339,194.9816047538945,0.31802857225639664,synchrotron_XRD,1.0,True
1,26.53061224489796,17.510743291523085,26.079855724091765,89807.15546794848,133755.66450028247,8.56911243256868,43948.50903233398,194.9816047538945,0.31802857225639664,synchrotron_XRD,1.0,True
1,28.571428571428573,16.653173970346486,13.796285201705912,85408.949174288,70780.74304586173,2.856888768640575,14628.206128426275,194.9816047538945,0.31802857225639664,synchrotron_XRD,0.5,True
1,30.612244897959183,25.65127901439035,31.398734401528642,131557.43100364448,161021.39045432248,5.747455387138292,29463.959450677998,194.9816047538945,0.31802857225639664,synchrotron_XRD,0.5,True
1,32.6530612244898,22.626345137378866,23.238625541762033,116043.48608135525,119154.94635972638,0.6122804043831671,3111.4602783711307,194.9816047538945,0.31802857225639664,synchrotron_XRD,1.0,True
1,34.69387755102041,23.586142590532113,16.144376757693216,120965.9886649436,82778.41162552385,7.441765832838897,38187.577039419746,194.9816047538945,0.31802857225639664,synchrotron_XRD,2.0,True
1,36.734693877551024,41.4614529211431,42.07180996921251,212642.8950745158,215790.21756522098,0.6103570480694103,3147.322490705177,194.9816047538945,0.31802857225639664,synchrotron_XRD,0.5,True
1,38.775510204081634,36.07053511395812,46.094019849687974,184994.55453495882,236401.52084189537,10.023484735729852,51406.96630693655,194.9816047538945,0.31802857225639664,synchrotron_XRD,2.0,True
1,40.816326530612244,39.75788637763886,37.190470268761345,203905.83218258567,190776.7184199721,2.5674161088775165,13129.11376261356,194.9816047538945,0.31802857225639664,synchrotron_XRD,2.0,True
1,42.85714285714286,33.27514008057263,43.51148153108678,170657.84294150452,223099.36450619565,10.236341450514146,52441.521564691124,194.9816047538945,0.31802857225639664,synchrotron_XRD,1.0,False
1,44.89795918367347,37.07590593459383,13.837137305877969,190150.78874435864,70927.60627047607,23.23876862871586,119223.18247388257,194.9816047538945,0.31802857225639664,synchrotron_XRD,0.5,True
1,46.93877551020408,37.9200471039986,42.21445934300249,194480.12622452888,216543.48782560354,4.29441223900389,22063.361601074663,194.9816047538945,0.31802857225639664,synchrotron_XRD,2.0,True
1,48.9795918367347,27.20224352662151,25.617812276528973,139511.84554541,131345.69912311595,1.5844312500925355,8166.146422294056,194.9816047538945,0.31802857225639664,synchrotron_XRD,0.5,True
1,51.02040816326531,28.428679507390115,23.755812907665273,145801.85419682413,121905.37572998727,4.672866599724841,23896.478466836867,194.9816047538945,0.31802857225639664,synchrotron_XRD,2.0,True
1,53.06122448979592,15.246377835718015,13.69965625200413,78193.92939637549,70331.53578046785,1.5467215837138841,7862.39361590764,194.9816047538945,0.31802857225639664,synchrotron_XRD,0.5,True
