time_hours,current_density_A_cm2,cell_voltage_V,nernst_voltage_V,activation_overpotential_anode_V,activation_overpotential_cathode_V,ohmic_overpotential_V,concentration_overpotential_V,power_density_W_cm2
0.0,0.4954463618132151,-3.042158529196559,1.4049102061096248,0.6214338238558157,0.3998758534002083,3.4141652720882725,0.012273354871697563,-1.5072263753494768
0.0166666666666666,0.5311444770124423,-3.318258343412332,1.3848703586754758,0.6246613331389637,0.4014811401918208,3.6672820892080153,0.014105722773041042,-1.7624745924039162
0.0333333333333333,0.4330516217239843,-2.536784947321523,1.4316617248009464,0.6151779116743098,0.39680740658551233,2.9438072502056496,0.009376685353888642,-1.0985588354025777
0.05,0.47177497931719,-3.196934368445163,1.4117300563348378,0.6191920240557054,0.39834350380826744,3.576794247342029,0.011128581555486752,-1.5082336455516305
0.0666666666666666,0.5547690820250799,-3.7099829159357625,1.3991705498955933,0.6266460118797308,0.4022101798046447,4.070831604660159,0.01538843671854749,-2.058183816602412
0.0833333333333333,0.3646726449331979,-2.0460640201721048,1.411180846095209,0.6071755523738538,0.3928465699765815,2.456247354694135,0.006649306898128711,-0.7461435779388135
0.1,0.5185647339135326,-3.2128276506644116,1.4234644611912468,0.6235481109647272,0.40089474136390113,3.6050056323397417,0.013445469162940647,-1.6660591157768307
0.1166666666666666,0.4805405603118494,-3.23126051518012,1.4532777669279298,0.6200375279196109,0.39875103348177693,3.6563028847043855,0.011545961505241308,-1.5527517384782101
0.1333333333333333,0.4622463816248828,-3.0032115730464266,1.4111287651546558,0.618240913305293,0.398019981307608,3.382169133782293,0.01068358586626484,-1.388223682894683
0.15,0.554353028000184,-3.534213596021726,1.4061716263678603,0.6266349575483652,0.4023879247418924,3.8986317115001135,0.015365363982648643,-1.9592020085540631
0.1666666666666666,0.5526479713570362,-3.615587682843139,1.4127364516962504,0.6264786247525378,0.40219929641515334,3.987204898123209,0.015270989012252378,-1.9981471981867482
0.1833333333333333,0.5172230370117932,-3.2465817404742046,1.4010068383348329,0.6234270718584128,0.4008114186353869,3.6145882984748807,0.013375983500785138,-1.6792068677151013
0.2,0.552156239686847,-3.663014851610442,1.4002595022241777,0.6264323744569297,0.40213425602167496,4.02262911261935,0.015243825651255944,-2.0225565063822954
0.2166666666666666,0.5283560885583387,-3.153407510546624,1.4579787527943813,0.6244236809611726,0.4014573340375417,3.569551025158196,0.013958007815833354,-1.6661220579029026
