temperature,cte,mix_name,rubber_content
25.0,1.556324372292388e-05,High_Rubber,60
30.80808080808081,1.562226656977641e-05,High_Rubber,60
36.61616161616162,1.6030887223552358e-05,High_Rubber,60
42.42424242424242,1.6017805141062998e-05,High_Rubber,60
48.23232323232323,1.5154432102484096e-05,High_Rubber,60
54.04040404040404,1.5498539016533762e-05,High_Rubber,60
59.848484848484844,1.5776390425504104e-05,High_Rubber,60
65.65656565656565,1.5729995487704955e-05,High_Rubber,60
71.46464646464646,1.5788029845073744e-05,High_Rubber,60
77.27272727272728,1.4796925848326305e-05,High_Rubber,60
83.08080808080808,1.5814390041644678e-05,High_Rubber,60
88.88888888888889,1.513093532434747e-05,High_Rubber,60
94.69696969696969,1.6150208542736776e-05,High_Rubber,60
100.5050505050505,1.6332164961302128e-05,High_Rubber,60
106.31313131313131,1.5774939715570158e-05,High_Rubber,60
112.12121212121212,1.598600728874983e-05,High_Rubber,60
117.92929292929293,1.526520800500144e-05,High_Rubber,60
123.73737373737373,1.5936475719572477e-05,High_Rubber,60
129.54545454545456,1.5759891217451054e-05,High_Rubber,60
135.35353535353534,1.6026547929221555e-05,High_Rubber,60
141.16161616161617,1.570618298983657e-05,High_Rubber,60
146.96969696969697,1.5323731085685794e-05,High_Rubber,60
152.77777777777777,1.61899541324568e-05,High_Rubber,60
158.58585858585857,1.5726902220228938e-05,High_Rubber,60
164.39393939393938,1.606474779484612e-05,High_Rubber,60
170.2020202020202,1.6453835872479996e-05,High_Rubber,60
176.010101010101,1.623346340888483e-05,High_Rubber,60
181.8181818181818,1.6654195611747215e-05,High_Rubber,60
187.62626262626262,1.6417121095945316e-05,High_Rubber,60
193.43434343434342,1.6067949318872055e-05,High_Rubber,60
199.24242424242425,1.6423583387775668e-05,High_Rubber,60
205.05050505050505,1.5412901633623107e-05,High_Rubber,60
210.85858585858585,1.6581451062807913e-05,High_Rubber,60
216.66666666666666,1.6651603584831754e-05,High_Rubber,60
222.47474747474746,1.616086278131707e-05,High_Rubber,60
228.2828282828283,1.616982482679212e-05,High_Rubber,60
234.0909090909091,1.6281645874141664e-05,High_Rubber,60
239.8989898989899,1.6134325096630197e-05,High_Rubber,60
245.7070707070707,1.641985156297653e-05,High_Rubber,60
251.5151515151515,1.615347206374552e-05,High_Rubber,60
257.32323232323233,1.612925851376894e-05,High_Rubber,60
263.13131313131316,1.76019540128365e-05,High_Rubber,60
268.93939393939394,1.6854951426373688e-05,High_Rubber,60
274.7474747474747,1.6650441540315274e-05,High_Rubber,60
280.55555555555554,1.7031308429338896e-05,High_Rubber,60
286.3636363636364,1.6312000260025788e-05,High_Rubber,60
292.17171717171715,1.6782847006541862e-05,High_Rubber,60
297.979797979798,1.588879489940666e-05,High_Rubber,60
303.78787878787875,1.6225850007450597e-05,High_Rubber,60
309.5959595959596,1.6520827152260403e-05,High_Rubber,60
315.4040404040404,1.621695203186011e-05,High_Rubber,60
321.2121212121212,1.594147410700494e-05,High_Rubber,60
