Temperature_C,Rubber_Content_%,Sample_ID,Replicate,Crystallinity_Index,FWHM_Avg_deg,Crystallite_Size_nm,Microstrain,a_Portlandite_A,c_Portlandite_A,Timestamp,Portlandite_wt%,CSH_wt%,Calcite_wt%,Ettringite_wt%,Quartz_wt%,Alite_wt%,Belite_wt%,Lime_wt%,Anhydrite_wt%,Gehlenite_wt%,Amorphous_wt%
20,0,XRD_20_0_1,1,0.9007220461431384,0.1720395567281425,48.6655317746557,0.0010481396139855105,3.592232781528194,4.911880123320518,2025-10-18T18:00:15.337692,18.39138803491403,46.618462421613515,3.2013429908106787,1.8365461730218156,13.144325529269732,2.357336245266217,5.048662400361676,0.0,0.0,0.0,9.401936204742334
20,0,XRD_20_0_2,2,0.9029474062557948,0.174406981569128,45.10873673563654,0.0011970034976189336,3.593114371115894,4.910577628029358,2025-10-18T18:00:15.337728,18.527839186305698,45.53924586724016,3.5351279352915363,1.971266059101908,13.175792838699426,3.2119811726444265,5.007571702502656,0.0,0.0,0.0,9.031175238214189
20,0,XRD_20_0_3,3,0.9007449083582837,0.16699032544991765,44.611416588789005,0.0011340852641299074,3.591023730710017,4.911906434506832,2025-10-18T18:00:15.337747,19.809549390022866,46.82330646287687,2.8188188901397364,1.7249957431765823,12.61871064945908,2.764452869782375,4.395866675178118,0.0,0.0,0.0,9.044299319364365
20,0,XRD_20_0_4,4,0.8792166279107545,0.1736403126542615,49.63160308810263,0.001080300483988466,3.5944645310709675,4.911137790957752,2025-10-18T18:00:15.337762,18.37014318454703,44.42258622542128,2.935419096904545,1.718797357448518,14.40068623442959,2.7110196818705536,4.507970379296016,0.0,0.0,0.0,10.93337784008247
20,0,XRD_20_0_5,5,0.9117732282409402,0.1629544380824857,48.684064830105996,0.001048222098245883,3.592752174701002,4.9107813700364344,2025-10-18T18:00:15.337790,19.442329079391786,43.029143695079505,4.0999518899679375,1.9771914429733355,14.616684956318782,3.1709923565110256,4.8182176022361505,0.0,0.0,0.0,8.84548897752148
20,5,XRD_20_5_1,1,0.8165386066497891,0.20094529879320702,38.17731480525662,0.0010187429695754937,3.592785760059232,4.9115546840551145,2025-10-18T18:00:15.337805,15.785107811182092,39.91404713499736,3.701584440921156,1.662855079715133,13.777177529851492,3.0618508125125237,4.659873750893426,0.0,0.0,0.0,17.437503439926815
20,5,XRD_20_5_2,2,0.8159803875419217,0.2038548656045551,47.036195468796635,0.0011097924979389013,3.593515343835402,4.909900324809319,2025-10-18T18:00:15.337818,15.992657896920973,40.56115513552098,3.596782996492451,1.8583459972781844,13.534559134727846,2.905809572559465,4.731878845931847,0.0,0.0,0.0,16.818810420568255
20,5,XRD_20_5_3,3,0.7719224317579889,0.2159818282467677,52.69136570144511,0.0011598572029636615,3.5943721064032625,4.91044550302494,2025-10-18T18:00:15.337831,15.604595862248761,38.993747411039756,3.1135271088391403,1.6251456158467144,13.5773429780057,2.3225906967025383,4.30958380093471,0.0,0.0,0.0,20.45346652638268
20,5,XRD_20_5_4,4,0.815507975113721,0.21296119093241467,50.62072165279567,0.000869410168000962,3.593418781790357,4.911674337998698,2025-10-18T18:00:15.337843,14.893163935634146,41.05051162392746,3.1072579807651315,1.7285696968441122,13.998648912078067,2.6773058452533984,4.904375097203127,0.0,0.0,0.0,17.640166908294564
20,5,XRD_20_5_5,5,0.7969050408610954,0.19296944347874573,46.75712580254956,0.0010265047016206302,3.59346335212914,4.91091561023287,2025-10-18T18:00:15.337856,15.855683615606209,39.51317044962082,3.0983690384338116,1.6447482723192404,14.111500410447492,2.865072479507527,4.819861584778632,0.0,0.0,0.0,18.091594149286266
