Weld_ID,Laser_Power_W,Welding_Speed_mm_s,Pulse_Frequency_Hz,Pulse_Duration_ms,Beam_Focus_Position_mm,Beam_Spot_Size_um,Clamping_Pressure_kPa,Shield_Gas_Flow_L_min,Material_Combination,Shield_Gas_Type,Joint_Type,Sheet_Thickness_mm,Overlap_Distance_mm,Heat_Input_J_mm,Energy_Density,Data_Source,Nugget_Width_mm,Penetration_Depth_mm,HAZ_Width_mm,Has_Cracks,Has_Porosity,Porosity_Size_um,Has_Undercut,Has_Expulsion,Spatter_Rating,Tensile_Shear_Strength_N,Peel_Strength_N,Contact_Resistance_uOhm,Thermal_Cycling_Strength_Degradation_pct,Thermal_Cycling_Resistance_Increase_pct,Cycles_to_Failure,Creep_Time_to_Failure_hours,Static_Aging_Strength_Retention_pct,Static_Aging_Resistance_Increase_pct,IMC_Thickness_Post_Aging_um,Grain_Size_Change_pct,Overall_Quality_Score,Timestamp,Measurement_Uncertainty_pct,Replicate_Count,Simulation_Convergence_Quality
W-00001,1408.764218702946,57.836548575250745,33.42841467819758,5.15065329107588,-0.3190246751080254,247.26077094795903,56.75096761505162,12.41194067880369,Al-Al,Nitrogen,Lap,1.3157100203614849,2.3063575927792117,1.4614608790529875,0.09851009209494195,Experimental,1.3421109124270596,0.7405556382580841,1.9920263831023932,0,0,0.0,0,0,5.232713588887691,3688.3181053145177,2182.5999972509994,13.425164673974457,16.46256092400419,16.55432277671092,1195,587.9571017116523,93.05219909904747,34.95967303821177,0.0,19.49931501591336,84.25621889463072,2025-10-14 06:59:32,1.7215190755002854,4.0,
W-00002,1995.769090441852,51.42612880919491,52.630639915738755,4.955029411572194,-0.34198852959957055,236.09490651753282,62.47058617829027,19.317101496342595,Cu-Al,Argon,Butt,1.4457685319568516,3.9692064652386834,2.3285078655405362,0.16437654245960456,Experimental,1.8678714098850169,1.1981040002615906,3.181599205248749,0,0,0.0,0,0,7.546595103555927,6098.496486374683,3806.098527244894,29.858357577130676,7.584779952887183,4.679544460192719,1791,471.86718529326276,89.82296280477324,31.454250460578432,3.6395345269588253,14.326930446442772,100.0,2025-10-14 06:59:32,2.9184550166563334,5.0,
W-00003,1687.7706467387475,42.65444970896249,73.08843363880868,1.6670381066111575,0.6589422647355088,209.3393882004178,40.03466855995714,28.241271699534607,Cu-Cu,Nitrogen,Lap,1.7379761515508598,2.932812282840028,2.374107261851439,0.18901581161739386,Experimental,1.801456421475518,1.0395264399538995,2.548586923267191,0,0,0.0,0,0,4.768882808784472,5497.917009844313,3344.5228312878335,7.677059947880817,7.256828227989636,23.678478868534764,1945,594.8005586866412,88.15970858928159,22.79508055963804,0.19487439949385194,9.517389067496472,98.79811494372521,2025-10-14 06:59:32,3.6323702437586713,3.0,
W-00004,1577.823295444826,63.41941997021105,62.7632965944472,4.262915257709363,-0.3379342581818445,285.3431263139066,54.82086172115821,6.873649495561443,Cu-Al,Argon,Butt,1.5251403866561504,1.523084845497718,1.4927509234735519,0.0871904025840205,Experimental,1.3216420684270698,0.6830838946129096,1.9323957405525007,0,0,0.0,0,0,6.723342728065001,2646.5266383378266,1760.1296129623108,31.270619659568233,15.552683128655008,10.641016015928646,744,584.9207325740675,87.96205327670152,39.41699667783874,3.55392351390128,23.421920271882215,75.92398586919438,2025-10-14 06:59:32,2.730825796994815,5.0,
W-00005,1206.8407023708862,57.26552364897707,67.62893049621303,4.463721884512854,-0.30344166419424445,158.19466577912246,52.76565122927917,21.36495700758933,Al-Steel,Helium,Lap,2.050543337047755,3.387470986950377,1.2644683489862165,0.13321860366978874,Experimental,1.0606009525813083,0.7166593659460254,1.408565679695335,0,0,0.0,0,0,4.416239552349577,2432.8987631834616,1511.0023460171078,34.426796090809525,16.060260623997532,11.978738275416095,574,580.6732775954393,86.94242098980823,28.75676315257098,3.229743199656726,13.881631374874782,71.85873447310824,2025-10-14 06:59:32,3.7177893432663915,3.0,
W-00006,1206.8117625350737,35.43801475333509,58.607914083155556,4.557760147299612,0.3521577328665521,138.79656395968718,64.49812317172888,16.664236856109667,Al-Steel,Argon,Butt,2.060969832058707,2.491821830100395,2.0432494951001736,0.24535303526361382,Experimental,1.4941809842637852,0.7216534893949184,2.3882272709663037,0,0,0.0,0,0,4.262167073214444,3567.423537958129,1945.705231824542,36.62543677370968,15.738779663617278,19.724386553672314,773,507.5255872953219,93.93771662163432,35.94014095326477,2.672305622790608,12.747976794036287,75.38175177000448,2025-10-14 06:59:32,2.8047651222153585,3.0,
W-00007,1051.1472257245623,70.22897323946518,60.44646242478845,5.453666709845421,-0.06315530869789181,252.71606006562646,69.7529711411975,24.60817908920758,Cu-Cu,Argon-Helium,Butt,0.5769238263488335,1.4609273173297153,0.8980457870062124,0.05922627069902112,Experimental,0.6693155442543401,0.5080408810861862,1.2591477480032744,0,0,0.0,0,0,4.79789081623728,1067.6848846346327,300.0,13.32828101297792,4.856934790389541,18.892883726792615,340,446.5313468807289,86.76735760261744,32.166251072666874,0.0,6.366257343789261,68.21601689122795,2025-10-14 06:59:32,2.334398323369109,3.0,
W-00008,1833.8612264815965,63.91534609236387,70.95529273146352,5.222106790513808,0.3805361024353799,192.43797463258502,17.809579462582988,14.705964870711696,Cu-Al,Nitrogen,Lap,1.891303679441394,2.6266921942414267,1.7215219867524358,0.1490975633438321,Experimental,1.7806833257021972,0.7239186060039745,2.924956449737496,0,0,0.0,0,0,6.168484114004937,3705.3204783655115,2245.513601271245,27.058944218128907,9.139105989109844,8.406686468680103,996,388.4377249707619,94.23385554504122,41.7054177567955,4.258663430325346,16.788005636935694,84.38032299456076,2025-10-14 06:59:32,2.2144201883483694,4.0,
W-00009,1579.715777182314,74.67145845185387,37.54583685677705,5.594305898841215,-0.755502108033975,251.2140268868958,56.80557231015527,20.176080259293286,Cu-Cu,Nitrogen,Butt,1.4661188028798664,2.3680762365674317,1.2693330034802028,0.08421325162518992,Experimental,1.0253493808198937,0.6273195242974343,1.7241550502087017,0,0,0.0,0,0,5.768903374976572,1843.204820281905,1073.8339222164682,10.183070602612007,15.565716280155813,21.000092493273936,764,496.79702339831204,90.09499541129937,33.74210886377158,0.0,15.814951519962195,74.15754688890243,2025-10-14 06:59:32,2.643608235954352,5.0,
W-00010,1666.571466370244,59.046052601069135,50.05216866302989,6.479222077050413,-0.015578732220299424,262.1880516876233,26.086968500015217,8.095033215683019,Cu-Al,Helium,Lap,2.6462761374865478,3.4427345580265514,1.6934965772869306,0.10765152253547391,Experimental,1.4370543653530579,0.7714717097308214,2.129325471014766,0,0,0.0,0,0,7.039839067963948,3150.5571954082575,1743.792456337672,24.4389825018098,11.67544906591095,27.430727081525603,931,622.6410033799347,87.39372596571936,34.52858916381559,3.28454353849348,7.518508461935204,76.32220115628473,2025-10-14 06:59:32,1.0923584907288033,3.0,
W-00011,936.592827987745,54.38150420984245,35.80483488273987,6.809794626975589,-0.9148784960242039,123.78672552562219,51.898231088284284,13.072708485657024,Al-Al,Nitrogen,Lap,1.4936998113692501,1.9036639649283278,1.0333581333539856,0.13913152224335157,Experimental,0.8974841292890434,0.4711457485337046,1.2935067635767963,0,0,0.0,0,0,3.315519786260653,1294.4858104793361,521.5973988398949,20.217742982131,6.072870094346838,10.635268925874977,511,475.21240789087415,93.09203607872067,38.885977179643675,0.0,17.323778995852212,74.66137246068868,2025-10-14 06:59:32,3.674100553784455,3.0,
