y_m,u_g_m_per_s
0.0,0.0
0.0007936508,3.8345702
0.0015873016,4.338792
0.0023809525,4.633437
0.0031746032,4.842454
0.003968254,5.00457
0.004761905,5.137024
0.0055555557,5.2490106
0.0063492064,5.346017
0.007142857,5.431582
0.007936508,5.5081224
0.008730159,5.577361
0.00952381,5.640571
0.010317461,5.6987185
0.011111111,5.7525544
0.011904762,5.802675
0.012698413,5.849559
0.013492064,5.8936
0.014285714,5.9351225
0.015079365,5.9743996
0.015873017,6.011662
0.016666668,6.0471053
0.017460318,6.0809
0.018253969,6.113192
0.01904762,6.1441092
0.01984127,6.1737647
0.020634921,6.2022567
0.021428572,6.229673
0.022222223,6.256092
0.023015874,6.2815843
0.023809524,6.306212
0.024603175,6.3300323
0.025396826,6.2409945
0.026190476,6.039672
0.026984127,5.83835
0.027777778,5.6370273
0.028571429,5.4357047
0.02936508,5.2343826
0.03015873,5.03306
0.030952381,4.8317375
0.031746034,4.6304154
0.032539684,4.429093
0.033333335,4.2277703
0.034126986,4.0264482
0.034920637,3.8251257
0.035714287,3.6238031
0.036507938,3.4224808
0.03730159,3.2211585
0.03809524,3.019836
0.03888889,2.8185136
0.03968254,2.6171913
0.04047619,2.4158688
0.041269843,2.2145464
0.042063493,2.0132241
0.042857144,1.8119016
0.043650795,1.6105793
0.044444446,1.4092568
0.045238096,1.2079344
0.046031747,1.0066121
0.046825398,0.8052896
0.04761905,0.6039672
0.0484127,0.4026448
0.04920635,0.2013224
0.05,0.0
