y_m,u_g_m_per_s
0.0,0.0
0.0007936508,1.8213626
0.0015873016,2.06597
0.0023809525,2.208908
0.0031746032,2.310306
0.003968254,2.3889515
0.004761905,2.4532077
0.0055555557,2.5075345
0.0063492064,2.554594
0.007142857,2.5961032
0.007936508,2.6332345
0.008730159,2.6668234
0.00952381,2.6974878
0.010317461,2.7256963
0.011111111,2.7518132
0.011904762,2.7761273
0.012698413,2.7988718
0.013492064,2.8202367
0.014285714,2.8403802
0.015079365,2.8594344
0.015873017,2.877511
0.016666668,2.8947053
0.017460318,2.9110997
0.018253969,2.9267652
0.01904762,2.9417639
0.01984127,2.95615
0.020634921,2.969972
0.021428572,2.9832723
0.022222223,2.9960887
0.023015874,3.0084555
0.023809524,3.020403
0.024603175,3.0319583
0.025396826,2.9893813
0.026190476,2.8929496
0.026984127,2.796518
0.027777778,2.7000864
0.028571429,2.6036546
0.02936508,2.5072231
0.03015873,2.4107914
0.030952381,2.3143597
0.031746034,2.2179282
0.032539684,2.1214964
0.033333335,2.0250647
0.034126986,1.9286331
0.034920637,1.8322015
0.035714287,1.7357699
0.036507938,1.6393381
0.03730159,1.5429065
0.03809524,1.4464748
0.03888889,1.3500432
0.03968254,1.2536116
0.04047619,1.1571798
0.041269843,1.0607482
0.042063493,0.96431655
0.042857144,0.86788493
0.043650795,0.77145326
0.044444446,0.6750216
0.045238096,0.5785899
0.046031747,0.48215827
0.046825398,0.38572663
0.04761905,0.28929496
0.0484127,0.19286332
0.04920635,0.09643166
0.05,0.0
