y_m,u_g_m_per_s
0.0,0.0
0.0007936508,1.6213235
0.0015873016,1.8460673
0.0023809525,1.977398
0.0031746032,2.070562
0.003968254,2.1428208
0.004761905,2.201859
0.0055555557,2.2517743
0.0063492064,2.2950122
0.007142857,2.3331509
0.007936508,2.3672667
0.008730159,2.398128
0.00952381,2.4263024
0.010317461,2.45222
0.011111111,2.476216
0.011904762,2.498556
0.012698413,2.5194533
0.013492064,2.5390835
0.014285714,2.5575912
0.015079365,2.575098
0.015873017,2.5917065
0.016666668,2.6075046
0.017460318,2.6225677
0.018253969,2.636961
0.01904762,2.6507416
0.01984127,2.6639597
0.020634921,2.6766593
0.021428572,2.6888795
0.022222223,2.7006552
0.023015874,2.7120175
0.023809524,2.7229948
0.024603175,2.733612
0.025396826,2.69532
0.026190476,2.608374
0.026984127,2.5214283
0.027777778,2.4344826
0.028571429,2.3475368
0.02936508,2.260591
0.03015873,2.173645
0.030952381,2.0866992
0.031746034,1.9997535
0.032539684,1.9128077
0.033333335,1.8258619
0.034126986,1.7389162
0.034920637,1.6519703
0.035714287,1.5650245
0.036507938,1.4780787
0.03730159,1.3911328
0.03809524,1.304187
0.03888889,1.2172413
0.03968254,1.1302955
0.04047619,1.0433496
0.041269843,0.95640385
0.042063493,0.8694581
0.042857144,0.78251225
0.043650795,0.6955664
0.044444446,0.60862064
0.045238096,0.5216748
0.046031747,0.43472904
0.046825398,0.3477832
0.04761905,0.2608374
0.0484127,0.1738916
0.04920635,0.0869458
0.05,0.0
