y_m,u_g_m_per_s
0.0,0.0
0.0007936508,3.1322513
0.0015873016,3.5457842
0.0023809525,3.787435
0.0031746032,3.9588585
0.003968254,4.0918164
0.004761905,4.2004476
0.0055555557,4.2922926
0.0063492064,4.3718514
0.007142857,4.4420266
0.007936508,4.5048003
0.008730159,4.561586
0.00952381,4.613427
0.010317461,4.661116
0.011111111,4.7052693
0.011904762,4.746375
0.012698413,4.7848268
0.013492064,4.820946
0.014285714,4.855001
0.015079365,4.8872137
0.015873017,4.917774
0.016666668,4.9468427
0.017460318,4.974559
0.018253969,5.001043
0.01904762,5.0263996
0.01984127,5.050721
0.020634921,5.0740886
0.021428572,5.096574
0.022222223,5.1182413
0.023015874,5.1391487
0.023809524,5.1593466
0.024603175,5.1788826
0.025396826,5.1060596
0.026190476,4.941348
0.026984127,4.7766366
0.027777778,4.611925
0.028571429,4.447213
0.02936508,4.2825017
0.03015873,4.11779
0.030952381,3.9530785
0.031746034,3.7883668
0.032539684,3.6236553
0.033333335,3.4589436
0.034126986,3.2942321
0.034920637,3.1295204
0.035714287,2.964809
0.036507938,2.8000972
0.03730159,2.6353858
0.03809524,2.470674
0.03888889,2.3059626
0.03968254,2.1412508
0.04047619,1.9765393
0.041269843,1.8118277
0.042063493,1.6471161
0.042857144,1.4824045
0.043650795,1.3176929
0.044444446,1.1529813
0.045238096,0.9882696
0.046031747,0.82355803
0.046825398,0.65884644
0.04761905,0.4941348
0.0484127,0.32942322
0.04920635,0.16471161
0.05,0.0
