y_m,u_g_m_per_s
0.0,0.0
0.0007936508,4.160172
0.0015873016,4.720443
0.0023809525,5.0478406
0.0031746032,5.280092
0.003968254,5.460228
0.004761905,5.6074057
0.0055555557,5.7318406
0.0063492064,5.83963
0.007142857,5.9347067
0.007936508,6.019755
0.008730159,6.09669
0.00952381,6.1669264
0.010317461,6.231538
0.011111111,6.291358
0.011904762,6.347049
0.012698413,6.399145
0.013492064,6.4480815
0.014285714,6.4942203
0.015079365,6.5378633
0.015873017,6.5792675
0.016666668,6.618651
0.017460318,6.656202
0.018253969,6.6920834
0.01904762,6.7264376
0.01984127,6.7593894
0.020634921,6.7910485
0.021428572,6.821512
0.022222223,6.850868
0.023015874,6.8791943
0.023809524,6.9065595
0.024603175,6.9330277
0.025396826,6.83569
0.026190476,6.615184
0.026984127,6.3946776
0.027777778,6.1741714
0.028571429,5.9536653
0.02936508,5.7331595
0.03015873,5.5126534
0.030952381,5.292147
0.031746034,5.071641
0.032539684,4.851135
0.033333335,4.6306286
0.034126986,4.4101224
0.034920637,4.189616
0.035714287,3.9691103
0.036507938,3.748604
0.03730159,3.528098
0.03809524,3.307592
0.03888889,3.0870857
0.03968254,2.8665798
0.04047619,2.6460736
0.041269843,2.4255674
0.042063493,2.2050612
0.042857144,1.9845551
0.043650795,1.764049
0.044444446,1.5435429
0.045238096,1.3230368
0.046031747,1.1025306
0.046825398,0.8820245
0.04761905,0.6615184
0.0484127,0.44101226
0.04920635,0.22050613
0.05,0.0
