y_m,u_g_m_per_s
0.0,0.0
0.0007936508,5.002775
0.0015873016,5.5825706
0.0023809525,5.921378
0.0031746032,6.1617227
0.003968254,6.348137
0.004761905,6.5004435
0.0055555557,6.629215
0.0063492064,6.740761
0.007142857,6.8391504
0.007936508,6.9271626
0.008730159,7.006779
0.00952381,7.079463
0.010317461,7.146326
0.011111111,7.208231
0.011904762,7.265863
0.012698413,7.3197746
0.013492064,7.370416
0.014285714,7.4181623
0.015079365,7.463327
0.015873017,7.5061736
0.016666668,7.54693
0.017460318,7.585789
0.018253969,7.6229215
0.01904762,7.658473
0.01984127,7.6925726
0.020634921,7.725335
0.021428572,7.7568607
0.022222223,7.7872396
0.023015874,7.8165526
0.023809524,7.8448715
0.024603175,7.872262
0.025396826,7.760459
0.026190476,7.5101213
0.026984127,7.259784
0.027777778,7.0094466
0.028571429,6.7591095
0.02936508,6.508772
0.03015873,6.258435
0.030952381,6.008097
0.031746034,5.75776
0.032539684,5.5074224
0.033333335,5.257085
0.034126986,5.0067477
0.034920637,4.75641
0.035714287,4.506073
0.036507938,4.2557354
0.03730159,4.0053983
0.03809524,3.7550607
0.03888889,3.5047233
0.03968254,3.254386
0.04047619,3.0040486
0.041269843,2.7537112
0.042063493,2.5033739
0.042857144,2.2530365
0.043650795,2.0026991
0.044444446,1.7523617
0.045238096,1.5020243
0.046031747,1.2516869
0.046825398,1.0013496
0.04761905,0.75101215
0.0484127,0.5006748
0.04920635,0.2503374
0.05,0.0
