y_m,u_g_m_per_s
0.0,0.0
0.0007936508,4.541058
0.0015873016,5.0881534
0.0023809525,5.4078526
0.0031746032,5.634642
0.003968254,5.8105426
0.004761905,5.9542594
0.0055555557,6.075768
0.0063492064,6.1810226
0.007142857,6.2738633
0.007936508,6.3569117
0.008730159,6.432038
0.00952381,6.5006227
0.010317461,6.5637145
0.011111111,6.622128
0.011904762,6.67651
0.012698413,6.7273808
0.013492064,6.775166
0.014285714,6.82022
0.015079365,6.862837
0.015873017,6.903267
0.016666668,6.941725
0.017460318,6.9783926
0.018253969,7.01343
0.01904762,7.0469766
0.01984127,7.0791535
0.020634921,7.110068
0.021428572,7.139816
0.022222223,7.1684813
0.023015874,7.196141
0.023809524,7.2228627
0.024603175,7.2487082
0.025396826,7.146061
0.026190476,6.915543
0.026984127,6.6850247
0.027777778,6.454507
0.028571429,6.2239885
0.02936508,5.9934707
0.03015873,5.7629523
0.030952381,5.5324345
0.031746034,5.301916
0.032539684,5.0713983
0.033333335,4.84088
0.034126986,4.610362
0.034920637,4.3798437
0.035714287,4.149326
0.036507938,3.9188077
0.03730159,3.6882896
0.03809524,3.4577715
0.03888889,3.2272534
0.03968254,2.9967353
0.04047619,2.7662172
0.041269843,2.5356991
0.042063493,2.305181
0.042857144,2.074663
0.043650795,1.8441448
0.044444446,1.6136267
0.045238096,1.3831086
0.046031747,1.1525905
0.046825398,0.9220724
0.04761905,0.6915543
0.0484127,0.4610362
0.04920635,0.2305181
0.05,0.0
