y_m,u_g_m_per_s
0.0,0.0
0.0007936508,3.9673586
0.0015873016,4.4480324
0.0023809525,4.7289176
0.0031746032,4.928173
0.003968254,5.0827174
0.004761905,5.2089863
0.0055555557,5.315743
0.0063492064,5.408219
0.007142857,5.489788
0.007936508,5.5627537
0.008730159,5.628759
0.00952381,5.689017
0.010317461,5.7444487
0.011111111,5.7957706
0.011904762,5.84355
0.012698413,5.8882446
0.013492064,5.9302287
0.014285714,5.9698124
0.015079365,6.007255
0.015873017,6.042777
0.016666668,6.0765657
0.017460318,6.108782
0.018253969,6.139566
0.01904762,6.1690392
0.01984127,6.1973095
0.020634921,6.2244706
0.021428572,6.250607
0.022222223,6.275792
0.023015874,6.3000937
0.023809524,6.3235717
0.024603175,6.346279
0.025396826,6.256449
0.026190476,6.0546284
0.026984127,5.8528075
0.027777778,5.6509867
0.028571429,5.4491653
0.02936508,5.2473445
0.03015873,5.0455236
0.030952381,4.843703
0.031746034,4.641882
0.032539684,4.4400606
0.033333335,4.23824
0.034126986,4.036419
0.034920637,3.834598
0.035714287,3.632777
0.036507938,3.4309561
0.03730159,3.229135
0.03809524,3.0273142
0.03888889,2.8254933
0.03968254,2.6236722
0.04047619,2.4218514
0.041269843,2.2200303
0.042063493,2.0182095
0.042857144,1.8163885
0.043650795,1.6145675
0.044444446,1.4127467
0.045238096,1.2109257
0.046031747,1.0091047
0.046825398,0.80728376
0.04761905,0.60546285
0.0484127,0.40364188
0.04920635,0.20182094
0.05,0.0
