y_m,u_g_m_per_s
0.0,0.0
0.0007936508,1.8956671
0.0015873016,2.1853077
0.0023809525,2.3545613
0.0031746032,2.474627
0.003968254,2.5677514
0.004761905,2.6438372
0.0055555557,2.708166
0.0063492064,2.7638893
0.007142857,2.8130407
0.007936508,2.8570077
0.008730159,2.8967807
0.00952381,2.9330904
0.010317461,2.9664922
0.011111111,2.9974172
0.011904762,3.026208
0.012698413,3.0531397
0.013492064,3.078438
0.014285714,3.1022902
0.015079365,3.1248522
0.015873017,3.1462567
0.016666668,3.1666164
0.017460318,3.1860292
0.018253969,3.2045786
0.01904762,3.2223387
0.01984127,3.2393734
0.020634921,3.2557402
0.021428572,3.271489
0.022222223,3.286665
0.023015874,3.3013084
0.023809524,3.3154554
0.024603175,3.3291385
0.025396826,3.282866
0.026190476,3.176967
0.026984127,3.071068
0.027777778,2.9651692
0.028571429,2.8592703
0.02936508,2.7533715
0.03015873,2.6474724
0.030952381,2.5415735
0.031746034,2.4356747
0.032539684,2.3297758
0.033333335,2.223877
0.034126986,2.117978
0.034920637,2.012079
0.035714287,1.9061801
0.036507938,1.8002813
0.03730159,1.6943824
0.03809524,1.5884835
0.03888889,1.4825846
0.03968254,1.3766857
0.04047619,1.2707868
0.041269843,1.1648879
0.042063493,1.058989
0.042857144,0.9530901
0.043650795,0.8471912
0.044444446,0.7412923
0.045238096,0.6353934
0.046031747,0.5294945
0.046825398,0.4235956
0.04761905,0.3176967
0.0484127,0.2117978
0.04920635,0.1058989
0.05,0.0
