y_m,u_g_m_per_s
0.0,0.0
0.0007936508,0.23454602
0.0015873016,0.28827044
0.0023809525,0.31966472
0.0031746032,0.3419353
0.003968254,0.3592086
0.004761905,0.3733215
0.0055555557,0.3852536
0.0063492064,0.39558956
0.007142857,0.40470645
0.007936508,0.41286176
0.008730159,0.4202391
0.00952381,0.4269741
0.010317461,0.43316963
0.011111111,0.43890584
0.011904762,0.44424608
0.012698413,0.44924155
0.013492064,0.45393407
0.014285714,0.45835832
0.015079365,0.46254328
0.015873017,0.4665135
0.016666668,0.47029
0.017460318,0.47389078
0.018253969,0.4773315
0.01904762,0.48062572
0.01984127,0.48378545
0.020634921,0.48682123
0.021428572,0.48974243
0.022222223,0.49255738
0.023015874,0.49527356
0.023809524,0.49789762
0.024603175,0.50043565
0.025396826,0.49371102
0.026190476,0.47778487
0.026984127,0.4618587
0.027777778,0.44593254
0.028571429,0.43000638
0.02936508,0.4140802
0.03015873,0.39815405
0.030952381,0.3822279
0.031746034,0.36630172
0.032539684,0.35037556
0.033333335,0.3344494
0.034126986,0.31852323
0.034920637,0.30259708
0.035714287,0.28667092
0.036507938,0.27074474
0.03730159,0.2548186
0.03809524,0.23889244
0.03888889,0.22296627
0.03968254,0.2070401
0.04047619,0.19111395
0.041269843,0.17518778
0.042063493,0.15926161
0.042857144,0.14333546
0.043650795,0.1274093
0.044444446,0.111483134
0.045238096,0.095556974
0.046031747,0.07963081
0.046825398,0.06370465
0.04761905,0.047778487
0.0484127,0.031852324
0.04920635,0.015926162
0.05,0.0
