y_m,u_g_m_per_s
0.0,0.0
0.0007936508,1.0805315
0.0015873016,1.2416059
0.0023809525,1.3357308
0.0031746032,1.4025016
0.003968254,1.4542897
0.004761905,1.4966024
0.0055555557,1.5323768
0.0063492064,1.5633656
0.007142857,1.5906994
0.007936508,1.6151503
0.008730159,1.6372688
0.00952381,1.6574613
0.010317461,1.6760366
0.011111111,1.6932346
0.011904762,1.7092456
0.012698413,1.7242228
0.013492064,1.7382917
0.014285714,1.7515562
0.015079365,1.7641034
0.015873017,1.7760068
0.016666668,1.7873293
0.017460318,1.798125
0.018253969,1.8084408
0.01904762,1.8183174
0.01984127,1.8277907
0.020634921,1.8368926
0.021428572,1.8456508
0.022222223,1.8540905
0.023015874,1.862234
0.023809524,1.8701013
0.024603175,1.8777107
0.025396826,1.85156
0.026190476,1.7918322
0.026984127,1.7321045
0.027777778,1.6723768
0.028571429,1.612649
0.02936508,1.5529213
0.03015873,1.4931935
0.030952381,1.4334658
0.031746034,1.373738
0.032539684,1.3140103
0.033333335,1.2542826
0.034126986,1.1945548
0.034920637,1.134827
0.035714287,1.0750993
0.036507938,1.0153716
0.03730159,0.95564383
0.03809524,0.8959161
0.03888889,0.8361884
0.03968254,0.77646065
0.04047619,0.7167329
0.041269843,0.65700513
0.042063493,0.5972774
0.042857144,0.5375497
0.043650795,0.47782192
0.044444446,0.4180942
0.045238096,0.35836646
0.046031747,0.2986387
0.046825398,0.23891096
0.04761905,0.17918323
0.0484127,0.11945548
0.04920635,0.05972774
0.05,0.0
