y_m,u_g_m_per_s
0.0,0.0
0.0007936508,5.0183144
0.0015873016,5.6775045
0.0023809525,6.0627074
0.0031746032,6.335964
0.003968254,6.547905
0.004761905,6.7210684
0.0055555557,6.867473
0.0063492064,6.9942937
0.007142857,7.106157
0.007936508,7.206221
0.008730159,7.29674
0.00952381,7.379377
0.010317461,7.4553957
0.011111111,7.525778
0.011904762,7.591302
0.012698413,7.6525955
0.013492064,7.710172
0.014285714,7.7644567
0.015079365,7.8158054
0.015873017,7.86452
0.016666668,7.9108567
0.017460318,7.955038
0.018253969,7.9972544
0.01904762,8.037674
0.01984127,8.076444
0.020634921,8.113692
0.021428572,8.149535
0.022222223,8.184074
0.023015874,8.2174015
0.023809524,8.249598
0.024603175,8.280739
0.025396826,8.164253
0.026190476,7.9008904
0.026984127,7.6375275
0.027777778,7.3741646
0.028571429,7.110801
0.02936508,6.8474383
0.03015873,6.5840755
0.030952381,6.3207126
0.031746034,6.057349
0.032539684,5.7939863
0.033333335,5.5306234
0.034126986,5.26726
0.034920637,5.003897
0.035714287,4.7405343
0.036507938,4.4771714
0.03730159,4.213808
0.03809524,3.9504452
0.03888889,3.6870823
0.03968254,3.4237192
0.04047619,3.1603563
0.041269843,2.8969932
0.042063493,2.63363
0.042857144,2.3702672
0.043650795,2.106904
0.044444446,1.8435411
0.045238096,1.5801781
0.046031747,1.316815
0.046825398,1.053452
0.04761905,0.7900891
0.0484127,0.526726
0.04920635,0.263363
0.05,0.0
