y_m,u_g_m_per_s
0.0,0.0
0.0007936508,5.2880135
0.0015873016,5.932949
0.0023809525,6.309822
0.0031746032,6.57717
0.003968254,6.7845273
0.004761905,6.953946
0.0055555557,7.097185
0.0063492064,7.221263
0.007142857,7.330707
0.007936508,7.4286075
0.008730159,7.517169
0.00952381,7.598019
0.010317461,7.672394
0.011111111,7.741254
0.011904762,7.8053613
0.012698413,7.8653293
0.013492064,7.921661
0.014285714,7.9747715
0.015079365,8.02501
0.015873017,8.072671
0.016666668,8.118006
0.017460318,8.161231
0.018253969,8.202535
0.01904762,8.242081
0.01984127,8.280012
0.020634921,8.316455
0.021428572,8.351522
0.022222223,8.385315
0.023015874,8.417921
0.023809524,8.449422
0.024603175,8.479889
0.025396826,8.35992
0.026190476,8.090244
0.026984127,7.8205695
0.027777778,7.5508947
0.028571429,7.28122
0.02936508,7.011545
0.03015873,6.7418704
0.030952381,6.4721956
0.031746034,6.202521
0.032539684,5.9328456
0.033333335,5.663171
0.034126986,5.393496
0.034920637,5.1238213
0.035714287,4.8541465
0.036507938,4.5844717
0.03730159,4.314797
0.03809524,4.045122
0.03888889,3.7754474
0.03968254,3.5057726
0.04047619,3.2360978
0.041269843,2.9664228
0.042063493,2.696748
0.042857144,2.4270732
0.043650795,2.1573985
0.044444446,1.8877237
0.045238096,1.6180489
0.046031747,1.348374
0.046825398,1.0786992
0.04761905,0.80902445
0.0484127,0.5393496
0.04920635,0.2696748
0.05,0.0
