y_m,u_g_m_per_s
0.0,0.0
0.0007936508,2.7827182
0.0015873016,3.1909125
0.0023809525,3.4294438
0.0031746032,3.598654
0.003968254,3.7298954
0.004761905,3.837124
0.0055555557,3.9277833
0.0063492064,4.006315
0.007142857,4.0755844
0.007936508,4.137548
0.008730159,4.1936007
0.00952381,4.2447724
0.010317461,4.291846
0.011111111,4.335429
0.011904762,4.3760037
0.012698413,4.413959
0.013492064,4.4496126
0.014285714,4.4832277
0.015079365,4.5150247
0.015873017,4.5451903
0.016666668,4.5738835
0.017460318,4.601242
0.018253969,4.627384
0.01904762,4.6524134
0.01984127,4.676421
0.020634921,4.6994867
0.021428572,4.7216816
0.022222223,4.7430696
0.023015874,4.7637067
0.023809524,4.783644
0.024603175,4.802928
0.025396826,4.7359514
0.026190476,4.583179
0.026984127,4.430406
0.027777778,4.2776337
0.028571429,4.124861
0.02936508,3.9720883
0.03015873,3.8193157
0.030952381,3.666543
0.031746034,3.5137703
0.032539684,3.360998
0.033333335,3.2082253
0.034126986,3.0554526
0.034920637,2.90268
0.035714287,2.7499073
0.036507938,2.5971346
0.03730159,2.4443622
0.03809524,2.2915895
0.03888889,2.1388168
0.03968254,1.9860442
0.04047619,1.8332715
0.041269843,1.680499
0.042063493,1.5277263
0.042857144,1.3749536
0.043650795,1.2221811
0.044444446,1.0694084
0.045238096,0.91663575
0.046031747,0.76386315
0.046825398,0.61109054
0.04761905,0.45831788
0.0484127,0.30554527
0.04920635,0.15277264
0.05,0.0
