y_m,u_g_m_per_s
0.0,0.0
0.0007936508,1.0915104
0.0015873016,1.2594527
0.0023809525,1.357591
0.0031746032,1.4272088
0.003968254,1.4812051
0.004761905,1.525322
0.0055555557,1.5626216
0.0063492064,1.5949317
0.007142857,1.6234311
0.007936508,1.6489245
0.008730159,1.6719861
0.00952381,1.6930395
0.010317461,1.7124069
0.011111111,1.7303381
0.011904762,1.7470318
0.012698413,1.7626476
0.013492064,1.7773165
0.014285714,1.7911465
0.015079365,1.8042287
0.015873017,1.8166397
0.016666668,1.828445
0.017460318,1.8397009
0.018253969,1.8504565
0.01904762,1.8607543
0.01984127,1.8706316
0.020634921,1.8801215
0.021428572,1.8892531
0.022222223,1.8980526
0.023015874,1.9065434
0.023809524,1.9147462
0.024603175,1.92268
0.025396826,1.8959713
0.026190476,1.8348109
0.026984127,1.7736505
0.027777778,1.7124902
0.028571429,1.6513299
0.02936508,1.5901694
0.03015873,1.5290091
0.030952381,1.4678488
0.031746034,1.4066883
0.032539684,1.345528
0.033333335,1.2843677
0.034126986,1.2232072
0.034920637,1.1620469
0.035714287,1.1008866
0.036507938,1.0397261
0.03730159,0.9785658
0.03809524,0.9174054
0.03888889,0.8562451
0.03968254,0.7950847
0.04047619,0.7339244
0.041269843,0.672764
0.042063493,0.6116036
0.042857144,0.5504433
0.043650795,0.4892829
0.044444446,0.42812255
0.045238096,0.3669622
0.046031747,0.3058018
0.046825398,0.24464145
0.04761905,0.1834811
0.0484127,0.12232073
0.04920635,0.061160363
0.05,0.0
