y_m,u_g_m_per_s
0.0,0.0
0.0007936508,4.500426
0.0015873016,5.080428
0.0023809525,5.4193563
0.0031746032,5.6597867
0.003968254,5.846267
0.004761905,5.998628
0.0055555557,6.1274457
0.0063492064,6.2390313
0.007142857,6.337456
0.007936508,6.4255
0.008730159,6.5051446
0.00952381,6.5778546
0.010317461,6.644741
0.011111111,6.7066684
0.011904762,6.764321
0.012698413,6.8182516
0.013492064,6.8689113
0.014285714,6.9166746
0.015079365,6.961855
0.015873017,7.0047174
0.016666668,7.045488
0.017460318,7.0843616
0.018253969,7.1215067
0.01904762,7.1570706
0.01984127,7.1911826
0.020634921,7.2239566
0.021428572,7.2554936
0.022222223,7.2858834
0.023015874,7.315207
0.023809524,7.343536
0.024603175,7.370936
0.025396826,7.267095
0.026190476,7.032673
0.026984127,6.79825
0.027777778,6.563828
0.028571429,6.329406
0.02936508,6.094983
0.03015873,5.860561
0.030952381,5.626138
0.031746034,5.391716
0.032539684,5.1572933
0.033333335,4.922871
0.034126986,4.6884484
0.034920637,4.454026
0.035714287,4.2196035
0.036507938,3.9851813
0.03730159,3.750759
0.03809524,3.5163364
0.03888889,3.281914
0.03968254,3.0474916
0.04047619,2.813069
0.041269843,2.5786467
0.042063493,2.3442242
0.042857144,2.1098018
0.043650795,1.8753794
0.044444446,1.640957
0.045238096,1.4065346
0.046031747,1.1721121
0.046825398,0.9376897
0.04761905,0.7032673
0.0484127,0.46884486
0.04920635,0.23442243
0.05,0.0
