y_m,u_g_m_per_s
0.0,0.0
0.0007936508,3.3656564
0.0015873016,3.8302956
0.0023809525,4.1018105
0.0031746032,4.2944193
0.003968254,4.4438086
0.004761905,4.5658646
0.0055555557,4.66906
0.0063492064,4.7584515
0.007142857,4.8372993
0.007936508,4.907831
0.008730159,4.9716344
0.00952381,5.0298824
0.010317461,5.083465
0.011111111,5.1330748
0.011904762,5.1792603
0.012698413,5.222464
0.013492064,5.2630477
0.014285714,5.3013105
0.015079365,5.3375044
0.015873017,5.3718414
0.016666668,5.404503
0.017460318,5.435644
0.018253969,5.465401
0.01904762,5.4938917
0.01984127,5.521219
0.020634921,5.547474
0.021428572,5.572738
0.022222223,5.5970836
0.023015874,5.6205745
0.023809524,5.643269
0.024603175,5.6652193
0.025396826,5.585836
0.026190476,5.4056478
0.026984127,5.2254596
0.027777778,5.0452714
0.028571429,4.8650827
0.02936508,4.6848946
0.03015873,4.5047064
0.030952381,4.324518
0.031746034,4.14433
0.032539684,3.9641416
0.033333335,3.7839534
0.034126986,3.603765
0.034920637,3.4235768
0.035714287,3.2433887
0.036507938,3.0632002
0.03730159,2.883012
0.03809524,2.7028239
0.03888889,2.5226357
0.03968254,2.3424473
0.04047619,2.162259
0.041269843,1.9820708
0.042063493,1.8018825
0.042857144,1.6216943
0.043650795,1.441506
0.044444446,1.2613178
0.045238096,1.0811296
0.046031747,0.90094125
0.046825398,0.720753
0.04761905,0.5405648
0.0484127,0.3603765
0.04920635,0.18018825
0.05,0.0
