y_m,u_g_m_per_s
0.0,0.0
0.0007936508,0.79222083
0.0015873016,0.9180225
0.0023809525,0.9915357
0.0031746032,1.0436847
0.003968254,1.0841322
0.004761905,1.117179
0.0055555557,1.1451194
0.0063492064,1.1693221
0.007142857,1.1906704
0.007936508,1.209767
0.008730159,1.2270418
0.00952381,1.2428125
0.010317461,1.2573202
0.011111111,1.2707521
0.011904762,1.2832569
0.012698413,1.2949543
0.013492064,1.3059424
0.014285714,1.3163022
0.015079365,1.3261018
0.015873017,1.3353986
0.016666668,1.3442416
0.017460318,1.3526732
0.018253969,1.3607299
0.01904762,1.3684438
0.01984127,1.3758427
0.020634921,1.3829513
0.021428572,1.3897916
0.022222223,1.3963832
0.023015874,1.4027433
0.023809524,1.4088879
0.024603175,1.4148309
0.025396826,1.3952273
0.026190476,1.35022
0.026984127,1.3052126
0.027777778,1.2602053
0.028571429,1.2151979
0.02936508,1.1701907
0.03015873,1.1251833
0.030952381,1.080176
0.031746034,1.0351686
0.032539684,0.9901613
0.033333335,0.94515395
0.034126986,0.90014666
0.034920637,0.8551393
0.035714287,0.81013197
0.036507938,0.7651246
0.03730159,0.72011733
0.03809524,0.67511
0.03888889,0.63010263
0.03968254,0.58509535
0.04047619,0.540088
0.041269843,0.49508065
0.042063493,0.45007333
0.042857144,0.40506598
0.043650795,0.36005867
0.044444446,0.31505132
0.045238096,0.270044
0.046031747,0.22503667
0.046825398,0.18002933
0.04761905,0.135022
0.0484127,0.09001467
0.04920635,0.045007333
0.05,0.0
