y_m,u_g_m_per_s
0.0,0.0
0.0007936508,1.6290354
0.0015873016,1.8574945
0.0023809525,1.9909962
0.0031746032,2.0857003
0.003968254,2.1591537
0.004761905,2.2191677
0.0055555557,2.2699082
0.0063492064,2.313861
0.007142857,2.35263
0.007936508,2.3873098
0.008730159,2.4186814
0.00952381,2.4473214
0.010317461,2.4736674
0.011111111,2.4980602
0.011904762,2.5207694
0.012698413,2.5420122
0.013492064,2.5619667
0.014285714,2.5807805
0.015079365,2.5985765
0.015873017,2.61546
0.016666668,2.631519
0.017460318,2.646831
0.018253969,2.6614623
0.01904762,2.6754708
0.01984127,2.6889074
0.020634921,2.7018168
0.021428572,2.7142391
0.022222223,2.7262094
0.023015874,2.7377596
0.023809524,2.7489183
0.024603175,2.759711
0.025396826,2.7210891
0.026190476,2.633312
0.026984127,2.5455348
0.027777778,2.457758
0.028571429,2.3699808
0.02936508,2.2822037
0.03015873,2.1944268
0.030952381,2.1066496
0.031746034,2.0188725
0.032539684,1.9310955
0.033333335,1.8433183
0.034126986,1.7555413
0.034920637,1.6677643
0.035714287,1.5799872
0.036507938,1.4922101
0.03730159,1.404433
0.03809524,1.316656
0.03888889,1.228879
0.03968254,1.1411018
0.04047619,1.0533248
0.041269843,0.96554774
0.042063493,0.87777066
0.042857144,0.7899936
0.043650795,0.7022165
0.044444446,0.6144395
0.045238096,0.5266624
0.046031747,0.43888533
0.046825398,0.35110825
0.04761905,0.2633312
0.0484127,0.17555413
0.04920635,0.08777706
0.05,0.0
