y_m,u_g_m_per_s
0.0,0.0
0.0007936508,5.194437
0.0015873016,5.80649
0.0023809525,6.164148
0.0031746032,6.417865
0.003968254,6.6146502
0.004761905,6.7754307
0.0055555557,6.911367
0.0063492064,7.0291185
0.007142857,7.1329827
0.007936508,7.2258916
0.008730159,7.3099375
0.00952381,7.3866653
0.010317461,7.457248
0.011111111,7.5225973
0.011904762,7.583436
0.012698413,7.640347
0.013492064,7.693806
0.014285714,7.7442093
0.015079365,7.7918863
0.015873017,7.8371167
0.016666668,7.8801403
0.017460318,7.921162
0.018253969,7.96036
0.01904762,7.9978895
0.01984127,8.033887
0.020634921,8.068472
0.021428572,8.101751
0.022222223,8.133821
0.023015874,8.164764
0.023809524,8.194659
0.024603175,8.223574
0.025396826,8.106926
0.026190476,7.845412
0.026984127,7.583898
0.027777778,7.3223844
0.028571429,7.0608706
0.02936508,6.799357
0.03015873,6.537843
0.030952381,6.2763295
0.031746034,6.014816
0.032539684,5.753302
0.033333335,5.4917884
0.034126986,5.2302747
0.034920637,4.968761
0.035714287,4.7072473
0.036507938,4.4457335
0.03730159,4.18422
0.03809524,3.922706
0.03888889,3.6611922
0.03968254,3.3996785
0.04047619,3.1381648
0.041269843,2.876651
0.042063493,2.6151373
0.042857144,2.3536236
0.043650795,2.09211
0.044444446,1.8305961
0.045238096,1.5690824
0.046031747,1.3075687
0.046825398,1.046055
0.04761905,0.7845412
0.0484127,0.5230275
0.04920635,0.26151374
0.05,0.0
