y_m,u_g_m_per_s
0.0,0.0
0.0007936508,4.105726
0.0015873016,4.6674604
0.0023809525,4.995714
0.0031746032,5.2285724
0.003968254,5.4091797
0.004761905,5.556742
0.0055555557,5.6815023
0.0063492064,5.7895737
0.007142857,5.8848987
0.007936508,5.970169
0.008730159,6.0473056
0.00952381,6.1177254
0.010317461,6.1825056
0.011111111,6.242482
0.011904762,6.2983193
0.012698413,6.350551
0.013492064,6.399616
0.014285714,6.4458747
0.015079365,6.489632
0.015873017,6.531144
0.016666668,6.5706306
0.017460318,6.6082797
0.018253969,6.644255
0.01904762,6.6786995
0.01984127,6.711737
0.020634921,6.743479
0.021428572,6.7740226
0.022222223,6.8034554
0.023015874,6.831855
0.023809524,6.859292
0.024603175,6.885829
0.025396826,6.7892737
0.026190476,6.570265
0.026984127,6.3512564
0.027777778,6.1322474
0.028571429,5.9132385
0.02936508,5.6942296
0.03015873,5.4752207
0.030952381,5.256212
0.031746034,5.0372033
0.032539684,4.8181944
0.033333335,4.5991855
0.034126986,4.3801765
0.034920637,4.1611676
0.035714287,3.942159
0.036507938,3.7231503
0.03730159,3.5041413
0.03809524,3.2851324
0.03888889,3.0661237
0.03968254,2.8471148
0.04047619,2.628106
0.041269843,2.4090972
0.042063493,2.1900883
0.042857144,1.9710795
0.043650795,1.7520707
0.044444446,1.5330619
0.045238096,1.314053
0.046031747,1.0950441
0.046825398,0.87603533
0.04761905,0.6570265
0.0484127,0.43801767
0.04920635,0.21900883
0.05,0.0
