y_m,u_g_m_per_s
0.0,0.0
0.0007936508,5.5073776
0.0015873016,6.1411467
0.0023809525,6.511494
0.0031746032,6.7742124
0.003968254,6.97798
0.004761905,7.144465
0.0055555557,7.285224
0.0063492064,7.4071536
0.007142857,7.5147023
0.007936508,7.610908
0.008730159,7.697936
0.00952381,7.777386
0.010317461,7.850473
0.011111111,7.918141
0.011904762,7.981138
0.012698413,8.040068
0.013492064,8.095424
0.014285714,8.147615
0.015079365,8.196983
0.015873017,8.243819
0.016666668,8.288369
0.017460318,8.330847
0.018253969,8.371435
0.01904762,8.410296
0.01984127,8.447571
0.020634921,8.483382
0.021428572,8.517843
0.022222223,8.55105
0.023015874,8.583092
0.023809524,8.614047
0.024603175,8.643987
0.025396826,8.521159
0.026190476,8.246283
0.026984127,7.9714065
0.027777778,7.6965303
0.028571429,7.421654
0.02936508,7.1467786
0.03015873,6.8719025
0.030952381,6.5970263
0.031746034,6.32215
0.032539684,6.047274
0.033333335,5.772398
0.034126986,5.497522
0.034920637,5.2226458
0.035714287,4.9477696
0.036507938,4.6728935
0.03730159,4.3980174
0.03809524,4.1231413
0.03888889,3.8482652
0.03968254,3.5733893
0.04047619,3.2985132
0.041269843,3.023637
0.042063493,2.748761
0.042857144,2.4738848
0.043650795,2.1990087
0.044444446,1.9241326
0.045238096,1.6492566
0.046031747,1.3743805
0.046825398,1.0995044
0.04761905,0.8246283
0.0484127,0.5497522
0.04920635,0.2748761
0.05,0.0
