y_m,u_g_m_per_s
0.0,0.0
0.0007936508,3.8172643
0.0015873016,4.300378
0.0023809525,4.582689
0.0031746032,4.7829556
0.003968254,4.938285
0.004761905,5.065194
0.0055555557,5.172493
0.0063492064,5.2654386
0.007142857,5.3474216
0.007936508,5.420758
0.008730159,5.4870977
0.00952381,5.547662
0.010317461,5.603375
0.011111111,5.6549573
0.011904762,5.702979
0.012698413,5.747901
0.013492064,5.790098
0.014285714,5.8298826
0.015079365,5.8675156
0.015873017,5.903218
0.016666668,5.9371777
0.017460318,5.9695573
0.018253969,6.000498
0.01904762,6.030121
0.01984127,6.0585346
0.020634921,6.0858335
0.021428572,6.1121025
0.022222223,6.137416
0.023015874,6.1618404
0.023809524,6.185437
0.024603175,6.2082605
0.025396826,6.1206765
0.026190476,5.9232354
0.026984127,5.7257943
0.027777778,5.528353
0.028571429,5.330912
0.02936508,5.1334705
0.03015873,4.9360294
0.030952381,4.7385883
0.031746034,4.541147
0.032539684,4.343706
0.033333335,4.146265
0.034126986,3.9488237
0.034920637,3.7513824
0.035714287,3.5539412
0.036507938,3.3565001
0.03730159,3.1590588
0.03809524,2.9616177
0.03888889,2.7641766
0.03968254,2.5667353
0.04047619,2.3692942
0.041269843,2.171853
0.042063493,1.9744118
0.042857144,1.7769706
0.043650795,1.5795294
0.044444446,1.3820883
0.045238096,1.1846471
0.046031747,0.9872059
0.046825398,0.7897647
0.04761905,0.59232354
0.0484127,0.39488235
0.04920635,0.19744118
0.05,0.0
