y_m,u_g_m_per_s
0.0,0.0
0.0007936508,3.0670412
0.0015873016,3.4613528
0.0023809525,3.6917715
0.0031746032,3.855227
0.003968254,3.982005
0.004761905,4.085587
0.0055555557,4.173163
0.0063492064,4.249024
0.007142857,4.3159375
0.007936508,4.3757935
0.008730159,4.4299397
0.00952381,4.479371
0.010317461,4.5248437
0.011111111,4.5669446
0.011904762,4.6061397
0.012698413,4.6428037
0.013492064,4.6772447
0.014285714,4.7097163
0.015079365,4.7404323
0.015873017,4.769572
0.016666668,4.7972894
0.017460318,4.8237176
0.018253969,4.8489704
0.01904762,4.8731484
0.01984127,4.8963394
0.020634921,4.9186206
0.021428572,4.940061
0.022222223,4.9607215
0.023015874,4.9806566
0.023809524,4.999916
0.024603175,5.018544
0.025396826,4.94783
0.026190476,4.788223
0.026984127,4.6286154
0.027777778,4.469008
0.028571429,4.3094006
0.02936508,4.149793
0.03015873,3.9901855
0.030952381,3.830578
0.031746034,3.6709707
0.032539684,3.5113633
0.033333335,3.3517559
0.034126986,3.1921484
0.034920637,3.032541
0.035714287,2.8729336
0.036507938,2.7133262
0.03730159,2.5537188
0.03809524,2.3941114
0.03888889,2.234504
0.03968254,2.0748966
0.04047619,1.915289
0.041269843,1.7556816
0.042063493,1.5960742
0.042857144,1.4364668
0.043650795,1.2768594
0.044444446,1.117252
0.045238096,0.9576445
0.046031747,0.7980371
0.046825398,0.6384297
0.04761905,0.47882226
0.0484127,0.31921485
0.04920635,0.15960743
0.05,0.0
