y_m,u_g_m_per_s
0.0,0.0
0.0007936508,5.0314445
0.0015873016,5.6995873
0.0023809525,6.0900216
0.0031746032,6.366989
0.003968254,6.5818086
0.004761905,6.7573233
0.0055555557,6.9057164
0.0063492064,7.0342593
0.007142857,7.147641
0.007936508,7.2490644
0.008730159,7.3408127
0.00952381,7.424572
0.010317461,7.501623
0.011111111,7.5729613
0.011904762,7.639375
0.012698413,7.7015014
0.013492064,7.75986
0.014285714,7.814882
0.015079365,7.8669276
0.015873017,7.9163036
0.016666668,7.9632697
0.017460318,8.008051
0.018253969,8.050841
0.01904762,8.091809
0.01984127,8.131105
0.020634921,8.16886
0.021428572,8.20519
0.022222223,8.240198
0.023015874,8.273977
0.023809524,8.306611
0.024603175,8.338176
0.025396826,8.220981
0.026190476,7.955788
0.026984127,7.690595
0.027777778,7.425402
0.028571429,7.160209
0.02936508,6.895016
0.03015873,6.6298237
0.030952381,6.3646307
0.031746034,6.0994377
0.032539684,5.8342447
0.033333335,5.5690517
0.034126986,5.3038588
0.034920637,5.038666
0.035714287,4.773473
0.036507938,4.50828
0.03730159,4.243087
0.03809524,3.977894
0.03888889,3.712701
0.03968254,3.447508
0.04047619,3.1823153
0.041269843,2.9171224
0.042063493,2.6519294
0.042857144,2.3867364
0.043650795,2.1215434
0.044444446,1.8563505
0.045238096,1.5911577
0.046031747,1.3259647
0.046825398,1.0607717
0.04761905,0.79557884
0.0484127,0.53038585
0.04920635,0.26519293
0.05,0.0
