y_m,u_g_m_per_s
0.0,0.0
0.0007936508,0.94051325
0.0015873016,1.1065146
0.0023809525,1.2035187
0.0031746032,1.2723318
0.003968254,1.3257041
0.004761905,1.3693111
0.0055555557,1.4061797
0.0063492064,1.4381164
0.007142857,1.4662864
0.007936508,1.4914852
0.008730159,1.5142802
0.00952381,1.5350904
0.010317461,1.5542339
0.011111111,1.571958
0.011904762,1.5884587
0.012698413,1.603894
0.013492064,1.6183933
0.014285714,1.6320635
0.015079365,1.6449945
0.015873017,1.6572621
0.016666668,1.6689309
0.017460318,1.6800568
0.018253969,1.6906881
0.01904762,1.7008668
0.01984127,1.71063
0.020634921,1.7200102
0.021428572,1.7290363
0.022222223,1.7377342
0.023015874,1.7461268
0.023809524,1.7542348
0.024603175,1.762077
0.025396826,1.7378734
0.026190476,1.681813
0.026984127,1.6257526
0.027777778,1.5696921
0.028571429,1.5136317
0.02936508,1.4575713
0.03015873,1.4015108
0.030952381,1.3454504
0.031746034,1.28939
0.032539684,1.2333295
0.033333335,1.1772691
0.034126986,1.1212087
0.034920637,1.0651482
0.035714287,1.0090878
0.036507938,0.95302737
0.03730159,0.89696693
0.03809524,0.8409065
0.03888889,0.78484607
0.03968254,0.72878563
0.04047619,0.6727252
0.041269843,0.61666477
0.042063493,0.56060433
0.042857144,0.5045439
0.043650795,0.44848347
0.044444446,0.39242303
0.045238096,0.3363626
0.046031747,0.28030217
0.046825398,0.22424173
0.04761905,0.1681813
0.0484127,0.11212087
0.04920635,0.056060433
0.05,0.0
