y_m,u_g_m_per_s
0.0,0.0
0.0007936508,4.6596236
0.0015873016,5.234077
0.0023809525,5.5697627
0.0031746032,5.8078933
0.003968254,5.9925895
0.004761905,6.143493
0.0055555557,6.271078
0.0063492064,6.381596
0.007142857,6.4790797
0.007936508,6.566281
0.008730159,6.645164
0.00952381,6.717178
0.010317461,6.783425
0.011111111,6.8447595
0.011904762,6.9018607
0.012698413,6.955275
0.013492064,7.0054502
0.014285714,7.052757
0.015079365,7.097505
0.015873017,7.139957
0.016666668,7.180338
0.017460318,7.218839
0.018253969,7.255629
0.01904762,7.290853
0.01984127,7.324639
0.020634921,7.357099
0.021428572,7.3883343
0.022222223,7.4184337
0.023015874,7.4474764
0.023809524,7.4755344
0.024603175,7.5026727
0.025396826,7.3966146
0.026190476,7.1580143
0.026984127,6.919414
0.027777778,6.6808133
0.028571429,6.442213
0.02936508,6.2036123
0.03015873,5.965012
0.030952381,5.7264113
0.031746034,5.487811
0.032539684,5.2492104
0.033333335,5.01061
0.034126986,4.7720094
0.034920637,4.533409
0.035714287,4.2948084
0.036507938,4.056208
0.03730159,3.8176076
0.03809524,3.5790071
0.03888889,3.3404067
0.03968254,3.1018062
0.04047619,2.8632057
0.041269843,2.6246052
0.042063493,2.3860047
0.042857144,2.1474042
0.043650795,1.9088038
0.044444446,1.6702033
0.045238096,1.4316028
0.046031747,1.1930023
0.046825398,0.9544019
0.04761905,0.7158014
0.0484127,0.47720096
0.04920635,0.23860048
0.05,0.0
