y_m,u_g_m_per_s
0.0,0.0
0.0007936508,3.2284372
0.0015873016,3.6536186
0.0023809525,3.9020765
0.0031746032,4.0783286
0.003968254,4.2150316
0.004761905,4.3267226
0.0055555557,4.421155
0.0063492064,4.502955
0.007142857,4.575107
0.007936508,4.639649
0.008730159,4.6980343
0.00952381,4.7513356
0.010317461,4.800368
0.011111111,4.845765
0.011904762,4.888028
0.012698413,4.927563
0.013492064,4.9647
0.014285714,4.9997144
0.015079365,5.0328345
0.015873017,5.064255
0.016666668,5.094143
0.017460318,5.12264
0.018253969,5.14987
0.01904762,5.175941
0.01984127,5.2009473
0.020634921,5.224973
0.021428572,5.2480917
0.022222223,5.2703695
0.023015874,5.291866
0.023809524,5.312633
0.024603175,5.3327193
0.025396826,5.2577186
0.026190476,5.0881147
0.026984127,4.918511
0.027777778,4.748907
0.028571429,4.5793033
0.02936508,4.4096994
0.03015873,4.2400956
0.030952381,4.070492
0.031746034,3.900888
0.032539684,3.7312841
0.033333335,3.5616803
0.034126986,3.3920765
0.034920637,3.2224727
0.035714287,3.0528688
0.036507938,2.883265
0.03730159,2.7136612
0.03809524,2.5440574
0.03888889,2.3744535
0.03968254,2.2048497
0.04047619,2.035246
0.041269843,1.8656421
0.042063493,1.6960382
0.042857144,1.5264344
0.043650795,1.3568306
0.044444446,1.1872268
0.045238096,1.017623
0.046031747,0.8480191
0.046825398,0.6784153
0.04761905,0.5088115
0.0484127,0.33920765
0.04920635,0.16960382
0.05,0.0
