y_m,u_g_m_per_s
0.0,0.0
0.0007936508,1.2371417
0.0015873016,1.4197534
0.0023809525,1.526464
0.0031746032,1.6021627
0.003968254,1.6608754
0.004761905,1.7088459
0.0055555557,1.7494036
0.0063492064,1.7845359
0.007142857,1.8155246
0.007936508,1.8432449
0.008730159,1.8683208
0.00952381,1.8912133
0.010317461,1.9122722
0.011111111,1.9317698
0.011904762,1.9499216
0.012698413,1.9669014
0.013492064,1.9828515
0.014285714,1.9978896
0.015079365,2.0121145
0.015873017,2.0256095
0.016666668,2.038446
0.017460318,2.0506852
0.018253969,2.0623803
0.01904762,2.0735776
0.01984127,2.0843177
0.020634921,2.0946364
0.021428572,2.1045656
0.022222223,2.1141338
0.023015874,2.123366
0.023809524,2.1322856
0.024603175,2.1409123
0.025396826,2.1110725
0.026190476,2.0429733
0.026984127,1.9748743
0.027777778,1.9067751
0.028571429,1.838676
0.02936508,1.770577
0.03015873,1.7024778
0.030952381,1.6343787
0.031746034,1.5662795
0.032539684,1.4981805
0.033333335,1.4300814
0.034126986,1.3619822
0.034920637,1.2938831
0.035714287,1.2257841
0.036507938,1.1576849
0.03730159,1.0895858
0.03809524,1.0214866
0.03888889,0.95338756
0.03968254,0.8852885
0.04047619,0.81718934
0.041269843,0.74909025
0.042063493,0.6809911
0.042857144,0.61289203
0.043650795,0.5447929
0.044444446,0.47669378
0.045238096,0.40859467
0.046031747,0.34049556
0.046825398,0.27239645
0.04761905,0.20429733
0.0484127,0.13619822
0.04920635,0.06809911
0.05,0.0
