y_m,u_g_m_per_s
0.0,0.0
0.0007936508,3.8765109
0.0015873016,4.4007683
0.0023809525,4.707122
0.0031746032,4.9244447
0.003968254,5.0930023
0.004761905,5.2307196
0.0055555557,5.3471565
0.0063492064,5.448017
0.007142857,5.5369825
0.007936508,5.6165643
0.008730159,5.6885543
0.00952381,5.754276
0.010317461,5.814734
0.011111111,5.8707094
0.011904762,5.922821
0.012698413,5.971568
0.013492064,6.0173593
0.014285714,6.060532
0.015079365,6.10137
0.015873017,6.1401124
0.016666668,6.1769648
0.017460318,6.212102
0.018253969,6.245677
0.01904762,6.277823
0.01984127,6.3086567
0.020634921,6.3382807
0.021428572,6.3667865
0.022222223,6.3942556
0.023015874,6.4207606
0.023809524,6.4463673
0.024603175,6.4711337
0.025396826,6.380311
0.026190476,6.1744943
0.026984127,5.968678
0.027777778,5.7628617
0.028571429,5.557045
0.02936508,5.3512287
0.03015873,5.145412
0.030952381,4.9395957
0.031746034,4.733779
0.032539684,4.5279627
0.033333335,4.322146
0.034126986,4.1163297
0.034920637,3.9105132
0.035714287,3.7046967
0.036507938,3.4988801
0.03730159,3.2930636
0.03809524,3.0872471
0.03888889,2.8814309
0.03968254,2.6756144
0.04047619,2.4697978
0.041269843,2.2639813
0.042063493,2.0581648
0.042857144,1.8523483
0.043650795,1.6465318
0.044444446,1.4407154
0.045238096,1.2348989
0.046031747,1.0290824
0.046825398,0.8232659
0.04761905,0.61744946
0.0484127,0.41163296
0.04920635,0.20581648
0.05,0.0
