y_m,u_g_m_per_s
0.0,0.0
0.0007936508,0.2652877
0.0015873016,0.31807715
0.0023809525,0.34892502
0.0031746032,0.37080804
0.003968254,0.38778073
0.004761905,0.401648
0.0055555557,0.41337246
0.0063492064,0.42352852
0.007142857,0.43248674
0.007936508,0.4405001
0.008730159,0.44774908
0.00952381,0.45436683
0.010317461,0.46045455
0.011111111,0.46609092
0.011904762,0.47133824
0.012698413,0.47624677
0.013492064,0.48085764
0.014285714,0.48520488
0.015079365,0.489317
0.015873017,0.49321815
0.016666668,0.4969289
0.017460318,0.500467
0.018253969,0.50384784
0.01904762,0.5070847
0.01984127,0.5101895
0.020634921,0.51317245
0.021428572,0.51604277
0.022222223,0.5188088
0.023015874,0.52147764
0.023809524,0.5240561
0.024603175,0.5265499
0.025396826,0.51938957
0.026190476,0.50263506
0.026984127,0.48588055
0.027777778,0.46912605
0.028571429,0.45237157
0.02936508,0.43561706
0.03015873,0.41886255
0.030952381,0.40210804
0.031746034,0.38535354
0.032539684,0.36859906
0.033333335,0.35184455
0.034126986,0.33509004
0.034920637,0.31833553
0.035714287,0.30158103
0.036507938,0.28482655
0.03730159,0.26807204
0.03809524,0.25131753
0.03888889,0.23456302
0.03968254,0.21780853
0.04047619,0.20105402
0.041269843,0.18429953
0.042063493,0.16754502
0.042857144,0.15079051
0.043650795,0.13403602
0.044444446,0.11728151
0.045238096,0.10052701
0.046031747,0.08377251
0.046825398,0.06701801
0.04761905,0.050263505
0.0484127,0.033509005
0.04920635,0.016754502
0.05,0.0
