y_m,u_g_m_per_s
0.0,0.0
0.0007936508,5.005055
0.0015873016,5.6298666
0.0023809525,5.99498
0.0031746032,6.253985
0.003968254,6.4548726
0.004761905,6.6190047
0.0055555557,6.757774
0.0063492064,6.87798
0.007142857,6.9840093
0.007936508,7.0788546
0.008730159,7.164653
0.00952381,7.24298
0.010317461,7.315034
0.011111111,7.381746
0.011904762,7.4438524
0.012698413,7.5019493
0.013492064,7.5565233
0.014285714,7.6079764
0.015079365,7.656647
0.015873017,7.7028213
0.016666668,7.7467413
0.017460318,7.788618
0.018253969,7.8286333
0.01904762,7.866945
0.01984127,7.9036922
0.020634921,7.938998
0.021428572,7.972972
0.022222223,8.00571
0.023015874,8.037298
0.023809524,8.067816
0.024603175,8.097333
0.025396826,7.9829783
0.026190476,7.725463
0.026984127,7.4679475
0.027777778,7.210432
0.028571429,6.9529166
0.02936508,6.695401
0.03015873,6.4378858
0.030952381,6.1803703
0.031746034,5.922855
0.032539684,5.6653395
0.033333335,5.407824
0.034126986,5.1503086
0.034920637,4.892793
0.035714287,4.6352777
0.036507938,4.3777623
0.03730159,4.120247
0.03809524,3.8627315
0.03888889,3.605216
0.03968254,3.3477006
0.04047619,3.0901852
0.041269843,2.8326697
0.042063493,2.5751543
0.042857144,2.3176389
0.043650795,2.0601234
0.044444446,1.802608
0.045238096,1.5450926
0.046031747,1.2875772
0.046825398,1.0300617
0.04761905,0.7725463
0.0484127,0.51503086
0.04920635,0.25751543
0.05,0.0
