y_m,u_g_m_per_s
0.0,0.0
0.0007936508,2.0432565
0.0015873016,2.3325121
0.0023809525,2.5015404
0.0031746032,2.6214466
0.003968254,2.7144473
0.004761905,2.7904317
0.0055555557,2.8546748
0.0063492064,2.9103243
0.007142857,2.9594102
0.007936508,3.0033188
0.008730159,3.0430388
0.00952381,3.0793004
0.010317461,3.1126575
0.011111111,3.1435416
0.011904762,3.172294
0.012698413,3.1991897
0.013492064,3.2244546
0.014285714,3.2482748
0.015079365,3.2708068
0.015873017,3.292183
0.016666668,3.3125157
0.017460318,3.3319025
0.018253969,3.3504274
0.01904762,3.3681638
0.01984127,3.385176
0.020634921,3.4015207
0.021428572,3.4172487
0.022222223,3.4324045
0.023015874,3.4470286
0.023809524,3.4611566
0.024603175,3.4748216
0.025396826,3.4262278
0.026190476,3.3157043
0.026984127,3.205181
0.027777778,3.0946574
0.028571429,2.984134
0.02936508,2.8736105
0.03015873,2.763087
0.030952381,2.6525636
0.031746034,2.5420399
0.032539684,2.4315164
0.033333335,2.320993
0.034126986,2.2104695
0.034920637,2.099946
0.035714287,1.9894226
0.036507938,1.8788991
0.03730159,1.7683756
0.03809524,1.6578522
0.03888889,1.5473287
0.03968254,1.4368052
0.04047619,1.3262818
0.041269843,1.2157582
0.042063493,1.1052347
0.042857144,0.9947113
0.043650795,0.8841878
0.044444446,0.77366436
0.045238096,0.6631409
0.046031747,0.5526174
0.046825398,0.4420939
0.04761905,0.33157045
0.0484127,0.22104695
0.04920635,0.11052348
0.05,0.0
