y_m,u_g_m_per_s
0.0,0.0
0.0007936508,0.8933805
0.0015873016,1.035344
0.0023809525,1.1183013
0.0031746032,1.17715
0.003968254,1.2227936
0.004761905,1.260086
0.0055555557,1.2916158
0.0063492064,1.318928
0.007142857,1.3430188
0.007936508,1.3645687
0.008730159,1.3840629
0.00952381,1.4018596
0.010317461,1.418231
0.011111111,1.4333886
0.011904762,1.4474999
0.012698413,1.4607
0.013492064,1.4730997
0.014285714,1.4847904
0.015079365,1.495849
0.015873017,1.5063401
0.016666668,1.5163193
0.017460318,1.5258341
0.018253969,1.5349259
0.01904762,1.5436307
0.01984127,1.5519801
0.020634921,1.560002
0.021428572,1.5677211
0.022222223,1.5751594
0.023015874,1.5823367
0.023809524,1.5892706
0.024603175,1.5959772
0.025396826,1.5738648
0.026190476,1.523095
0.026984127,1.4723252
0.027777778,1.4215554
0.028571429,1.3707855
0.02936508,1.3200157
0.03015873,1.2692459
0.030952381,1.218476
0.031746034,1.1677061
0.032539684,1.1169363
0.033333335,1.0661665
0.034126986,1.0153967
0.034920637,0.96462685
0.035714287,0.91385704
0.036507938,0.8630872
0.03730159,0.8123174
0.03809524,0.7615475
0.03888889,0.7107777
0.03968254,0.66000783
0.04047619,0.609238
0.041269843,0.55846816
0.042063493,0.50769836
0.042857144,0.45692852
0.043650795,0.4061587
0.044444446,0.35538885
0.045238096,0.304619
0.046031747,0.25384918
0.046825398,0.20307934
0.04761905,0.1523095
0.0484127,0.10153967
0.04920635,0.050769836
0.05,0.0
