y_m,u_g_m_per_s
0.0,0.0
0.0007936508,3.7359369
0.0015873016,4.1875668
0.0023809525,4.45148
0.0031746032,4.6386957
0.003968254,4.7839026
0.004761905,4.9025416
0.0055555557,5.0028477
0.0063492064,5.089736
0.007142857,5.166376
0.007936508,5.2349334
0.008730159,5.2969503
0.00952381,5.353567
0.010317461,5.4056497
0.011111111,5.4538703
0.011904762,5.498763
0.012698413,5.540757
0.013492064,5.5802045
0.014285714,5.6173964
0.015079365,5.6525764
0.015873017,5.685952
0.016666668,5.717699
0.017460318,5.7479687
0.018253969,5.7768927
0.01904762,5.804585
0.01984127,5.831147
0.020634921,5.8566675
0.021428572,5.881224
0.022222223,5.9048877
0.023015874,5.927721
0.023809524,5.94978
0.024603175,5.9711156
0.025396826,5.886582
0.026190476,5.696692
0.026984127,5.5068026
0.027777778,5.3169127
0.028571429,5.1270227
0.02936508,4.9371333
0.03015873,4.7472434
0.030952381,4.5573535
0.031746034,4.367464
0.032539684,4.177574
0.033333335,3.9876845
0.034126986,3.7977948
0.034920637,3.6079051
0.035714287,3.4180152
0.036507938,3.2281256
0.03730159,3.038236
0.03809524,2.848346
0.03888889,2.6584563
0.03968254,2.4685667
0.04047619,2.2786767
0.041269843,2.088787
0.042063493,1.8988974
0.042857144,1.7090076
0.043650795,1.519118
0.044444446,1.3292282
0.045238096,1.1393384
0.046031747,0.9494487
0.046825398,0.759559
0.04761905,0.5696692
0.0484127,0.3797795
0.04920635,0.18988974
0.05,0.0
