y_m,u_g_m_per_s
0.0,0.0
0.0007936508,1.1895099
0.0015873016,1.3955544
0.0023809525,1.5159581
0.0031746032,1.6013706
0.003968254,1.6676174
0.004761905,1.7217433
0.0055555557,1.7675055
0.0063492064,1.8071461
0.007142857,1.8421112
0.007936508,1.8733886
0.008730159,1.9016823
0.00952381,1.9275124
0.010317461,1.9512737
0.011111111,1.9732732
0.011904762,1.9937543
0.012698413,2.012913
0.013492064,2.0309098
0.014285714,2.0478776
0.015079365,2.063928
0.015873017,2.0791545
0.016666668,2.0936382
0.017460318,2.1074479
0.018253969,2.1206436
0.01904762,2.133278
0.01984127,2.145396
0.020634921,2.157039
0.021428572,2.1682425
0.022222223,2.1790383
0.023015874,2.1894553
0.023809524,2.1995192
0.024603175,2.209253
0.025396826,2.17886
0.026190476,2.1085742
0.026984127,2.0382884
0.027777778,1.9680026
0.028571429,1.8977168
0.02936508,1.827431
0.03015873,1.7571452
0.030952381,1.6868594
0.031746034,1.6165736
0.032539684,1.5462878
0.033333335,1.476002
0.034126986,1.4057161
0.034920637,1.3354303
0.035714287,1.2651445
0.036507938,1.1948587
0.03730159,1.1245729
0.03809524,1.0542871
0.03888889,0.9840013
0.03968254,0.9137155
0.04047619,0.8434297
0.041269843,0.7731439
0.042063493,0.70285803
0.042857144,0.63257223
0.043650795,0.56228644
0.044444446,0.49200064
0.045238096,0.42171484
0.046031747,0.35142902
0.046825398,0.28114322
0.04761905,0.21085742
0.0484127,0.14057161
0.04920635,0.070285805
0.05,0.0
