temperature_K,temperature_C,stress_MPa,strain_rate_s_inv
1073,799.85,1.0,5.046789426333634e-36
1073,799.85,1.2742749857031337,8.395910803290255e-36
1073,799.85,1.6237767391887217,1.39675568489126e-35
1073,799.85,2.0691380811147897,2.323662660293518e-35
1073,799.85,2.636650898730358,3.8656783124263444e-35
1073,799.85,3.3598182862837818,6.430997524088017e-35
1073,799.85,4.281332398719393,1.0698699118827478e-34
1073,799.85,5.455594781168519,1.7798508303955812e-34
1073,799.85,6.951927961775605,2.9609852032244286e-34
1073,799.85,8.858667904100825,4.9259371762999934e-34
1073,799.85,11.28837891684689,8.194859278064149e-34
1073,799.85,14.38449888287663,1.3633084666686018e-33
1073,799.85,18.329807108324356,2.2680193914560397e-33
1073,799.85,23.357214690901213,3.773109377505997e-33
1073,799.85,29.763514416313175,6.276998524904209e-33
1073,799.85,37.926901907322495,1.0442504189394389e-32
1073,799.85,48.32930238571752,1.7372298768730928e-32
1073,799.85,61.584821106602604,2.890080377622073e-32
1073,799.85,78.47599703514611,4.8079788980778165e-32
1073,799.85,100.0,7.998622205580909e-32
1273,999.85,1.0,5.786479390571184e-33
1273,999.85,1.2742749857031337,9.626469567922349e-33
1273,999.85,1.6237767391887217,1.6014731944459192e-32
1273,999.85,2.0691380811147897,2.6642336262871e-32
1273,999.85,2.636650898730358,4.432257024379817e-32
1273,999.85,3.3598182862837818,7.373565942691572e-32
1273,999.85,4.281332398719393,1.2266769371035903e-31
1273,999.85,5.455594781168519,2.040717231956526e-31
1273,999.85,6.951927961775605,3.394966266046803e-31
1273,999.85,8.858667904100825,5.647914256374204e-31
1273,999.85,11.28837891684689,9.39595063620442e-31
1273,999.85,14.38449888287663,1.563123736490042e-30
1273,999.85,18.329807108324356,2.6004349215755402e-30
1273,999.85,23.357214690901213,4.326120590129408e-30
1273,999.85,29.763514416313175,7.196995858293764e-30
1273,999.85,37.926901907322495,1.197302486261674e-29
1273,999.85,48.32930238571752,1.9918494769680764e-29
1273,999.85,61.584821106602604,3.313669172512599e-29
1273,999.85,78.47599703514611,5.512667253137187e-29
1273,999.85,100.0,9.170951794432806e-29
1473,1199.85,1.0,9.795340777913472e-31
1473,1199.85,1.2742749857031337,1.629566849571118e-30
1473,1199.85,1.6237767391887217,2.7109706312706663e-30
1473,1199.85,2.0691380811147897,4.510009371844019e-30
1473,1199.85,2.636650898730358,7.502915855856094e-30
1473,1199.85,3.3598182862837818,1.248195772973301e-29
1473,1199.85,4.281332398719393,2.0765162739395368e-29
1473,1199.85,5.455594781168519,3.4545220624040445e-29
1473,1199.85,6.951927961775605,5.746992127827538e-29
1473,1199.85,8.858667904100825,9.560777994952838e-29
1473,1199.85,11.28837891684689,1.5905446507602656e-28
1473,1199.85,14.38449888287663,2.6460527452866287e-28
1473,1199.85,18.329807108324356,4.402011051681073e-28
1473,1199.85,23.357214690901213,7.323248311523453e-28
1473,1199.85,29.763514416313175,1.2183060242829363e-27
1473,1199.85,37.926901907322495,2.0267912621077337e-27
1473,1199.85,48.32930238571752,3.371798824169855e-27
1473,1199.85,61.584821106602604,5.609372569945932e-27
1473,1199.85,78.47599703514611,9.331832137467051e-27
1473,1199.85,100.0,1.5524568916751814e-26
