temperature_K,CTE_K_inv,thermal_strain
300.0,1.151611e-05,2.1304803500000264e-05
313.8686868686869,1.1524431212121212e-05,0.00018114892556305532
327.73737373737373,1.1532752424242424e-05,0.0003412238561966638
341.6060606060606,1.1541073636363637e-05,0.000501529595400827
355.47474747474746,1.1549394848484848e-05,0.0006620661431755434
369.34343434343435,1.1557716060606061e-05,0.0008228334995208146
383.21212121212125,1.1566037272727272e-05,0.0009838316644366397
397.0808080808081,1.1574358484848485e-05,0.0011450606379230183
410.9494949494949,1.1582679696969696e-05,0.0013065204199799508
424.8181818181818,1.1591000909090909e-05,0.0014682110106074382
438.6868686868687,1.1599322121212122e-05,0.0016301324098054795
452.55555555555554,1.1607643333333333e-05,0.001792284617574074
466.42424242424244,1.1615964545454546e-05,0.0019546676339132238
480.29292929292933,1.1624285757575757e-05,0.0021172814588229266
494.16161616161617,1.163260696969697e-05,0.0022801260923031837
508.030303030303,1.1640928181818182e-05,0.0024432015343539945
521.8989898989898,1.1649249393939394e-05,0.002606507784975359
535.7676767676768,1.1657570606060606e-05,0.0027700448441672796
549.6363636363636,1.1665891818181817e-05,0.002933812711929752
563.5050505050506,1.167421303030303e-05,0.0030978113882627802
577.3737373737374,1.1682534242424243e-05,0.0032620408731663616
591.2424242424242,1.1690855454545454e-05,0.0034265011666404963
605.1111111111111,1.1699176666666667e-05,0.003591192268685185
618.9797979797979,1.1707497878787878e-05,0.003756114179300428
632.8484848484849,1.1715819090909091e-05,0.003921266898486226
646.7171717171717,1.1724140303030304e-05,0.0040866504262425775
660.5858585858587,1.1732461515151515e-05,0.004252264762569484
674.4545454545455,1.1740782727272728e-05,0.004418109907466943
688.3232323232323,1.1749103939393939e-05,0.0045841858609349554
702.1919191919192,1.1757425151515152e-05,0.004750492622973523
716.060606060606,1.1765746363636364e-05,0.004917030193582645
729.9292929292928,1.1774067575757576e-05,0.005083798572762319
743.7979797979798,1.1782388787878788e-05,0.00525079776051255
757.6666666666667,1.179071e-05,0.0054180277568333345
771.5353535353536,1.1799031212121212e-05,0.0055854885617246715
785.4040404040404,1.1807352424242425e-05,0.005753180175186563
799.2727272727273,1.1815673636363636e-05,0.005921102597219008
813.1414141414141,1.1823994848484849e-05,0.006089255827822008
827.010101010101,1.183231606060606e-05,0.006257639866995562
840.8787878787879,1.1840637272727273e-05,0.0064262547147396695
854.7474747474747,1.1848958484848484e-05,0.006595100371054331
868.6161616161617,1.1857279696969697e-05,0.006764176835939548
882.4848484848485,1.186560090909091e-05,0.006933484109395318
896.3535353535353,1.187392212121212e-05,0.00710302219142164
910.2222222222222,1.1882243333333334e-05,0.0072727910820185185
924.0909090909091,1.1890564545454545e-05,0.0074427907811859505
937.959595959596,1.1898885757575758e-05,0.007613021288923936
951.8282828282828,1.190720696969697e-05,0.0077834826052324765
965.6969696969697,1.1915528181818181e-05,0.007954174730111572
979.5656565656566,1.1923849393939394e-05,0.00812509766356122
993.4343434343434,1.1932170606060605e-05,0.00829625140558142
1007.3030303030303,1.1940491818181818e-05,0.008467635956172176
1021.1717171717172,1.1948813030303031e-05,0.008639251315333487
1035.0404040404042,1.1957134242424242e-05,0.008811097483065352
1048.909090909091,1.1965455454545455e-05,0.00898317445936777
1062.7777777777778,1.1973776666666666e-05,0.009155482244240742
1076.6464646464647,1.1982097878787879e-05,0.009328020837684267
1090.5151515151515,1.1990419090909092e-05,0.009500790239698348
1104.3838383838383,1.1998740303030303e-05,0.00967379045028298
1118.2525252525252,1.2007061515151516e-05,0.00984702146943817
1132.121212121212,1.2015382727272727e-05,0.01002048329716391
1145.9898989898988,1.202370393939394e-05,0.010194175933460206
1159.8585858585857,1.203202515151515e-05,0.010368099378327056
1173.7272727272727,1.2040346363636363e-05,0.010542253631764463
1187.5959595959596,1.2048667575757576e-05,0.010716638693772422
1201.4646464646464,1.2056988787878787e-05,0.010891254564350934
1215.3333333333335,1.206531e-05,0.011066101243500001
1229.2020202020203,1.2073631212121213e-05,0.011241178731219622
1243.0707070707072,1.2081952424242424e-05,0.011416487027509796
1256.939393939394,1.2090273636363637e-05,0.011592026132370524
1270.8080808080808,1.2098594848484848e-05,0.011767796045801806
1284.6767676767677,1.2106916060606061e-05,0.011943796767803643
1298.5454545454545,1.2115237272727272e-05,0.012120028298376032
1312.4141414141413,1.2123558484848485e-05,0.012296490637518977
1326.2828282828282,1.2131879696969698e-05,0.012473183785232475
1340.1515151515152,1.2140200909090909e-05,0.012650107741516531
1354.020202020202,1.2148522121212122e-05,0.012827262506371138
1367.888888888889,1.2156843333333333e-05,0.013004648079796297
1381.7575757575758,1.2165164545454545e-05,0.013182264461792013
1395.6262626262626,1.2173485757575758e-05,0.013360111652358281
1409.4949494949494,1.218180696969697e-05,0.013538189651495103
1423.3636363636363,1.2190128181818182e-05,0.01371649845920248
1437.2323232323233,1.2198449393939393e-05,0.01389503807548041
1451.1010101010102,1.2206770606060606e-05,0.014073808500328895
1464.969696969697,1.2215091818181819e-05,0.014252809733747934
1478.8383838383838,1.222341303030303e-05,0.014432041775737526
1492.7070707070707,1.2231734242424243e-05,0.014611504626297673
1506.5757575757575,1.2240055454545454e-05,0.014791198285428372
1520.4444444444443,1.2248376666666667e-05,0.014971122753129628
1534.3131313131314,1.225669787878788e-05,0.015151278029401442
1548.1818181818182,1.226501909090909e-05,0.015331664114243804
1562.050505050505,1.2273340303030304e-05,0.015512281007656722
1575.919191919192,1.2281661515151515e-05,0.01569312870964019
1589.7878787878788,1.2289982727272727e-05,0.015874207220194215
1603.6565656565656,1.229830393939394e-05,0.016055516539318797
1617.5252525252524,1.2306625151515151e-05,0.016237056667013926
1631.3939393939395,1.2314946363636364e-05,0.016418827603279614
1645.2626262626263,1.2323267575757575e-05,0.016600829348115853
1659.1313131313132,1.2331588787878788e-05,0.01678306190152265
1673.0,1.233991e-05,0.016965525263499998
